customer_id,age,income,gender,city,registration_date,last_purchase_date,total_purchases,total_spent,avg_order_value,days_since_last_purchase,favorite_category,payment_method,loyalty_score,true_segment
CUST_000042,46,181.0,М,СПб,2023-10-26,2025-08-18,27,15859.54,587.39,17,Электроника,Наличные,7.2,Чемпионы
CUST_000043,55,151.0,М,СПб,2022-11-02,2025-08-16,23,15154.38,658.89,19,Красота,Карта,5.5,Чемпионы
CUST_000044,36,175.0,М,Екатеринбург,2024-03-26,2025-08-10,28,44064.9,1573.75,25,Спорт,Карта,9.7,Чемпионы
CUST_000045,42,149.0,М,Нижний Новгород,2023-05-03,2025-09-01,29,26930.79,928.65,3,Электроника,Карта,9.1,Чемпионы
CUST_000046,46,102.0,Ж,Нижний Новгород,2024-03-16,2025-08-23,26,22561.63,867.75,12,Спорт,Карта,10.0,Чемпионы
CUST_000047,48,129.0,Ж,Москва,2025-01-27,2025-08-31,22,6742.33,306.47,4,Спорт,Наличные,7.0,Чемпионы
CUST_000048,47,160.0,М,СПб,2022-12-06,2025-08-17,33,17060.52,516.99,18,Дом и сад,Карта,8.4,Чемпионы
CUST_000049,44,171.0,М,СПб,2022-12-03,2025-08-08,19,19429.14,1022.59,27,Электроника,Карта,9.4,Чемпионы
CUST_000050,45,136.0,М,Екатеринбург,2023-01-28,2025-08-14,26,27410.84,1054.26,21,Красота,Наличные,8.9,Чемпионы
CUST_000051,39,169.0,М,Нижний Новгород,2023-03-23,2025-08-31,21,27215.72,1295.99,4,Одежда,Карта,7.9,Чемпионы
CUST_000052,36,189.0,М,СПб,2025-01-14,2025-08-23,32,39506.16,1234.57,12,Красота,Карта,7.9,Чемпионы
CUST_000053,48,169.0,М,Новосибирск,2023-08-09,2025-08-24,21,12553.79,597.8,11,Спорт,Электронный кошелек,5.1,Чемпионы
CUST_000054,42,198.0,Ж,СПб,2024-09-24,2025-09-03,20,32765.68,1638.28,1,Спорт,Карта,10.0,Чемпионы
CUST_000055,60,186.0,М,СПб,2023-10-18,2025-08-15,32,46292.49,1446.64,20,Красота,Карта,8.7,Чемпионы
CUST_000056,44,191.0,М,Москва,2024-12-04,2025-08-24,27,10898.57,403.65,11,Спорт,Карта,6.9,Чемпионы
CUST_000057,50,114.0,Ж,Новосибирск,2025-01-17,2025-08-16,23,17838.31,775.58,19,Одежда,Карта,10.0,Чемпионы
CUST_000058,53,137.0,М,СПб,2023-01-05,2025-08-10,25,7497.41,299.9,25,Электроника,Наличные,8.7,Чемпионы
CUST_000059,35,181.0,М,СПб,2023-03-14,2025-08-21,25,18262.29,730.49,14,Одежда,Наличные,9.3,Чемпионы
CUST_000060,55,151.0,М,Нижний Новгород,2022-12-24,2025-09-01,40,61213.62,1530.34,3,Дом и сад,Карта,9.5,Чемпионы
CUST_000061,38,119.0,Ж,Москва,2023-10-01,2025-08-15,19,5040.99,265.32,20,Электроника,Карта,8.0,Чемпионы
CUST_000062,41,140.0,М,Новосибирск,2023-09-02,2025-08-26,32,32041.52,1001.3,9,Красота,Карта,7.7,Чемпионы
CUST_000063,52,206.0,Ж,Москва,2023-08-05,2025-08-12,27,41593.03,1540.48,23,Электроника,Карта,6.9,Чемпионы
CUST_000064,44,91.0,Ж,Москва,2024-11-11,2025-08-18,26,18431.31,708.9,17,Дом и сад,Электронный кошелек,10.0,Чемпионы
CUST_000065,47,233.0,М,Москва,2024-11-11,2025-08-31,24,48431.27,2017.97,4,Электроника,Наличные,10.0,Чемпионы
CUST_000066,23,209.0,М,СПб,2024-06-23,2025-09-03,25,30807.83,1232.31,1,Одежда,Карта,10.0,Чемпионы
CUST_000067,60,208.0,Ж,Москва,2023-07-05,2025-08-26,19,36348.08,1913.06,9,Дом и сад,Карта,9.9,Чемпионы
CUST_000068,56,123.0,Ж,Екатеринбург,2023-01-20,2025-08-26,27,35885.96,1329.11,9,Красота,Карта,9.1,Чемпионы
CUST_000069,42,114.0,Ж,Нижний Новгород,2023-07-17,2025-08-22,30,40489.27,1349.64,13,Дом и сад,Наличные,9.8,Чемпионы
CUST_000070,51,110.0,М,СПб,2022-12-09,2025-08-27,15,17123.27,1141.55,8,Дом и сад,Наличные,10.0,Чемпионы
CUST_000071,30,105.0,Ж,Екатеринбург,2023-05-10,2025-09-03,30,32410.8,1080.36,1,Спорт,Электронный кошелек,10.0,Чемпионы
CUST_000072,45,137.0,Ж,Новосибирск,2023-10-04,2025-08-30,22,26831.67,1219.62,5,Дом и сад,Наличные,10.0,Чемпионы
CUST_000073,45,131.0,Ж,СПб,2024-10-03,2025-08-27,14,10044.46,717.46,8,Спорт,Наличные,7.8,Чемпионы
CUST_000074,40,180.0,М,СПб,2025-02-26,2025-08-25,33,48346.89,1465.06,10,Одежда,Электронный кошелек,8.8,Чемпионы
CUST_000075,47,112.0,М,Екатеринбург,2023-04-26,2025-08-23,25,30528.38,1221.14,12,Одежда,Карта,10.0,Чемпионы
CUST_000076,50,130.0,М,Нижний Новгород,2022-11-29,2025-08-13,22,16589.01,754.05,22,Дом и сад,Наличные,8.3,Чемпионы
CUST_000077,40,135.0,М,Новосибирск,2022-12-27,2025-08-15,22,29612.59,1346.03,20,Одежда,Карта,10.0,Чемпионы
CUST_000078,45,205.0,М,Москва,2023-05-15,2025-08-10,22,32988.2,1499.46,25,Спорт,Карта,8.9,Чемпионы
CUST_000079,43,174.0,Ж,Москва,2025-01-19,2025-08-28,30,41320.07,1377.34,7,Спорт,Карта,10.0,Чемпионы
CUST_000080,48,197.0,М,Екатеринбург,2024-04-25,2025-08-06,25,35584.6,1423.38,29,Электроника,Карта,9.1,Чемпионы
CUST_000081,65,127.0,Ж,СПб,2024-07-30,2025-08-29,11,9997.54,908.87,6,Красота,Карта,10.0,Чемпионы
CUST_000082,46,155.0,М,Москва,2023-11-19,2025-08-17,25,39752.19,1590.09,18,Красота,Карта,10.0,Чемпионы
CUST_000083,32,165.0,Ж,Москва,2024-07-13,2025-08-30,17,23308.3,1371.08,5,Одежда,Электронный кошелек,9.0,Чемпионы
CUST_000084,36,156.0,Ж,Москва,2023-01-24,2025-09-03,16,13279.4,829.96,1,Красота,Карта,9.1,Чемпионы
CUST_000085,47,109.0,М,Новосибирск,2023-10-03,2025-08-25,24,18086.44,753.6,10,Спорт,Электронный кошелек,10.0,Чемпионы
CUST_000086,53,165.0,М,Нижний Новгород,2022-11-06,2025-08-23,29,27333.24,942.53,12,Электроника,Электронный кошелек,8.0,Чемпионы
CUST_000087,52,137.0,М,Новосибирск,2023-10-05,2025-08-27,31,22034.83,710.8,8,Электроника,Карта,8.5,Чемпионы
CUST_000088,57,141.0,М,СПб,2024-02-25,2025-08-23,16,19233.52,1202.1,12,Красота,Карта,9.2,Чемпионы
CUST_000089,47,161.0,М,Новосибирск,2024-02-02,2025-08-09,30,54778.19,1825.94,26,Одежда,Карта,10.0,Чемпионы
CUST_000090,41,130.0,М,Нижний Новгород,2025-02-26,2025-08-31,17,19303.29,1135.49,4,Электроника,Наличные,9.3,Чемпионы
CUST_000091,49,123.0,Ж,Екатеринбург,2024-05-24,2025-08-09,24,19054.5,793.94,26,Дом и сад,Наличные,9.8,Чемпионы
CUST_000092,45,164.0,М,Новосибирск,2025-02-12,2025-08-28,24,38409.71,1600.4,7,Дом и сад,Электронный кошелек,7.9,Чемпионы
CUST_000093,50,208.0,М,СПб,2022-12-13,2025-08-06,17,33770.15,1986.48,29,Электроника,Карта,9.9,Чемпионы
CUST_000094,53,162.0,М,Екатеринбург,2023-03-30,2025-08-27,29,41025.5,1414.67,8,Электроника,Электронный кошелек,9.2,Чемпионы
CUST_000095,55,141.0,Ж,Екатеринбург,2023-03-29,2025-08-18,23,25783.62,1121.03,17,Одежда,Карта,9.2,Чемпионы
CUST_000096,34,146.0,М,Нижний Новгород,2023-07-24,2025-08-15,24,21740.88,905.87,20,Дом и сад,Карта,8.1,Чемпионы
CUST_000097,33,194.0,М,СПб,2025-01-29,2025-08-20,31,37734.17,1217.23,15,Электроника,Электронный кошелек,7.4,Чемпионы
CUST_000098,56,77.0,М,Нижний Новгород,2024-01-20,2025-08-08,23,18427.84,801.21,27,Красота,Наличные,10.0,Чемпионы
CUST_000099,40,193.0,Ж,Москва,2024-02-26,2025-08-25,23,32614.33,1418.01,10,Спорт,Наличные,10.0,Чемпионы
CUST_000100,39,112.0,Ж,Екатеринбург,2024-05-20,2025-08-10,18,9984.93,554.72,25,Электроника,Электронный кошелек,8.6,Чемпионы
CUST_000101,37,132.0,М,Нижний Новгород,2024-05-11,2025-08-11,17,29844.71,1755.57,24,Электроника,Наличные,9.8,Чемпионы
CUST_000102,39,135.0,М,Новосибирск,2024-04-13,2025-08-24,22,22372.85,1016.95,11,Одежда,Карта,8.0,Чемпионы
CUST_000103,48,150.0,М,Нижний Новгород,2022-10-01,2025-08-18,27,20459.99,757.78,17,Одежда,Карта,7.1,Чемпионы
CUST_000104,35,246.0,М,Москва,2023-05-30,2025-09-01,13,15091.04,1160.85,3,Электроника,Электронный кошелек,8.0,Чемпионы
CUST_000105,44,151.0,Ж,СПб,2025-01-30,2025-08-27,26,26840.31,1032.32,8,Одежда,Карта,9.2,Чемпионы
CUST_000106,45,154.0,М,Нижний Новгород,2024-04-20,2025-08-11,7,4720.65,674.38,24,Одежда,Наличные,7.4,Чемпионы
CUST_000107,48,133.0,Ж,Нижний Новгород,2023-08-16,2025-08-19,25,33087.5,1323.5,16,Электроника,Электронный кошелек,10.0,Чемпионы
CUST_000108,49,145.0,М,Нижний Новгород,2025-02-06,2025-08-12,25,22297.03,891.88,23,Одежда,Карта,8.1,Чемпионы
CUST_000109,54,104.0,Ж,Екатеринбург,2023-10-02,2025-08-28,23,21788.07,947.31,7,Одежда,Наличные,9.6,Чемпионы
CUST_000110,29,195.0,Ж,СПб,2022-11-29,2025-08-07,26,33230.06,1278.08,28,Спорт,Карта,9.3,Чемпионы
CUST_000111,51,174.0,Ж,СПб,2025-02-20,2025-08-23,21,29654.12,1412.1,12,Электроника,Карта,9.8,Чемпионы
CUST_000112,39,240.0,М,Москва,2023-06-02,2025-08-20,16,34267.44,2141.71,15,Дом и сад,Карта,7.9,Чемпионы
CUST_000113,50,178.0,М,Москва,2024-10-30,2025-08-20,25,47571.75,1902.87,15,Дом и сад,Электронный кошелек,10.0,Чемпионы
CUST_000114,55,192.0,М,СПб,2022-09-29,2025-08-29,23,48532.21,2110.1,6,Одежда,Карта,9.4,Чемпионы
CUST_000115,45,115.0,Ж,Новосибирск,2025-01-08,2025-08-21,23,20225.05,879.35,14,Одежда,Наличные,10.0,Чемпионы
CUST_000116,35,151.0,М,Москва,2023-12-10,2025-08-18,31,40799.28,1316.11,17,Спорт,Карта,9.5,Чемпионы
CUST_000117,33,189.0,М,Москва,2024-03-30,2025-08-27,20,25301.37,1265.07,8,Красота,Карта,9.7,Чемпионы
CUST_000118,29,128.0,М,Екатеринбург,2024-11-27,2025-08-26,17,11432.07,672.47,9,Дом и сад,Карта,5.4,Чемпионы
CUST_000119,42,146.0,Ж,СПб,2024-07-10,2025-08-07,24,28462.65,1185.94,28,Электроника,Карта,10.0,Чемпионы
CUST_000120,38,100.0,Ж,Нижний Новгород,2024-11-23,2025-08-12,33,26992.01,817.94,23,Спорт,Карта,8.6,Чемпионы
CUST_000121,56,138.0,Ж,Нижний Новгород,2022-11-20,2025-08-17,21,29175.2,1389.3,18,Дом и сад,Карта,9.1,Чемпионы
CUST_000122,49,153.0,М,Новосибирск,2022-12-21,2025-08-07,31,43222.37,1394.27,28,Одежда,Карта,10.0,Чемпионы
CUST_000123,50,226.0,М,Москва,2023-08-20,2025-08-21,35,37415.31,1069.01,14,Красота,Наличные,8.6,Чемпионы
CUST_000124,40,179.0,Ж,Новосибирск,2025-01-09,2025-09-01,20,31144.53,1557.23,3,Спорт,Карта,8.9,Чемпионы
CUST_000125,40,186.0,М,СПб,2025-02-13,2025-08-15,24,50470.09,2102.92,20,Спорт,Наличные,10.0,Чемпионы
CUST_000126,51,181.0,Ж,СПб,2023-08-09,2025-08-20,22,32544.93,1479.31,15,Одежда,Наличные,10.0,Чемпионы
CUST_000127,37,107.0,М,Екатеринбург,2022-10-24,2025-08-09,13,10177.27,782.87,26,Одежда,Карта,8.0,Чемпионы
CUST_000128,47,137.0,М,Новосибирск,2024-07-21,2025-08-10,27,26380.98,977.07,25,Спорт,Наличные,10.0,Чемпионы
CUST_000129,42,98.0,Ж,Новосибирск,2023-05-03,2025-08-22,30,12729.55,424.32,13,Одежда,Карта,7.1,Чемпионы
CUST_000130,38,182.0,М,СПб,2023-01-23,2025-08-24,29,25407.88,876.13,11,Спорт,Наличные,7.1,Чемпионы
CUST_000131,42,130.0,М,Екатеринбург,2022-12-06,2025-08-07,35,32613.16,931.8,28,Дом и сад,Карта,8.5,Чемпионы
CUST_000132,53,136.0,М,Новосибирск,2025-02-02,2025-08-29,28,27743.99,990.86,6,Красота,Электронный кошелек,8.9,Чемпионы
CUST_000133,45,120.0,М,Москва,2024-01-07,2025-08-17,26,28082.64,1080.1,18,Красота,Карта,10.0,Чемпионы
CUST_000134,28,139.0,М,Екатеринбург,2024-03-22,2025-08-29,23,20540.13,893.05,6,Красота,Электронный кошелек,9.2,Чемпионы
CUST_000135,51,124.0,Ж,СПб,2024-10-15,2025-08-09,25,23520.95,940.84,26,Спорт,Карта,8.9,Чемпионы
CUST_000136,53,198.0,М,Москва,2024-08-01,2025-09-02,27,51069.55,1891.46,2,Одежда,Наличные,9.2,Чемпионы
CUST_000137,51,129.0,М,Нижний Новгород,2024-02-22,2025-08-29,22,26481.47,1203.7,6,Одежда,Наличные,8.6,Чемпионы
CUST_000138,35,114.0,Ж,Новосибирск,2023-03-15,2025-08-20,24,22722.29,946.76,15,Электроника,Карта,10.0,Чемпионы
CUST_000139,57,119.0,М,Новосибирск,2024-05-22,2025-08-23,14,10097.54,721.25,12,Одежда,Наличные,7.5,Чемпионы
CUST_000140,43,183.0,Ж,Новосибирск,2024-03-31,2025-08-29,16,22265.33,1391.58,6,Одежда,Наличные,9.0,Чемпионы
CUST_000141,55,140.0,М,Нижний Новгород,2023-01-06,2025-08-31,24,25356.33,1056.51,4,Одежда,Карта,10.0,Чемпионы
CUST_000142,49,129.0,Ж,Новосибирск,2024-10-16,2025-08-25,27,29646.72,1098.03,10,Спорт,Наличные,10.0,Чемпионы
CUST_000143,47,136.0,М,Екатеринбург,2023-08-01,2025-08-28,31,48057.03,1550.23,7,Электроника,Наличные,9.1,Чемпионы
CUST_000144,46,192.0,Ж,Москва,2024-10-19,2025-08-12,22,30658.76,1393.58,23,Красота,Электронный кошелек,8.9,Чемпионы
CUST_000145,39,123.0,М,Нижний Новгород,2024-10-08,2025-08-19,33,11498.91,348.45,16,Спорт,Карта,6.9,Чемпионы
CUST_000146,48,148.0,Ж,Москва,2023-12-26,2025-08-17,21,27005.39,1285.97,18,Красота,Карта,10.0,Чемпионы
CUST_000147,50,167.0,Ж,СПб,2024-01-15,2025-08-07,24,32607.07,1358.63,28,Электроника,Карта,8.7,Чемпионы
CUST_000148,35,154.0,Ж,СПб,2023-02-15,2025-08-24,20,36685.86,1834.29,11,Спорт,Электронный кошелек,10.0,Чемпионы
CUST_000149,31,183.0,Ж,Москва,2024-03-21,2025-08-31,26,29106.67,1119.49,4,Дом и сад,Карта,9.3,Чемпионы
CUST_000150,36,129.0,Ж,Москва,2024-10-11,2025-08-27,27,36050.11,1335.19,8,Одежда,Наличные,10.0,Чемпионы
CUST_000151,43,103.0,М,Екатеринбург,2023-01-01,2025-08-15,18,10264.69,570.26,20,Спорт,Электронный кошелек,6.8,Чемпионы
CUST_000152,39,190.0,Ж,СПб,2022-09-09,2025-08-23,23,22492.6,977.94,12,Электроника,Карта,10.0,Чемпионы
CUST_000153,44,191.0,М,Москва,2023-10-09,2025-08-15,23,27384.16,1190.62,20,Электроника,Наличные,7.6,Чемпионы
CUST_000154,51,133.0,М,Нижний Новгород,2023-09-06,2025-08-15,27,26490.41,981.13,20,Одежда,Карта,8.4,Чемпионы
CUST_000155,42,112.0,Ж,Нижний Новгород,2023-12-16,2025-08-24,17,9224.67,542.63,11,Одежда,Наличные,7.3,Чемпионы
CUST_000156,51,204.0,М,СПб,2025-02-25,2025-08-20,26,38446.33,1478.7,15,Электроника,Карта,9.0,Чемпионы
CUST_000157,41,143.0,Ж,Нижний Новгород,2024-02-04,2025-08-14,27,37020.06,1371.11,21,Одежда,Карта,9.9,Чемпионы
CUST_000158,45,195.0,М,Нижний Новгород,2022-09-19,2025-08-10,21,32408.74,1543.27,25,Красота,Карта,8.5,Чемпионы
CUST_000159,49,121.0,Ж,Нижний Новгород,2022-12-02,2025-08-29,21,6443.19,306.82,6,Дом и сад,Наличные,6.3,Чемпионы
CUST_000160,55,125.0,М,Екатеринбург,2023-12-08,2025-08-12,33,25938.65,786.02,23,Дом и сад,Карта,8.1,Чемпионы
CUST_000161,38,109.0,Ж,Нижний Новгород,2023-01-14,2025-08-30,32,15031.19,469.72,5,Спорт,Наличные,10.0,Чемпионы
CUST_000162,52,168.0,Ж,Москва,2023-10-07,2025-08-08,22,41397.7,1881.71,27,Спорт,Карта,10.0,Чемпионы
CUST_000163,41,126.0,Ж,Москва,2023-05-29,2025-08-12,19,17079.53,898.92,23,Электроника,Карта,8.7,Чемпионы
CUST_000164,36,148.0,М,Новосибирск,2023-04-06,2025-08-14,24,24635.17,1026.47,21,Спорт,Карта,10.0,Чемпионы
CUST_000165,41,196.0,М,СПб,2024-01-12,2025-08-25,27,45944.86,1701.66,10,Электроника,Карта,10.0,Чемпионы
CUST_000166,46,129.0,Ж,Нижний Новгород,2023-01-10,2025-08-07,26,23633.14,908.97,28,Дом и сад,Карта,9.2,Чемпионы
CUST_000167,37,88.0,М,Новосибирск,2023-11-28,2025-08-30,23,15924.14,692.35,5,Красота,Карта,9.5,Чемпионы
CUST_000168,58,212.0,М,Москва,2023-05-28,2025-08-15,12,21200.25,1766.69,20,Дом и сад,Наличные,9.9,Чемпионы
CUST_000169,41,145.0,Ж,Москва,2024-10-22,2025-08-29,21,23107.61,1100.36,6,Электроника,Карта,9.4,Чемпионы
CUST_000170,38,198.0,М,Москва,2022-11-24,2025-08-21,18,24159.5,1342.19,14,Электроника,Наличные,10.0,Чемпионы
CUST_000171,40,139.0,М,Новосибирск,2024-05-25,2025-08-07,33,39195.81,1187.75,28,Электроника,Карта,10.0,Чемпионы
CUST_000172,37,85.0,Ж,Нижний Новгород,2024-09-18,2025-08-16,27,11687.65,432.88,19,Электроника,Наличные,6.1,Чемпионы
CUST_000173,51,162.0,М,Москва,2023-06-10,2025-08-27,26,32769.36,1260.36,8,Спорт,Карта,8.7,Чемпионы
CUST_000174,57,213.0,М,Москва,2023-09-15,2025-08-14,26,16756.04,644.46,21,Спорт,Электронный кошелек,7.8,Чемпионы
CUST_000175,45,104.0,М,Екатеринбург,2024-03-21,2025-08-11,28,16796.04,599.86,24,Красота,Карта,9.7,Чемпионы
CUST_000176,46,182.0,Ж,Москва,2024-10-31,2025-08-23,19,23956.07,1260.85,12,Красота,Электронный кошелек,9.3,Чемпионы
CUST_000177,38,124.0,М,Новосибирск,2022-09-25,2025-08-21,29,17500.48,603.46,14,Электроника,Карта,9.5,Чемпионы
CUST_000178,48,153.0,Ж,Екатеринбург,2025-02-23,2025-08-10,26,34031.92,1308.92,25,Одежда,Наличные,10.0,Чемпионы
CUST_000179,54,156.0,М,Нижний Новгород,2024-10-28,2025-08-20,31,51935.17,1675.33,15,Дом и сад,Карта,8.8,Чемпионы
CUST_000180,41,168.0,М,СПб,2023-09-30,2025-09-01,17,9585.11,563.83,3,Красота,Наличные,8.4,Чемпионы
CUST_000181,59,158.0,Ж,Новосибирск,2024-09-02,2025-08-07,29,48563.11,1674.59,28,Дом и сад,Карта,10.0,Чемпионы
CUST_000182,33,142.0,Ж,Новосибирск,2023-04-24,2025-08-31,29,31922.67,1100.78,4,Электроника,Карта,8.0,Чемпионы
CUST_000183,44,135.0,М,Екатеринбург,2024-11-11,2025-08-22,28,34424.89,1229.46,13,Спорт,Наличные,10.0,Чемпионы
CUST_000184,36,133.0,М,Нижний Новгород,2022-11-23,2025-08-10,23,24507.79,1065.56,25,Спорт,Карта,7.6,Чемпионы
CUST_000185,46,85.0,Ж,Нижний Новгород,2023-08-06,2025-08-06,24,8937.99,372.42,29,Красота,Карта,9.5,Чемпионы
CUST_000186,22,98.0,Ж,Нижний Новгород,2023-01-07,2025-08-10,26,16085.18,618.66,25,Спорт,Электронный кошелек,8.9,Чемпионы
CUST_000187,47,127.0,Ж,СПб,2023-03-15,2025-08-11,22,20872.54,948.75,24,Спорт,Карта,9.6,Чемпионы
CUST_000188,43,206.0,М,СПб,2024-08-16,2025-08-29,24,33788.12,1407.84,6,Спорт,Карта,8.0,Чемпионы
CUST_000189,53,240.0,М,СПб,2023-06-09,2025-08-20,19,26179.82,1377.89,15,Красота,Карта,7.0,Чемпионы
CUST_000190,49,115.0,Ж,Москва,2024-05-08,2025-08-16,28,13227.99,472.43,19,Дом и сад,Электронный кошелек,8.2,Чемпионы
CUST_000191,32,165.0,М,Екатеринбург,2024-05-24,2025-08-18,20,27147.05,1357.35,17,Электроника,Карта,7.9,Чемпионы
CUST_000192,26,118.0,Ж,Екатеринбург,2025-01-11,2025-09-02,18,12988.62,721.59,2,Одежда,Карта,7.8,Чемпионы
CUST_000193,59,129.0,Ж,Москва,2023-08-16,2025-08-25,25,7376.27,295.05,10,Красота,Карта,7.9,Чемпионы
CUST_000194,44,165.0,М,Екатеринбург,2023-06-20,2025-08-07,17,18081.28,1063.6,28,Дом и сад,Электронный кошелек,7.8,Чемпионы
CUST_000195,57,166.0,Ж,СПб,2025-01-24,2025-09-03,35,64065.61,1830.45,1,Спорт,Карта,10.0,Чемпионы
