sale_time;store_id;product_id;quantity;unit_price;total_amount
2024-03-05 16:44:00;Store002;PROD_00089;1;1132.26;1132.26
2024-03-05 17:18:00;Store002;PROD_00008;2;5720.66;11441.32
2024-03-05 13:48:00;Store002;PROD_00008;3;4212.14;12636.42
2024-03-05 17:29:00;Store002;PROD_00001;3;6535.16;19605.48
2024-03-05 20:56:00;Store002;PROD_00012;5;1609.08;8045.4
2024-03-05 10:35:00;Store002;PROD_00084;4;1760.87;7043.48
2024-03-05 12:47:00;Store002;PROD_00025;3;898.69;2696.07
2024-03-05 14:03:00;Store002;PROD_00079;4;7234.54;28938.16
2024-03-05 12:53:00;Store002;PROD_00032;3;2159.15;6477.45
2024-03-05 19:23:00;Store002;PROD_00096;5;5738.78;28693.9
2024-03-05 20:46:00;Store002;PROD_00086;2;7087.09;14174.18
2024-03-05 17:46:00;Store002;PROD_00079;5;1873.57;9367.85
2024-03-05 12:13:00;Store002;PROD_00058;5;3726.92;18634.6
2024-03-05 19:42:00;Store002;PROD_00030;3;5628.53;16885.59
2024-03-05 09:20:00;Store002;PROD_00071;2;4652.11;9304.22
2024-03-05 21:37:00;Store002;PROD_00068;5;5227.08;26135.4
2024-03-05 18:47:00;Store002;PROD_00065;1;2231.01;2231.01
2024-03-05 17:34:00;Store002;PROD_00002;3;7094.02;21282.06
2024-03-05 14:04:00;Store002;PROD_00045;3;3167.43;9502.29
2024-03-05 13:25:00;Store002;PROD_00039;2;6365.54;12731.08
2024-03-05 11:29:00;Store002;PROD_00026;1;423.4;423.4
2024-03-05 12:25:00;Store002;PROD_00038;4;430.44;1721.76
2024-03-05 21:33:00;Store002;PROD_00062;1;2308.9;2308.9
2024-03-05 11:33:00;Store002;PROD_00081;1;7268.61;7268.61
2024-03-05 19:34:00;Store002;PROD_00079;1;4587.8;4587.8
