transaction_id;order_id;payment_date;payment_amount;payment_method_id;payment_status;currency
PAY_2024_000085;ORD-2024-000085;2024-03-28;27020.86;CARD_002;completed;RUB
PAY_2024_000086;ORD-2024-000086;2024-03-28;27262.58;CARD_002;failed;RUB
PAY_2024_000087;ORD-2024-000087;2024-03-29;41392.41;WALLET_001;completed;RUB
PAY_2024_000088;ORD-2024-000088;2024-03-31;43696.25;CARD_002;failed;RUB
PAY_2024_000089;ORD-2024-000089;2024-03-31;5840.25;CASH_001;completed;RUB
PAY_2024_000090;ORD-2024-000090;2024-04-01;15914.46;CARD_001;completed;RUB
PAY_2024_000091;ORD-2024-000091;2024-01-01;5608.48;WALLET_001;completed;RUB
PAY_2024_000092;ORD-2024-000092;2024-01-02;32879.09;BANK_001;completed;RUB
PAY_2024_000093;ORD-2024-000093;2024-01-06;43286.23;WALLET_001;completed;RUB
PAY_2024_000094;ORD-2024-000094;2024-01-04;31653.1;WALLET_001;completed;RUB
PAY_2024_000095;ORD-2024-000095;2024-01-06;47062.4;BANK_001;completed;RUB
PAY_2024_000096;ORD-2024-000096;2024-01-08;28222.64;CARD_001;completed;RUB
PAY_2024_000097;ORD-2024-000097;2024-01-08;23204.94;CARD_001;completed;RUB
PAY_2024_000098;ORD-2024-000098;2024-01-11;48992.49;CARD_001;failed;RUB
PAY_2024_000099;ORD-2024-000099;2024-01-11;10134.45;WALLET_001;completed;RUB
PAY_2024_000100;ORD-2024-000100;2024-01-10;34216.86;BANK_001;completed;RUB
PAY_2024_000101;ORD-2024-000101;2024-01-13;1193.45;WALLET_001;completed;RUB
PAY_2024_000102;ORD-2024-000102;2024-01-13;1925.39;WALLET_001;completed;RUB
PAY_2024_000103;ORD-2024-000103;2024-01-14;8745.43;CARD_001;failed;RUB
PAY_2024_000104;ORD-2024-000104;2024-01-14;30448.58;CASH_001;completed;RUB
PAY_2024_000105;ORD-2024-000105;2024-01-17;2130.36;WALLET_001;completed;RUB
PAY_2024_000106;ORD-2024-000106;2024-01-19;12965.59;CARD_002;completed;RUB
PAY_2024_000107;ORD-2024-000107;2024-01-19;27977.32;CARD_002;completed;RUB
PAY_2024_000108;ORD-2024-000108;2024-01-19;12281.14;CASH_001;completed;RUB
PAY_2024_000109;ORD-2024-000109;2024-01-20;49539.24;CARD_001;failed;RUB
PAY_2024_000110;ORD-2024-000110;2024-01-22;29190.91;CARD_001;completed;RUB
PAY_2024_000111;ORD-2024-000111;2024-01-21;43218.89;WALLET_001;completed;RUB
PAY_2024_000112;ORD-2024-000112;2024-01-22;35100.68;CARD_001;completed;RUB
PAY_2024_000113;ORD-2024-000113;2024-01-24;23075.2;CARD_002;completed;RUB
PAY_2024_000114;ORD-2024-000114;2024-01-27;43330.7;CASH_001;completed;RUB
PAY_2024_000115;ORD-2024-000115;2024-01-26;3030.25;CARD_002;completed;RUB
PAY_2024_000116;ORD-2024-000116;2024-01-26;3540.0;WALLET_001;completed;RUB
PAY_2024_000117;ORD-2024-000117;2024-01-30;28769.61;CARD_002;failed;RUB
PAY_2024_000118;ORD-2024-000118;2024-01-31;19233.86;CASH_001;completed;RUB
PAY_2024_000119;ORD-2024-000119;2024-01-31;13821.14;BANK_001;failed;RUB
PAY_2024_000120;ORD-2024-000120;2024-01-30;22544.37;CARD_002;completed;RUB
PAY_2024_000121;ORD-2024-000121;2024-02-01;31172.7;CARD_002;completed;RUB
PAY_2024_000122;ORD-2024-000122;2024-02-03;42519.76;CARD_002;completed;RUB
PAY_2024_000123;ORD-2024-000123;2024-02-05;11224.67;WALLET_001;completed;RUB
PAY_2024_000124;ORD-2024-000124;2024-02-04;15664.39;CARD_002;completed;RUB
PAY_2024_000125;ORD-2024-000125;2024-02-07;10411.54;WALLET_001;completed;RUB
PAY_2024_000126;ORD-2024-000126;2024-02-08;32420.83;BANK_001;completed;RUB
PAY_2024_000127;ORD-2024-000127;2024-02-08;30645.84;CARD_001;completed;RUB
PAY_2024_000128;ORD-2024-000128;2024-02-08;47037.22;BANK_001;completed;RUB
PAY_2024_000129;ORD-2024-000129;2024-02-10;23049.19;CARD_002;failed;RUB
PAY_2024_000130;ORD-2024-000130;2024-02-11;20300.11;CARD_002;completed;RUB
PAY_2024_000131;ORD-2024-000131;2024-02-10;44430.54;CARD_001;completed;RUB
PAY_2024_000132;ORD-2024-000132;2024-02-11;17832.16;WALLET_001;completed;RUB
PAY_2024_000133;ORD-2024-000133;2024-02-13;1418.26;CARD_002;completed;RUB
PAY_2024_000134;ORD-2024-000134;2024-02-13;13957.76;WALLET_001;completed;RUB
PAY_2024_000135;ORD-2024-000135;2024-02-14;49045.0;WALLET_001;completed;RUB
PAY_2024_000136;ORD-2024-000136;2024-02-18;23666.8;BANK_001;completed;RUB
PAY_2024_000137;ORD-2024-000137;2024-02-17;32778.09;CARD_002;completed;RUB
PAY_2024_000138;ORD-2024-000138;2024-02-17;14104.51;BANK_001;pending;RUB
PAY_2024_000139;ORD-2024-000139;2024-02-18;28340.01;WALLET_001;failed;RUB
PAY_2024_000140;ORD-2024-000140;2024-02-20;25909.49;BANK_001;completed;RUB
PAY_2024_000141;ORD-2024-000141;2024-02-22;27033.69;CASH_001;completed;RUB
PAY_2024_000142;ORD-2024-000142;2024-02-23;2624.87;CARD_001;completed;RUB
PAY_2024_000143;ORD-2024-000143;2024-02-23;21333.97;WALLET_001;failed;RUB
PAY_2024_000144;ORD-2024-000144;2024-02-26;17656.44;WALLET_001;completed;RUB
PAY_2024_000145;ORD-2024-000145;2024-02-27;33010.91;CARD_001;completed;RUB
PAY_2024_000146;ORD-2024-000146;2024-02-25;18096.89;CARD_001;completed;RUB
PAY_2024_000147;ORD-2024-000147;2024-02-29;14618.62;CARD_002;failed;RUB
PAY_2024_000148;ORD-2024-000148;2024-02-29;22594.99;CARD_002;completed;RUB
PAY_2024_000149;ORD-2024-000149;2024-02-29;16843.7;BANK_001;failed;RUB
PAY_2024_000150;ORD-2024-000150;2024-02-29;35259.03;WALLET_001;completed;RUB
PAY_2024_000151;ORD-2024-000151;2024-03-01;571.09;BANK_001;completed;RUB
PAY_2024_000152;ORD-2024-000152;2024-03-02;6821.83;CARD_002;completed;RUB
PAY_2024_000153;ORD-2024-000153;2024-03-04;14023.33;CARD_002;completed;RUB
PAY_2024_000154;ORD-2024-000154;2024-03-06;39343.74;CARD_001;completed;RUB
PAY_2024_000155;ORD-2024-000155;2024-03-07;6246.42;CARD_001;completed;RUB
PAY_2024_000156;ORD-2024-000156;2024-03-09;45255.3;BANK_001;completed;RUB
PAY_2024_000157;ORD-2024-000157;2024-03-10;3005.56;BANK_001;completed;RUB
PAY_2024_000158;ORD-2024-000158;2024-03-11;34610.25;CARD_002;completed;RUB
PAY_2024_000159;ORD-2024-000159;2024-03-12;24477.69;CASH_001;completed;RUB
PAY_2024_000160;ORD-2024-000160;2024-03-10;47224.31;WALLET_001;completed;RUB
PAY_2024_000161;ORD-2024-000161;2024-03-14;7035.54;WALLET_001;completed;RUB
PAY_2024_000162;ORD-2024-000162;2024-03-12;43003.4;CARD_001;completed;RUB
PAY_2024_000163;ORD-2024-000163;2024-03-16;12867.37;CASH_001;completed;RUB
PAY_2024_000164;ORD-2024-000164;2024-03-14;25492.06;BANK_001;failed;RUB
PAY_2024_000165;ORD-2024-000165;2024-03-16;8266.0;CARD_001;completed;RUB
PAY_2024_000166;ORD-2024-000166;2024-03-19;43843.81;CASH_001;completed;RUB
PAY_2024_000167;ORD-2024-000167;2024-03-20;49636.46;CARD_002;failed;RUB
PAY_2024_000168;ORD-2024-000168;2024-03-21;17539.0;CASH_001;completed;RUB
PAY_2024_000169;ORD-2024-000169;2024-03-21;17678.76;BANK_001;completed;RUB
PAY_2024_000170;ORD-2024-000170;2024-03-22;47066.04;WALLET_001;completed;RUB
PAY_2024_000171;ORD-2024-000171;2024-03-24;38229.15;BANK_001;failed;RUB
PAY_2024_000172;ORD-2024-000172;2024-03-23;33063.21;BANK_001;failed;RUB
PAY_2024_000173;ORD-2024-000173;2024-03-23;11596.12;CARD_001;completed;RUB
PAY_2024_000174;ORD-2024-000174;2024-03-26;17941.36;CASH_001;completed;RUB
PAY_2024_000175;ORD-2024-000175;2024-03-27;42501.24;CARD_002;completed;RUB
PAY_2024_000176;ORD-2024-000176;2024-03-28;7243.46;BANK_001;completed;RUB
PAY_2024_000177;ORD-2024-000177;2024-03-29;14747.48;CARD_001;completed;RUB
PAY_2024_000178;ORD-2024-000178;2024-03-28;34626.98;BANK_001;completed;RUB
PAY_2024_000179;ORD-2024-000179;2024-03-31;33484.74;CASH_001;completed;RUB
PAY_2024_000180;ORD-2024-000180;2024-03-31;24377.93;CASH_001;completed;RUB
PAY_2024_000181;ORD-2024-000181;2024-01-03;32613.62;CARD_001;completed;RUB
PAY_2024_000182;ORD-2024-000182;2024-01-05;32592.45;CARD_002;completed;RUB
PAY_2024_000183;ORD-2024-000183;2024-01-06;42847.51;BANK_001;completed;RUB
PAY_2024_000184;ORD-2024-000184;2024-01-06;16621.77;BANK_001;completed;RUB
PAY_2024_000185;ORD-2024-000185;2024-01-05;33425.99;CARD_002;failed;RUB
PAY_2024_000186;ORD-2024-000186;2024-01-08;4289.57;WALLET_001;completed;RUB
PAY_2024_000187;ORD-2024-000187;2024-01-10;36080.63;CARD_001;completed;RUB
PAY_2024_000188;ORD-2024-000188;2024-01-08;35834.5;CASH_001;completed;RUB
PAY_2024_000189;ORD-2024-000189;2024-01-12;15078.35;CARD_002;completed;RUB
PAY_2024_000190;ORD-2024-000190;2024-01-12;27502.44;CARD_001;failed;RUB
PAY_2024_000191;ORD-2024-000191;2024-01-12;22205.22;BANK_001;completed;RUB
PAY_2024_000192;ORD-2024-000192;2024-01-15;28885.37;BANK_001;completed;RUB
PAY_2024_000193;ORD-2024-000193;2024-01-14;48479.7;BANK_001;completed;RUB
PAY_2024_000194;ORD-2024-000194;2024-01-17;35013.5;WALLET_001;completed;RUB
PAY_2024_000195;ORD-2024-000195;2024-01-16;35908.8;CASH_001;completed;RUB
PAY_2024_000196;ORD-2024-000196;2024-01-16;35180.25;WALLET_001;completed;RUB
PAY_2024_000197;ORD-2024-000197;2024-01-20;19463.42;BANK_001;completed;RUB
PAY_2024_000198;ORD-2024-000198;2024-01-18;27213.51;CARD_002;completed;RUB
PAY_2024_000199;ORD-2024-000199;2024-01-22;31906.73;CARD_002;completed;RUB
PAY_2024_000200;ORD-2024-000200;2024-01-23;41942.76;CARD_001;completed;RUB
PAY_2024_000201;ORD-2024-000201;2024-01-21;43047.27;CARD_002;completed;RUB
PAY_2024_000202;ORD-2024-000202;2024-01-23;49645.0;CARD_001;completed;RUB
PAY_2024_000203;ORD-2024-000203;2024-01-26;15309.99;CARD_002;failed;RUB
PAY_2024_000204;ORD-2024-000204;2024-01-26;46358.65;WALLET_001;completed;RUB
PAY_2024_000205;ORD-2024-000205;2024-01-28;21461.23;BANK_001;completed;RUB
PAY_2024_000206;ORD-2024-000206;2024-01-26;32198.99;CASH_001;completed;RUB
PAY_2024_000207;ORD-2024-000207;2024-01-28;2219.78;WALLET_001;completed;RUB
PAY_2024_000208;ORD-2024-000208;2024-01-29;5905.18;WALLET_001;completed;RUB
PAY_2024_000209;ORD-2024-000209;2024-01-30;17753.4;BANK_001;completed;RUB
PAY_2024_000210;ORD-2024-000210;2024-01-31;38363.71;BANK_001;completed;RUB
PAY_2024_000211;ORD-2024-000211;2024-02-01;10490.13;BANK_001;completed;RUB
PAY_2024_000212;ORD-2024-000212;2024-02-01;48248.74;CARD_002;completed;RUB
PAY_2024_000213;ORD-2024-000213;2024-02-04;41916.4;CARD_001;failed;RUB
PAY_2024_000214;ORD-2024-000214;2024-02-04;40642.55;CASH_001;completed;RUB
PAY_2024_000215;ORD-2024-000215;2024-02-05;16980.66;BANK_001;completed;RUB
PAY_2024_000216;ORD-2024-000216;2024-02-08;10457.51;CASH_001;completed;RUB
PAY_2024_000217;ORD-2024-000217;2024-02-07;10673.95;CASH_001;completed;RUB
PAY_2024_000218;ORD-2024-000218;2024-02-07;6920.71;CARD_001;completed;RUB
PAY_2024_000219;ORD-2024-000219;2024-02-11;642.49;CASH_001;completed;RUB
PAY_2024_000220;ORD-2024-000220;2024-02-11;14052.81;CARD_002;completed;RUB
PAY_2024_000221;ORD-2024-000221;2024-02-13;601.96;CASH_001;failed;RUB
PAY_2024_000222;ORD-2024-000222;2024-02-13;20204.93;CARD_001;completed;RUB
PAY_2024_000223;ORD-2024-000223;2024-02-13;29824.71;WALLET_001;completed;RUB
PAY_2024_000224;ORD-2024-000224;2024-02-16;2367.61;CARD_002;completed;RUB
PAY_2024_000225;ORD-2024-000225;2024-02-14;18319.34;CARD_001;completed;RUB
PAY_2024_000226;ORD-2024-000226;2024-02-16;47381.87;CARD_001;completed;RUB
PAY_2024_000227;ORD-2024-000227;2024-02-17;33593.21;WALLET_001;completed;RUB
PAY_2024_000228;ORD-2024-000228;2024-02-19;36645.97;BANK_001;completed;RUB
PAY_2024_000229;ORD-2024-000229;2024-02-19;19728.77;CARD_002;completed;RUB
PAY_2024_000230;ORD-2024-000230;2024-02-20;17023.18;CASH_001;completed;RUB
PAY_2024_000231;ORD-2024-000231;2024-02-21;13195.26;BANK_001;failed;RUB
PAY_2024_000232;ORD-2024-000232;2024-02-22;2750.2;CASH_001;failed;RUB
PAY_2024_000233;ORD-2024-000233;2024-02-23;30833.98;CARD_001;completed;RUB
PAY_2024_000234;ORD-2024-000234;2024-02-24;23926.91;CARD_002;completed;RUB
PAY_2024_000235;ORD-2024-000235;2024-02-24;25575.76;CARD_001;completed;RUB
PAY_2024_000236;ORD-2024-000236;2024-02-28;28339.24;CARD_002;completed;RUB
PAY_2024_000237;ORD-2024-000237;2024-02-28;47526.12;CASH_001;completed;RUB
PAY_2024_000238;ORD-2024-000238;2024-02-29;29708.27;CARD_001;completed;RUB
PAY_2024_000239;ORD-2024-000239;2024-02-29;28048.93;CARD_002;completed;RUB
PAY_2024_000240;ORD-2024-000240;2024-03-03;15205.86;CASH_001;completed;RUB
PAY_2024_000241;ORD-2024-000241;2024-03-01;2667.88;BANK_001;completed;RUB
PAY_2024_000242;ORD-2024-000242;2024-03-05;35716.24;CARD_002;completed;RUB
PAY_2024_000243;ORD-2024-000243;2024-03-04;45418.27;CARD_001;completed;RUB
PAY_2024_000244;ORD-2024-000244;2024-03-05;20599.77;CASH_001;completed;RUB
PAY_2024_000245;ORD-2024-000245;2024-03-07;997.03;BANK_001;completed;RUB
PAY_2024_000246;ORD-2024-000246;2024-03-08;1798.2;CASH_001;completed;RUB
PAY_2024_000247;ORD-2024-000247;2024-03-07;16990.8;CASH_001;completed;RUB
PAY_2024_000248;ORD-2024-000248;2024-03-10;26033.26;WALLET_001;completed;RUB
PAY_2024_000249;ORD-2024-000249;2024-03-09;32453.53;BANK_001;completed;RUB
PAY_2024_000250;ORD-2024-000250;2024-03-13;43442.08;CASH_001;failed;RUB
PAY_2024_000251;ORD-2024-000251;2024-03-12;8608.35;CARD_002;completed;RUB
PAY_2024_000252;ORD-2024-000252;2024-03-12;12976.84;CARD_001;completed;RUB
PAY_2024_000253;ORD-2024-000253;2024-03-14;34664.93;WALLET_001;completed;RUB
PAY_2024_000254;ORD-2024-000254;2024-03-14;41417.49;WALLET_001;completed;RUB
PAY_2024_000255;ORD-2024-000255;2024-03-15;37079.92;CARD_002;completed;RUB
PAY_2024_000256;ORD-2024-000256;2024-03-17;17324.12;CARD_001;completed;RUB
PAY_2024_000257;ORD-2024-000257;2024-03-17;42334.01;CARD_002;completed;RUB
PAY_2024_000258;ORD-2024-000258;2024-03-19;27605.56;CARD_001;completed;RUB
PAY_2024_000259;ORD-2024-000259;2024-03-20;11206.75;WALLET_001;completed;RUB
PAY_2024_000260;ORD-2024-000260;2024-03-20;13843.67;CARD_002;completed;RUB
PAY_2024_000261;ORD-2024-000261;2024-03-23;15248.35;CARD_002;completed;RUB
PAY_2024_000262;ORD-2024-000262;2024-03-23;8955.07;CARD_002;completed;RUB
PAY_2024_000263;ORD-2024-000263;2024-03-24;34721.66;CARD_001;completed;RUB
PAY_2024_000264;ORD-2024-000264;2024-03-24;9938.73;CASH_001;completed;RUB
PAY_2024_000265;ORD-2024-000265;2024-03-26;27456.37;CARD_002;completed;RUB
PAY_2024_000266;ORD-2024-000266;2024-03-27;16979.08;WALLET_001;completed;RUB
PAY_2024_000267;ORD-2024-000267;2024-03-27;35850.25;CARD_002;completed;RUB
PAY_2024_000268;ORD-2024-000268;2024-03-29;30406.22;CASH_001;completed;RUB
PAY_2024_000269;ORD-2024-000269;2024-04-01;49872.36;CARD_002;completed;RUB
PAY_2024_000270;ORD-2024-000270;2024-04-01;20690.99;CASH_001;completed;RUB
PAY_2024_000271;ORD-2024-000271;2024-01-03;3272.23;WALLET_001;completed;RUB
PAY_2024_000272;ORD-2024-000272;2024-01-05;23189.41;BANK_001;completed;RUB
PAY_2024_000273;ORD-2024-000273;2024-01-03;45302.7;CARD_001;completed;RUB
PAY_2024_000274;ORD-2024-000274;2024-01-04;32275.96;CARD_001;completed;RUB
PAY_2024_000275;ORD-2024-000275;2024-01-08;12676.2;CARD_002;completed;RUB
PAY_2024_000276;ORD-2024-000276;2024-01-07;24515.14;CARD_002;failed;RUB
PAY_2024_000277;ORD-2024-000277;2024-01-09;21442.06;CARD_002;completed;RUB
PAY_2024_000278;ORD-2024-000278;2024-01-11;37421.4;CARD_002;completed;RUB
PAY_2024_000279;ORD-2024-000279;2024-01-10;14928.21;WALLET_001;completed;RUB
PAY_2024_000280;ORD-2024-000280;2024-01-13;35530.83;CASH_001;completed;RUB
PAY_2024_000281;ORD-2024-000281;2024-01-12;34714.86;CARD_002;failed;RUB
PAY_2024_000282;ORD-2024-000282;2024-01-14;21892.75;WALLET_001;completed;RUB
PAY_2024_000283;ORD-2024-000283;2024-01-14;49584.72;WALLET_001;failed;RUB
PAY_2024_000284;ORD-2024-000284;2024-01-14;10244.0;BANK_001;completed;RUB
PAY_2024_000285;ORD-2024-000285;2024-01-16;11264.8;WALLET_001;failed;RUB
PAY_2024_000286;ORD-2024-000286;2024-01-19;34240.86;WALLET_001;failed;RUB
PAY_2024_000287;ORD-2024-000287;2024-01-17;43933.63;CARD_001;failed;RUB
PAY_2024_000288;ORD-2024-000288;2024-01-19;15919.22;CARD_002;completed;RUB
PAY_2024_000289;ORD-2024-000289;2024-01-20;12956.18;BANK_001;completed;RUB
PAY_2024_000290;ORD-2024-000290;2024-01-20;26358.9;WALLET_001;completed;RUB
PAY_2024_000291;ORD-2024-000291;2024-01-22;45300.25;BANK_001;completed;RUB
PAY_2024_000292;ORD-2024-000292;2024-01-25;45489.44;WALLET_001;completed;RUB
PAY_2024_000293;ORD-2024-000293;2024-01-24;32314.79;CASH_001;completed;RUB
PAY_2024_000294;ORD-2024-000294;2024-01-26;46195.67;BANK_001;completed;RUB
PAY_2024_000295;ORD-2024-000295;2024-01-26;10757.53;WALLET_001;completed;RUB
PAY_2024_000296;ORD-2024-000296;2024-01-28;39494.31;CARD_001;completed;RUB
PAY_2024_000297;ORD-2024-000297;2024-01-27;17347.1;CARD_001;completed;RUB
PAY_2024_000298;ORD-2024-000298;2024-01-30;17343.75;CASH_001;completed;RUB
PAY_2024_000299;ORD-2024-000299;2024-01-31;3430.2;CARD_002;completed;RUB
PAY_2024_000300;ORD-2024-000300;2024-02-02;6890.97;CARD_002;completed;RUB
PAY_2024_000301;ORD-2024-000301;2024-02-01;1193.43;CASH_001;completed;RUB
PAY_2024_000302;ORD-2024-000302;2024-02-04;43761.84;CARD_001;completed;RUB
PAY_2024_000303;ORD-2024-000303;2024-02-04;25396.29;BANK_001;completed;RUB
PAY_2024_000304;ORD-2024-000304;2024-02-06;14613.87;BANK_001;completed;RUB
PAY_2024_000305;ORD-2024-000305;2024-02-04;13809.42;CARD_002;completed;RUB
PAY_2024_000306;ORD-2024-000306;2024-02-08;43537.23;CARD_001;completed;RUB
PAY_2024_000307;ORD-2024-000307;2024-02-09;28783.12;CARD_002;completed;RUB
PAY_2024_000308;ORD-2024-000308;2024-02-07;37440.85;BANK_001;completed;RUB
