order_id;customer_id;order_date;month;product_category;product_name;price;city;quantity;discount_percent;payment_method;total_amount
VIS000042;VC113;2024-02-08;2024-02;Одежда;Джинсы;3264;Москва;5;0;Карта;16320.0
VIS000043;VC032;2024-02-08;2024-02;Спорт;Коврик;6273;Казань;1;0;Карта;6273.0
VIS000044;VC034;2024-02-08;2024-02;Дом и сад;Кофеварка;6312;Москва;1;10;Карта;5680.8
VIS000045;VC092;2024-02-10;2024-02;Дом и сад;Кофеварка;4040;Новосибирск;2;5;Карта;7676.0
VIS000046;VC095;2024-02-10;2024-02;Одежда;Рубашка;3252;Москва;1;0;Карта;3252.0
VIS000047;VC072;2024-02-10;2024-02;Красота;Крем;1203;Москва;1;0;Карта;1203.0
VIS000048;VC039;2024-02-11;2024-02;Электроника;Умные часы;22732;СПб;1;0;Карта;22732.0
VIS000049;VC154;2024-02-12;2024-02;Электроника;Наушники;27387;Самара;2;15;Карта;46557.9
VIS000050;VC162;2024-02-15;2024-02;Одежда;Платье;3964;СПб;2;0;Карта;7928.0
VIS000051;VC182;2024-02-16;2024-02;Электроника;Планшет;9090;Казань;1;20;Карта;7272.0
VIS000052;VC118;2024-02-16;2024-02;Красота;Крем;1522;Москва;1;5;Онлайн;1445.9
VIS000053;VC003;2024-02-16;2024-02;Спорт;Велосипед;3700;Самара;2;0;Карта;7400.0
VIS000054;VC123;2024-02-17;2024-02;Одежда;Рубашка;3102;Москва;2;10;Карта;5583.6
VIS000055;VC050;2024-02-18;2024-02;Дом и сад;Инструмент;4784;Казань;1;5;Карта;4544.8
VIS000056;VC012;2024-02-20;2024-02;Красота;Крем;1830;Новосибирск;2;10;Карта;3294.0
VIS000057;VC193;2024-02-22;2024-02;Красота;Помада;1068;Уфа;1;20;Наличные;854.4
VIS000058;VC054;2024-02-22;2024-02;Дом и сад;Инструмент;4476;СПб;1;0;Карта;4476.0
VIS000059;VC133;2024-02-22;2024-02;Красота;Духи;1721;Москва;2;0;Наличные;3442.0
VIS000060;VC057;2024-02-23;2024-02;Красота;Шампунь;1049;Москва;2;10;Карта;1888.2
VIS000061;VC145;2024-02-23;2024-02;Спорт;Кроссовки;4414;Самара;1;0;Карта;4414.0
VIS000062;VC112;2024-02-27;2024-02;Электроника;Умные часы;10794;Новосибирск;2;0;Наличные;21588.0
VIS000063;VC047;2024-02-27;2024-02;Одежда;Куртка;2733;Самара;2;0;Карта;5466.0
VIS000064;VC151;2024-02-27;2024-02;Спорт;Гантели;2238;Москва;2;0;Карта;4476.0
VIS000065;VC085;2024-02-27;2024-02;Электроника;Наушники;16070;СПб;2;10;Карта;28926.0
VIS000066;VC142;2024-02-28;2024-02;Спорт;Гантели;5468;Москва;2;0;Наличные;10936.0
VIS000067;VC066;2024-03-02;2024-03;Электроника;Наушники;17738;Уфа;1;5;Карта;16851.1
VIS000068;VC075;2024-03-03;2024-03;Электроника;Смартфон;52226;Казань;1;5;Наличные;49614.7
VIS000069;VC179;2024-03-05;2024-03;Одежда;Куртка;2828;Уфа;1;0;Карта;2828.0
VIS000070;VC103;2024-03-09;2024-03;Электроника;Смартфон;14652;Москва;1;0;Наличные;14652.0
VIS000071;VC166;2024-03-09;2024-03;Красота;Помада;1741;Новосибирск;2;10;Карта;3133.8
VIS000072;VC192;2024-03-10;2024-03;Спорт;Коврик;3945;Казань;2;0;Наличные;7890.0
VIS000073;VC038;2024-03-12;2024-03;Спорт;Кроссовки;2628;СПб;1;10;Карта;2365.2
VIS000074;VC050;2024-03-14;2024-03;Дом и сад;Растение;3161;Самара;1;10;Онлайн;2844.9
VIS000075;VC098;2024-03-15;2024-03;Электроника;Наушники;9494;Уфа;1;0;Карта;9494.0
VIS000076;VC082;2024-03-16;2024-03;Книги;Роман;200;Самара;1;5;Карта;190.0
VIS000077;VC030;2024-03-16;2024-03;Дом и сад;Инструмент;4760;Казань;2;5;Карта;9044.0
VIS000078;VC079;2024-03-20;2024-03;Книги;Учебник;719;Москва;1;0;Карта;719.0
VIS000079;VC091;2024-03-21;2024-03;Одежда;Джинсы;1641;Москва;2;10;Карта;2953.8
VIS000080;VC179;2024-03-21;2024-03;Книги;Детектив;1248;Уфа;4;10;Онлайн;4492.8
VIS000081;VC191;2024-03-26;2024-03;Книги;Детектив;984;Москва;1;0;Онлайн;984.0
VIS000082;VC052;2024-03-26;2024-03;Красота;Маска;2275;Казань;1;5;Карта;2161.25
VIS000083;VC166;2024-03-28;2024-03;Красота;Шампунь;1794;Казань;1;15;Онлайн;1524.9
VIS000084;VC079;2024-03-30;2024-03;Книги;Роман;1104;Новосибирск;2;15;Карта;1876.8
VIS000085;VC030;2024-03-30;2024-03;Дом и сад;Декор;5691;Уфа;2;5;Карта;10812.9
VIS000086;VC106;2024-03-31;2024-03;Спорт;Кроссовки;2294;СПб;1;5;Наличные;2179.3
VIS000087;VC051;2024-04-01;2024-04;Электроника;Умные часы;8103;СПб;2;0;Наличные;16206.0
VIS000088;VC081;2024-04-01;2024-04;Красота;Крем;2565;Москва;3;15;Онлайн;6540.75
VIS000089;VC133;2024-04-03;2024-04;Спорт;Гантели;1861;СПб;1;0;Карта;1861.0
VIS000090;VC029;2024-04-05;2024-04;Книги;Роман;1517;Москва;1;5;Наличные;1441.15
VIS000091;VC132;2024-04-05;2024-04;Одежда;Кроссовки;2612;СПб;3;0;Карта;7836.0
VIS000092;VC138;2024-04-05;2024-04;Одежда;Куртка;2551;Самара;2;0;Карта;5102.0
VIS000093;VC184;2024-04-08;2024-04;Книги;Роман;1405;Уфа;3;0;Карта;4215.0
VIS000094;VC145;2024-04-08;2024-04;Электроника;Смартфон;4580;Москва;2;20;Онлайн;7328.0
VIS000095;VC074;2024-04-08;2024-04;Спорт;Велосипед;2194;СПб;3;0;Наличные;6582.0
VIS000096;VC017;2024-04-08;2024-04;Электроника;Ноутбук;25107;Уфа;1;5;Наличные;23851.65
VIS000097;VC084;2024-04-08;2024-04;Одежда;Куртка;2323;Москва;2;0;Карта;4646.0
VIS000098;VC069;2024-04-08;2024-04;Красота;Крем;1512;Москва;3;0;Карта;4536.0
VIS000099;VC034;2024-04-08;2024-04;Дом и сад;Кофеварка;6948;Москва;2;0;Карта;13896.0
VIS000100;VC006;2024-04-09;2024-04;Одежда;Платье;2991;Новосибирск;1;5;Карта;2841.45
VIS000101;VC053;2024-04-09;2024-04;Одежда;Платье;3257;Москва;1;0;Карта;3257.0
VIS000102;VC194;2024-04-12;2024-04;Электроника;Планшет;17799;Уфа;1;0;Наличные;17799.0
VIS000103;VC126;2024-04-12;2024-04;Дом и сад;Пылесос;3531;СПб;1;0;Карта;3531.0
VIS000104;VC043;2024-04-13;2024-04;Электроника;Наушники;11164;Новосибирск;1;0;Карта;11164.0
VIS000105;VC115;2024-04-13;2024-04;Книги;Детектив;1514;Москва;2;15;Карта;2573.8
VIS000106;VC111;2024-04-15;2024-04;Красота;Маска;1292;СПб;2;15;Карта;2196.4
VIS000107;VC151;2024-04-15;2024-04;Электроника;Наушники;14526;Казань;1;0;Карта;14526.0
VIS000108;VC183;2024-04-16;2024-04;Красота;Крем;1804;Казань;2;5;Онлайн;3427.6
VIS000109;VC080;2024-04-18;2024-04;Красота;Шампунь;1746;Казань;1;15;Наличные;1484.1
VIS000110;VC095;2024-04-21;2024-04;Электроника;Ноутбук;46762;Новосибирск;1;0;Наличные;46762.0
VIS000111;VC118;2024-04-22;2024-04;Красота;Крем;1492;Уфа;1;10;Карта;1342.8
VIS000112;VC144;2024-04-22;2024-04;Книги;Комикс;504;Самара;2;15;Карта;856.8
VIS000113;VC008;2024-04-22;2024-04;Красота;Помада;1392;Казань;1;0;Карта;1392.0
VIS000114;VC132;2024-04-24;2024-04;Книги;Роман;1549;Москва;1;0;Наличные;1549.0
VIS000115;VC104;2024-04-25;2024-04;Дом и сад;Растение;4669;Москва;1;15;Наличные;3968.65
VIS000116;VC132;2024-04-26;2024-04;Книги;Комикс;282;Москва;3;5;Карта;803.7
VIS000117;VC184;2024-04-26;2024-04;Спорт;Коврик;2667;Казань;1;0;Карта;2667.0
VIS000118;VC025;2024-04-27;2024-04;Дом и сад;Пылесос;2814;СПб;2;0;Карта;5628.0
VIS000119;VC195;2024-04-28;2024-04;Книги;Детектив;1061;СПб;2;0;Наличные;2122.0
VIS000120;VC096;2024-04-29;2024-04;Спорт;Мяч;2784;Самара;2;5;Онлайн;5289.6
VIS000121;VC195;2024-04-29;2024-04;Электроника;Умные часы;15377;Самара;4;10;Карта;55357.2
VIS000122;VC155;2024-05-01;2024-05;Электроника;Смартфон;24102;Уфа;1;20;Карта;19281.6
VIS000123;VC093;2024-05-01;2024-05;Электроника;Наушники;12992;СПб;1;0;Карта;12992.0
VIS000124;VC160;2024-05-02;2024-05;Одежда;Кроссовки;2787;Казань;3;5;Карта;7942.95
VIS000125;VC178;2024-05-03;2024-05;Электроника;Наушники;12959;Москва;1;5;Карта;12311.05
VIS000126;VC061;2024-05-04;2024-05;Красота;Духи;1977;Москва;2;0;Карта;3954.0
VIS000127;VC122;2024-05-05;2024-05;Электроника;Смартфон;18297;Москва;2;0;Наличные;36594.0
VIS000128;VC051;2024-05-06;2024-05;Дом и сад;Пылесос;6618;СПб;2;20;Наличные;10588.8
VIS000129;VC147;2024-05-07;2024-05;Электроника;Умные часы;9533;СПб;4;10;Карта;34318.8
VIS000130;VC021;2024-05-08;2024-05;Красота;Шампунь;1771;Самара;5;5;Наличные;8412.25
VIS000131;VC005;2024-05-09;2024-05;Красота;Духи;2074;Москва;2;5;Карта;3940.6
VIS000132;VC092;2024-05-10;2024-05;Книги;Роман;2857;Казань;1;0;Карта;2857.0
VIS000133;VC170;2024-05-10;2024-05;Спорт;Кроссовки;4033;Новосибирск;3;5;Карта;11494.05
VIS000134;VC061;2024-05-10;2024-05;Электроника;Умные часы;14590;Москва;1;5;Карта;13860.5
VIS000135;VC022;2024-05-11;2024-05;Спорт;Коврик;4125;СПб;1;5;Карта;3918.75
VIS000136;VC149;2024-05-12;2024-05;Электроника;Ноутбук;21644;Москва;3;20;Карта;51945.6
VIS000137;VC070;2024-05-13;2024-05;Красота;Духи;1710;Новосибирск;1;5;Карта;1624.5
VIS000138;VC001;2024-05-14;2024-05;Электроника;Смартфон;27981;СПб;1;0;Онлайн;27981.0
VIS000139;VC133;2024-05-14;2024-05;Книги;Поэзия;1217;Москва;1;10;Карта;1095.3
VIS000140;VC012;2024-05-18;2024-05;Спорт;Кроссовки;3119;Москва;3;0;Карта;9357.0
VIS000141;VC090;2024-05-22;2024-05;Одежда;Кроссовки;2721;Новосибирск;2;0;Карта;5442.0
VIS000142;VC046;2024-05-22;2024-05;Электроника;Ноутбук;48273;Уфа;2;0;Наличные;96546.0
VIS000143;VC034;2024-05-23;2024-05;Электроника;Смартфон;11266;СПб;1;0;Карта;11266.0
VIS000144;VC177;2024-05-23;2024-05;Одежда;Рубашка;3686;Казань;2;10;Наличные;6634.8
VIS000145;VC078;2024-05-23;2024-05;Книги;Роман;2180;Казань;2;5;Карта;4142.0
VIS000146;VC045;2024-05-23;2024-05;Электроника;Наушники;6810;Уфа;1;10;Карта;6129.0
VIS000147;VC155;2024-05-24;2024-05;Одежда;Рубашка;2818;Самара;1;5;Карта;2677.1
VIS000148;VC073;2024-05-26;2024-05;Электроника;Смартфон;26899;Новосибирск;1;0;Карта;26899.0
VIS000149;VC026;2024-05-27;2024-05;Спорт;Коврик;3213;Казань;5;10;Карта;14458.5
VIS000150;VC047;2024-05-28;2024-05;Электроника;Планшет;21555;Самара;2;0;Карта;43110.0
VIS000151;VC121;2024-05-29;2024-05;Одежда;Платье;2461;СПб;4;0;Карта;9844.0
VIS000152;VC056;2024-05-30;2024-05;Электроника;Наушники;24398;СПб;1;5;Карта;23178.1
VIS000153;VC094;2024-05-30;2024-05;Книги;Комикс;695;Москва;2;0;Карта;1390.0
VIS000154;VC107;2024-05-31;2024-05;Спорт;Гантели;3086;Самара;2;0;Онлайн;6172.0
VIS000155;VC063;2024-06-01;2024-06;Одежда;Рубашка;2797;Самара;2;5;Карта;5314.3
VIS000156;VC048;2024-06-02;2024-06;Электроника;Наушники;42890;Москва;4;5;Наличные;162982.0
VIS000157;VC061;2024-06-03;2024-06;Спорт;Коврик;4220;Новосибирск;1;0;Наличные;4220.0
VIS000158;VC081;2024-06-05;2024-06;Спорт;Мяч;4387;СПб;1;15;Карта;3728.95
VIS000159;VC026;2024-06-06;2024-06;Электроника;Наушники;8714;Москва;2;5;Карта;16556.6
VIS000160;VC036;2024-06-08;2024-06;Спорт;Велосипед;4801;Уфа;2;10;Карта;8641.8
VIS000161;VC001;2024-06-08;2024-06;Красота;Духи;975;Москва;2;0;Наличные;1950.0
VIS000162;VC008;2024-06-08;2024-06;Электроника;Наушники;7655;Москва;1;5;Наличные;7272.25
VIS000163;VC113;2024-06-09;2024-06;Спорт;Гантели;1192;Новосибирск;2;10;Наличные;2145.6
VIS000164;VC099;2024-06-09;2024-06;Дом и сад;Растение;5771;Казань;1;5;Онлайн;5482.45
VIS000165;VC180;2024-06-09;2024-06;Книги;Комикс;776;Москва;1;10;Наличные;698.4
VIS000166;VC047;2024-06-10;2024-06;Электроника;Смартфон;15036;Казань;2;0;Карта;30072.0
VIS000167;VC127;2024-06-11;2024-06;Электроника;Планшет;29913;Новосибирск;2;0;Карта;59826.0
VIS000168;VC056;2024-06-11;2024-06;Спорт;Гантели;4394;Москва;1;5;Наличные;4174.3
VIS000169;VC014;2024-06-13;2024-06;Красота;Крем;1955;Москва;1;0;Карта;1955.0
VIS000170;VC028;2024-06-15;2024-06;Дом и сад;Инструмент;3709;Новосибирск;1;10;Карта;3338.1
VIS000171;VC078;2024-06-15;2024-06;Книги;Учебник;993;Москва;1;0;Наличные;993.0
VIS000172;VC130;2024-06-16;2024-06;Дом и сад;Пылесос;7257;Уфа;2;15;Карта;12336.9
VIS000173;VC109;2024-06-16;2024-06;Дом и сад;Пылесос;1672;Самара;3;15;Онлайн;4263.6
VIS000174;VC154;2024-06-18;2024-06;Одежда;Рубашка;2962;Уфа;1;0;Наличные;2962.0
VIS000175;VC014;2024-06-19;2024-06;Электроника;Умные часы;9583;Москва;2;0;Карта;19166.0
VIS000176;VC187;2024-06-20;2024-06;Спорт;Велосипед;2518;Уфа;3;10;Онлайн;6798.6
VIS000177;VC056;2024-06-21;2024-06;Одежда;Платье;2914;СПб;3;15;Карта;7430.7
VIS000178;VC115;2024-06-21;2024-06;Спорт;Велосипед;4753;СПб;1;0;Карта;4753.0
VIS000179;VC007;2024-06-22;2024-06;Одежда;Кроссовки;2796;Москва;4;0;Карта;11184.0
VIS000180;VC003;2024-06-24;2024-06;Электроника;Наушники;29057;Москва;1;5;Карта;27604.15
VIS000181;VC111;2024-06-25;2024-06;Электроника;Планшет;30073;Казань;1;5;Карта;28569.35
VIS000182;VC151;2024-06-26;2024-06;Книги;Поэзия;509;СПб;1;0;Карта;509.0
VIS000183;VC107;2024-06-28;2024-06;Красота;Маска;1276;Москва;1;10;Карта;1148.4
VIS000184;VC018;2024-06-29;2024-06;Электроника;Наушники;11739;Новосибирск;1;0;Карта;11739.0
VIS000185;VC038;2024-06-30;2024-06;Спорт;Велосипед;4017;Москва;1;0;Наличные;4017.0
VIS000186;VC115;2024-07-02;2024-07;Книги;Роман;1963;Новосибирск;1;0;Наличные;1963.0
VIS000187;VC015;2024-07-04;2024-07;Спорт;Велосипед;2455;СПб;3;0;Карта;7365.0
VIS000188;VC192;2024-07-05;2024-07;Одежда;Рубашка;3112;Самара;3;0;Карта;9336.0
VIS000189;VC119;2024-07-06;2024-07;Спорт;Кроссовки;3381;Самара;1;5;Карта;3211.95
VIS000190;VC028;2024-07-07;2024-07;Спорт;Гантели;3373;СПб;3;0;Карта;10119.0
VIS000191;VC039;2024-07-08;2024-07;Электроника;Планшет;42586;СПб;3;0;Наличные;127758.0
VIS000192;VC185;2024-07-08;2024-07;Электроника;Планшет;15322;СПб;2;0;Наличные;30644.0
VIS000193;VC017;2024-07-08;2024-07;Спорт;Коврик;2826;Самара;1;20;Карта;2260.8
VIS000194;VC086;2024-07-08;2024-07;Красота;Помада;1755;СПб;2;0;Карта;3510.0
VIS000195;VC126;2024-07-08;2024-07;Электроника;Наушники;66341;Москва;4;0;Карта;265364.0
VIS000196;VC044;2024-07-09;2024-07;Дом и сад;Кофеварка;4236;Москва;2;5;Наличные;8048.4
VIS000197;VC025;2024-07-09;2024-07;Красота;Шампунь;1741;СПб;1;20;Карта;1392.8
VIS000198;VC145;2024-07-10;2024-07;Спорт;Велосипед;3776;СПб;2;0;Онлайн;7552.0
VIS000199;VC013;2024-07-10;2024-07;Красота;Шампунь;1424;Самара;2;5;Наличные;2705.6
VIS000200;VC025;2024-07-10;2024-07;Спорт;Кроссовки;1150;Москва;2;10;Карта;2070.0
VIS000201;VC068;2024-07-12;2024-07;Книги;Учебник;607;СПб;1;5;Карта;576.65
VIS000202;VC138;2024-07-13;2024-07;Одежда;Кроссовки;2646;Самара;1;0;Онлайн;2646.0
VIS000203;VC067;2024-07-14;2024-07;Одежда;Кроссовки;2074;Самара;3;5;Карта;5910.9
VIS000204;VC109;2024-07-14;2024-07;Дом и сад;Растение;4375;СПб;3;0;Карта;13125.0
VIS000205;VC146;2024-07-16;2024-07;Спорт;Гантели;6781;СПб;1;5;Карта;6441.95
VIS000206;VC111;2024-07-19;2024-07;Электроника;Умные часы;11827;СПб;4;10;Наличные;42577.2
VIS000207;VC111;2024-07-19;2024-07;Спорт;Велосипед;5101;Уфа;1;0;Наличные;5101.0
VIS000208;VC034;2024-07-19;2024-07;Дом и сад;Пылесос;3633;Москва;2;10;Наличные;6539.4
VIS000209;VC111;2024-07-20;2024-07;Книги;Детектив;999;Уфа;2;0;Наличные;1998.0
VIS000210;VC008;2024-07-21;2024-07;Книги;Поэзия;714;Казань;3;10;Онлайн;1927.8
VIS000211;VC168;2024-07-21;2024-07;Книги;Роман;653;Новосибирск;4;5;Онлайн;2481.4
VIS000212;VC113;2024-07-22;2024-07;Электроника;Смартфон;11185;Москва;1;0;Карта;11185.0
VIS000213;VC083;2024-07-24;2024-07;Электроника;Умные часы;15121;СПб;3;0;Карта;45363.0
VIS000214;VC042;2024-07-25;2024-07;Электроника;Планшет;19300;СПб;1;15;Наличные;16405.0
VIS000215;VC169;2024-07-26;2024-07;Электроника;Умные часы;43841;Москва;2;0;Наличные;87682.0
VIS000216;VC101;2024-07-31;2024-07;Книги;Поэзия;500;Казань;2;0;Наличные;1000.0
VIS000217;VC006;2024-08-02;2024-08;Книги;Комикс;344;Уфа;2;0;Карта;688.0
VIS000218;VC180;2024-08-02;2024-08;Электроника;Наушники;33440;Новосибирск;1;5;Наличные;31768.0
VIS000219;VC026;2024-08-04;2024-08;Спорт;Кроссовки;4625;Казань;3;5;Наличные;13181.25
VIS000220;VC064;2024-08-04;2024-08;Одежда;Кроссовки;3535;Москва;1;0;Карта;3535.0
VIS000221;VC187;2024-08-04;2024-08;Красота;Крем;2244;СПб;1;0;Карта;2244.0
VIS000222;VC184;2024-08-05;2024-08;Красота;Шампунь;1958;Москва;2;0;Карта;3916.0
VIS000223;VC059;2024-08-05;2024-08;Электроника;Наушники;10944;Новосибирск;1;0;Карта;10944.0
VIS000224;VC109;2024-08-07;2024-08;Книги;Детектив;200;Уфа;3;0;Карта;600.0
VIS000225;VC198;2024-08-07;2024-08;Электроника;Наушники;31314;Казань;1;10;Карта;28182.6
VIS000226;VC121;2024-08-07;2024-08;Дом и сад;Инструмент;4670;Москва;1;0;Карта;4670.0
VIS000227;VC033;2024-08-07;2024-08;Дом и сад;Кофеварка;6201;СПб;3;0;Наличные;18603.0
VIS000228;VC181;2024-08-10;2024-08;Электроника;Ноутбук;11076;Новосибирск;2;0;Наличные;22152.0
VIS000229;VC150;2024-08-10;2024-08;Книги;Поэзия;375;СПб;1;20;Наличные;300.0
VIS000230;VC021;2024-08-12;2024-08;Электроника;Ноутбук;42047;Самара;2;15;Карта;71479.9
VIS000231;VC198;2024-08-12;2024-08;Электроника;Ноутбук;15051;Самара;2;10;Карта;27091.8
VIS000232;VC070;2024-08-12;2024-08;Дом и сад;Растение;4023;Новосибирск;2;0;Наличные;8046.0
VIS000233;VC112;2024-08-13;2024-08;Одежда;Кроссовки;2285;СПб;1;0;Карта;2285.0
VIS000234;VC004;2024-08-14;2024-08;Дом и сад;Пылесос;4662;Москва;3;0;Онлайн;13986.0
VIS000235;VC094;2024-08-14;2024-08;Книги;Роман;223;Москва;3;0;Наличные;669.0
VIS000236;VC075;2024-08-16;2024-08;Красота;Маска;1341;СПб;2;5;Карта;2547.9
VIS000237;VC190;2024-08-17;2024-08;Электроника;Ноутбук;16239;СПб;1;10;Онлайн;14615.1
VIS000238;VC062;2024-08-17;2024-08;Книги;Роман;270;Казань;3;10;Карта;729.0
VIS000239;VC094;2024-08-18;2024-08;Дом и сад;Декор;3530;Казань;2;10;Карта;6354.0
VIS000240;VC095;2024-08-18;2024-08;Одежда;Рубашка;4620;Москва;2;0;Наличные;9240.0
VIS000241;VC152;2024-08-18;2024-08;Красота;Маска;1222;СПб;1;5;Карта;1160.9
VIS000242;VC055;2024-08-20;2024-08;Дом и сад;Кофеварка;2858;Москва;3;0;Онлайн;8574.0
VIS000243;VC137;2024-08-20;2024-08;Дом и сад;Инструмент;3657;Москва;2;0;Карта;7314.0
VIS000244;VC131;2024-08-20;2024-08;Спорт;Мяч;2205;Самара;1;10;Карта;1984.5
VIS000245;VC031;2024-08-20;2024-08;Красота;Помада;2198;Москва;1;0;Карта;2198.0
VIS000246;VC040;2024-08-21;2024-08;Красота;Духи;1782;СПб;3;0;Наличные;5346.0
VIS000247;VC036;2024-08-22;2024-08;Дом и сад;Кофеварка;4091;Москва;1;0;Карта;4091.0
VIS000248;VC152;2024-08-24;2024-08;Спорт;Коврик;3710;Самара;4;5;Карта;14098.0
VIS000249;VC006;2024-08-28;2024-08;Электроника;Смартфон;41699;Новосибирск;2;10;Наличные;75058.2
VIS000250;VC066;2024-08-29;2024-08;Электроника;Наушники;114954;Москва;2;0;Карта;229908.0
VIS000251;VC075;2024-08-29;2024-08;Книги;Поэзия;617;Новосибирск;1;10;Наличные;555.3
VIS000252;VC004;2024-08-30;2024-08;Электроника;Наушники;19489;Казань;1;0;Карта;19489.0
VIS000253;VC079;2024-08-31;2024-08;Книги;Учебник;824;Уфа;4;0;Наличные;3296.0
VIS000254;VC134;2024-09-02;2024-09;Электроника;Планшет;16369;Москва;1;10;Наличные;14732.1
VIS000255;VC118;2024-09-03;2024-09;Одежда;Рубашка;1853;Самара;2;5;Карта;3520.7
VIS000256;VC113;2024-09-03;2024-09;Спорт;Гантели;2832;Уфа;1;20;Карта;2265.6
VIS000257;VC094;2024-09-07;2024-09;Красота;Шампунь;1708;Уфа;1;0;Наличные;1708.0
VIS000258;VC179;2024-09-08;2024-09;Электроника;Смартфон;36129;Новосибирск;1;5;Карта;34322.55
VIS000259;VC062;2024-09-08;2024-09;Книги;Комикс;368;Новосибирск;2;5;Онлайн;699.2
VIS000260;VC185;2024-09-09;2024-09;Красота;Духи;1639;СПб;5;15;Карта;6965.75
VIS000261;VC194;2024-09-09;2024-09;Электроника;Планшет;15440;Казань;1;0;Карта;15440.0
