product_id;product_name;category;subcategory;brand;price_segment;supplier;launch_date;status
PROD_ОДЕ_097;Uniqlo Мужская одежда Model 2;Одежда;Мужская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2023-06-16;Active
PROD_ОДЕ_098;Uniqlo Мужская одежда Model 3;Одежда;Мужская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2022-08-12;Active
PROD_ОДЕ_099;Uniqlo Мужская одежда Model 4;Одежда;Мужская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2022-12-17;Active
PROD_ОДЕ_100;Uniqlo Мужская одежда Model 5;Одежда;Мужская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-04-28;Active
PROD_ОДЕ_101;Nike Женская одежда Model 1;Одежда;Женская одежда;Nike;Budget;ООО Nike Поставки;2024-07-16;Active
PROD_ОДЕ_102;Nike Женская одежда Model 2;Одежда;Женская одежда;Nike;Budget;ООО Nike Поставки;2024-06-03;Discontinued
PROD_ОДЕ_103;Nike Женская одежда Model 3;Одежда;Женская одежда;Nike;Budget;ООО Nike Поставки;2024-01-14;Discontinued
PROD_ОДЕ_104;Nike Женская одежда Model 4;Одежда;Женская одежда;Nike;Budget;ООО Nike Поставки;2023-09-17;Active
PROD_ОДЕ_105;Nike Женская одежда Model 5;Одежда;Женская одежда;Nike;Budget;ООО Nike Поставки;2023-12-15;Active
PROD_ОДЕ_106;Adidas Женская одежда Model 1;Одежда;Женская одежда;Adidas;Budget;ООО Adidas Поставки;2023-06-27;Active
PROD_ОДЕ_107;Adidas Женская одежда Model 2;Одежда;Женская одежда;Adidas;Budget;ООО Adidas Поставки;2023-02-28;Active
PROD_ОДЕ_108;Adidas Женская одежда Model 3;Одежда;Женская одежда;Adidas;Budget;ООО Adidas Поставки;2024-10-10;Discontinued
PROD_ОДЕ_109;Adidas Женская одежда Model 4;Одежда;Женская одежда;Adidas;Budget;ООО Adidas Поставки;2024-04-14;Discontinued
PROD_ОДЕ_110;Adidas Женская одежда Model 5;Одежда;Женская одежда;Adidas;Budget;ООО Adidas Поставки;2022-07-09;Active
PROD_ОДЕ_111;Zara Женская одежда Model 1;Одежда;Женская одежда;Zara;Budget;ООО Zara Поставки;2022-06-19;Discontinued
PROD_ОДЕ_112;Zara Женская одежда Model 2;Одежда;Женская одежда;Zara;Budget;ООО Zara Поставки;2023-02-23;Active
PROD_ОДЕ_113;Zara Женская одежда Model 3;Одежда;Женская одежда;Zara;Budget;ООО Zara Поставки;2022-04-07;Active
PROD_ОДЕ_114;Zara Женская одежда Model 4;Одежда;Женская одежда;Zara;Budget;ООО Zara Поставки;2023-04-06;Active
PROD_ОДЕ_115;Zara Женская одежда Model 5;Одежда;Женская одежда;Zara;Budget;ООО Zara Поставки;2023-02-17;Active
PROD_ОДЕ_116;H&M Женская одежда Model 1;Одежда;Женская одежда;H&M;Budget;ООО H&M Поставки;2023-10-13;Active
PROD_ОДЕ_117;H&M Женская одежда Model 2;Одежда;Женская одежда;H&M;Budget;ООО H&M Поставки;2022-02-05;Active
PROD_ОДЕ_118;H&M Женская одежда Model 3;Одежда;Женская одежда;H&M;Budget;ООО H&M Поставки;2023-10-15;Active
PROD_ОДЕ_119;H&M Женская одежда Model 4;Одежда;Женская одежда;H&M;Budget;ООО H&M Поставки;2023-09-27;Active
PROD_ОДЕ_120;H&M Женская одежда Model 5;Одежда;Женская одежда;H&M;Budget;ООО H&M Поставки;2023-10-16;Active
PROD_ОДЕ_121;Uniqlo Женская одежда Model 1;Одежда;Женская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-08-19;Active
PROD_ОДЕ_122;Uniqlo Женская одежда Model 2;Одежда;Женская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-11-20;Discontinued
PROD_ОДЕ_123;Uniqlo Женская одежда Model 3;Одежда;Женская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-04-03;Active
PROD_ОДЕ_124;Uniqlo Женская одежда Model 4;Одежда;Женская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2022-01-12;Active
PROD_ОДЕ_125;Uniqlo Женская одежда Model 5;Одежда;Женская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-01-09;Active
PROD_ОДЕ_126;Nike Детская одежда Model 1;Одежда;Детская одежда;Nike;Budget;ООО Nike Поставки;2023-10-27;Discontinued
PROD_ОДЕ_127;Nike Детская одежда Model 2;Одежда;Детская одежда;Nike;Budget;ООО Nike Поставки;2022-06-27;Active
PROD_ОДЕ_128;Nike Детская одежда Model 3;Одежда;Детская одежда;Nike;Budget;ООО Nike Поставки;2022-07-09;Active
PROD_ОДЕ_129;Nike Детская одежда Model 4;Одежда;Детская одежда;Nike;Budget;ООО Nike Поставки;2022-02-05;Active
PROD_ОДЕ_130;Nike Детская одежда Model 5;Одежда;Детская одежда;Nike;Budget;ООО Nike Поставки;2023-10-23;Active
PROD_ОДЕ_131;Adidas Детская одежда Model 1;Одежда;Детская одежда;Adidas;Budget;ООО Adidas Поставки;2022-08-13;Active
PROD_ОДЕ_132;Adidas Детская одежда Model 2;Одежда;Детская одежда;Adidas;Budget;ООО Adidas Поставки;2022-10-03;Active
PROD_ОДЕ_133;Adidas Детская одежда Model 3;Одежда;Детская одежда;Adidas;Budget;ООО Adidas Поставки;2024-07-08;Active
PROD_ОДЕ_134;Adidas Детская одежда Model 4;Одежда;Детская одежда;Adidas;Budget;ООО Adidas Поставки;2024-11-01;Active
PROD_ОДЕ_135;Adidas Детская одежда Model 5;Одежда;Детская одежда;Adidas;Budget;ООО Adidas Поставки;2023-11-12;Active
PROD_ОДЕ_136;Zara Детская одежда Model 1;Одежда;Детская одежда;Zara;Budget;ООО Zara Поставки;2023-01-14;Active
PROD_ОДЕ_137;Zara Детская одежда Model 2;Одежда;Детская одежда;Zara;Budget;ООО Zara Поставки;2022-04-01;Active
PROD_ОДЕ_138;Zara Детская одежда Model 3;Одежда;Детская одежда;Zara;Budget;ООО Zara Поставки;2023-07-16;Active
PROD_ОДЕ_139;Zara Детская одежда Model 4;Одежда;Детская одежда;Zara;Budget;ООО Zara Поставки;2024-06-16;Active
PROD_ОДЕ_140;Zara Детская одежда Model 5;Одежда;Детская одежда;Zara;Budget;ООО Zara Поставки;2023-10-24;Active
PROD_ОДЕ_141;H&M Детская одежда Model 1;Одежда;Детская одежда;H&M;Budget;ООО H&M Поставки;2024-09-10;Active
PROD_ОДЕ_142;H&M Детская одежда Model 2;Одежда;Детская одежда;H&M;Budget;ООО H&M Поставки;2022-05-01;Active
PROD_ОДЕ_143;H&M Детская одежда Model 3;Одежда;Детская одежда;H&M;Budget;ООО H&M Поставки;2024-01-07;Discontinued
PROD_ОДЕ_144;H&M Детская одежда Model 4;Одежда;Детская одежда;H&M;Budget;ООО H&M Поставки;2022-08-07;Active
PROD_ОДЕ_145;H&M Детская одежда Model 5;Одежда;Детская одежда;H&M;Budget;ООО H&M Поставки;2022-05-25;Active
PROD_ОДЕ_146;Uniqlo Детская одежда Model 1;Одежда;Детская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-08-10;Discontinued
PROD_ОДЕ_147;Uniqlo Детская одежда Model 2;Одежда;Детская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2023-04-24;Active
PROD_ОДЕ_148;Uniqlo Детская одежда Model 3;Одежда;Детская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2022-11-24;Active
PROD_ОДЕ_149;Uniqlo Детская одежда Model 4;Одежда;Детская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2023-07-03;Active
PROD_ОДЕ_150;Uniqlo Детская одежда Model 5;Одежда;Детская одежда;Uniqlo;Budget;ООО Uniqlo Поставки;2024-12-25;Active
PROD_ТОВ_151;IKEA Мебель Model 1;Товары для дома;Мебель;IKEA;Medium;ООО IKEA Поставки;2022-09-01;Active
PROD_ТОВ_152;IKEA Мебель Model 2;Товары для дома;Мебель;IKEA;Medium;ООО IKEA Поставки;2023-11-23;Active
PROD_ТОВ_153;IKEA Мебель Model 3;Товары для дома;Мебель;IKEA;Medium;ООО IKEA Поставки;2023-09-22;Discontinued
PROD_ТОВ_154;IKEA Мебель Model 4;Товары для дома;Мебель;IKEA;Medium;ООО IKEA Поставки;2022-11-03;Active
PROD_ТОВ_155;IKEA Мебель Model 5;Товары для дома;Мебель;IKEA;Medium;ООО IKEA Поставки;2022-11-22;Discontinued
PROD_ТОВ_156;Hoff Мебель Model 1;Товары для дома;Мебель;Hoff;Medium;ООО Hoff Поставки;2024-02-04;Active
PROD_ТОВ_157;Hoff Мебель Model 2;Товары для дома;Мебель;Hoff;Medium;ООО Hoff Поставки;2022-09-25;Active
PROD_ТОВ_158;Hoff Мебель Model 3;Товары для дома;Мебель;Hoff;Medium;ООО Hoff Поставки;2023-10-01;Active
PROD_ТОВ_159;Hoff Мебель Model 4;Товары для дома;Мебель;Hoff;Medium;ООО Hoff Поставки;2022-11-13;Active
PROD_ТОВ_160;Hoff Мебель Model 5;Товары для дома;Мебель;Hoff;Medium;ООО Hoff Поставки;2023-04-13;Active
PROD_ТОВ_161;JYSK Мебель Model 1;Товары для дома;Мебель;JYSK;Medium;ООО JYSK Поставки;2024-05-16;Active
PROD_ТОВ_162;JYSK Мебель Model 2;Товары для дома;Мебель;JYSK;Medium;ООО JYSK Поставки;2022-11-08;Active
PROD_ТОВ_163;JYSK Мебель Model 3;Товары для дома;Мебель;JYSK;Medium;ООО JYSK Поставки;2023-10-17;Active
PROD_ТОВ_164;JYSK Мебель Model 4;Товары для дома;Мебель;JYSK;Medium;ООО JYSK Поставки;2022-04-07;Discontinued
PROD_ТОВ_165;JYSK Мебель Model 5;Товары для дома;Мебель;JYSK;Medium;ООО JYSK Поставки;2023-10-02;Active
PROD_ТОВ_166;Леруа Мерлен Мебель Model 1;Товары для дома;Мебель;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2024-11-20;Active
PROD_ТОВ_167;Леруа Мерлен Мебель Model 2;Товары для дома;Мебель;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2022-04-16;Active
PROD_ТОВ_168;Леруа Мерлен Мебель Model 3;Товары для дома;Мебель;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2023-11-23;Active
PROD_ТОВ_169;Леруа Мерлен Мебель Model 4;Товары для дома;Мебель;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2024-02-22;Active
PROD_ТОВ_170;Леруа Мерлен Мебель Model 5;Товары для дома;Мебель;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2024-05-24;Active
PROD_ТОВ_171;OBI Мебель Model 1;Товары для дома;Мебель;OBI;Medium;ООО OBI Поставки;2024-08-23;Active
PROD_ТОВ_172;OBI Мебель Model 2;Товары для дома;Мебель;OBI;Medium;ООО OBI Поставки;2023-02-19;Active
PROD_ТОВ_173;OBI Мебель Model 3;Товары для дома;Мебель;OBI;Medium;ООО OBI Поставки;2022-12-08;Active
PROD_ТОВ_174;OBI Мебель Model 4;Товары для дома;Мебель;OBI;Medium;ООО OBI Поставки;2023-09-15;Active
PROD_ТОВ_175;OBI Мебель Model 5;Товары для дома;Мебель;OBI;Medium;ООО OBI Поставки;2023-02-05;Active
PROD_ТОВ_176;IKEA Посуда Model 1;Товары для дома;Посуда;IKEA;Medium;ООО IKEA Поставки;2023-06-05;Active
PROD_ТОВ_177;IKEA Посуда Model 2;Товары для дома;Посуда;IKEA;Medium;ООО IKEA Поставки;2024-05-26;Active
PROD_ТОВ_178;IKEA Посуда Model 3;Товары для дома;Посуда;IKEA;Medium;ООО IKEA Поставки;2022-09-12;Active
PROD_ТОВ_179;IKEA Посуда Model 4;Товары для дома;Посуда;IKEA;Medium;ООО IKEA Поставки;2024-10-17;Active
PROD_ТОВ_180;IKEA Посуда Model 5;Товары для дома;Посуда;IKEA;Medium;ООО IKEA Поставки;2024-03-01;Discontinued
PROD_ТОВ_181;Hoff Посуда Model 1;Товары для дома;Посуда;Hoff;Medium;ООО Hoff Поставки;2022-06-04;Active
PROD_ТОВ_182;Hoff Посуда Model 2;Товары для дома;Посуда;Hoff;Medium;ООО Hoff Поставки;2023-08-16;Active
PROD_ТОВ_183;Hoff Посуда Model 3;Товары для дома;Посуда;Hoff;Medium;ООО Hoff Поставки;2024-02-08;Active
PROD_ТОВ_184;Hoff Посуда Model 4;Товары для дома;Посуда;Hoff;Medium;ООО Hoff Поставки;2022-07-28;Active
PROD_ТОВ_185;Hoff Посуда Model 5;Товары для дома;Посуда;Hoff;Medium;ООО Hoff Поставки;2023-06-05;Active
PROD_ТОВ_186;JYSK Посуда Model 1;Товары для дома;Посуда;JYSK;Medium;ООО JYSK Поставки;2022-03-23;Discontinued
PROD_ТОВ_187;JYSK Посуда Model 2;Товары для дома;Посуда;JYSK;Medium;ООО JYSK Поставки;2023-02-27;Active
PROD_ТОВ_188;JYSK Посуда Model 3;Товары для дома;Посуда;JYSK;Medium;ООО JYSK Поставки;2023-11-09;Active
PROD_ТОВ_189;JYSK Посуда Model 4;Товары для дома;Посуда;JYSK;Medium;ООО JYSK Поставки;2024-11-27;Active
PROD_ТОВ_190;JYSK Посуда Model 5;Товары для дома;Посуда;JYSK;Medium;ООО JYSK Поставки;2022-10-10;Active
PROD_ТОВ_191;Леруа Мерлен Посуда Model 1;Товары для дома;Посуда;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2023-10-25;Active
PROD_ТОВ_192;Леруа Мерлен Посуда Model 2;Товары для дома;Посуда;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2024-12-27;Active
PROD_ТОВ_193;Леруа Мерлен Посуда Model 3;Товары для дома;Посуда;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2023-08-16;Active
PROD_ТОВ_194;Леруа Мерлен Посуда Model 4;Товары для дома;Посуда;Леруа Мерлен;Medium;ООО Леруа Мерлен Поставки;2023-07-03;Active
