order_id;customer_id;product_id;order_date;quantity;unit_price;total_amount
PO0062;PC012;PP077;2024-02-11;4;1428;5712
PO0063;PC101;PP079;2024-02-11;3;1751;5253
PO0064;PC042;PP043;2024-02-11;2;2055;4110
PO0065;PC088;PP051;2024-02-12;1;6176;6176
PO0066;PC060;PP069;2024-02-12;2;4263;8526
PO0067;PC092;PP015;2024-02-13;2;3575;7150
PO0068;PC024;PP067;2024-02-15;2;5850;11700
PO0069;PC043;PP030;2024-02-18;1;3677;3677
PO0070;PC092;PP050;2024-02-18;1;12018;12018
PO0071;PC132;PP076;2024-02-18;1;1473;1473
PO0072;PC136;PP014;2024-02-19;1;3655;3655
PO0073;PC029;PP019;2024-02-23;1;1214;1214
PO0074;PC070;PP063;2024-02-23;1;2243;2243
PO0075;PC056;PP072;2024-02-23;1;5847;5847
PO0076;PC121;PP071;2024-02-24;1;5469;5469
PO0077;PC079;PP063;2024-02-24;1;1681;1681
PO0078;PC035;PP052;2024-02-25;3;2513;7539
PO0079;PC100;PP008;2024-02-25;1;730;730
PO0080;PC053;PP001;2024-02-25;1;4114;4114
PO0081;PC028;PP068;2024-02-26;1;926;926
PO0082;PC065;PP038;2024-02-26;1;4465;4465
PO0083;PC079;PP058;2024-02-27;1;13986;13986
PO0084;PC106;PP070;2024-02-27;1;2038;2038
PO0085;PC059;PP041;2024-02-28;1;3502;3502
PO0086;PC121;PP032;2024-02-28;1;8094;8094
PO0087;PC146;PP047;2024-03-01;1;851;851
PO0088;PC014;PP037;2024-03-01;1;4663;4663
PO0089;PC026;PP077;2024-03-01;1;6306;6306
PO0090;PC115;PP010;2024-03-02;3;1052;3156
PO0091;PC139;PP035;2024-03-03;2;1814;3628
PO0092;PC023;PP074;2024-03-03;1;802;802
PO0093;PC139;PP022;2024-03-03;1;1552;1552
PO0094;PC109;PP080;2024-03-05;1;10739;10739
PO0095;PC098;PP032;2024-03-06;2;1733;3466
PO0096;PC117;PP069;2024-03-06;1;1553;1553
PO0097;PC039;PP013;2024-03-07;1;1964;1964
PO0098;PC147;PP065;2024-03-07;2;1863;3726
PO0099;PC078;PP047;2024-03-08;1;4658;4658
PO0100;PC131;PP053;2024-03-08;1;4620;4620
PO0101;PC040;PP040;2024-03-09;1;14601;14601
PO0102;PC132;PP040;2024-03-09;1;16257;16257
PO0103;PC080;PP070;2024-03-11;3;4863;14589
PO0104;PC095;PP016;2024-03-12;4;2072;8288
PO0105;PC075;PP015;2024-03-13;1;6223;6223
PO0106;PC035;PP033;2024-03-14;1;1377;1377
PO0107;PC140;PP031;2024-03-14;3;1949;5847
PO0108;PC095;PP046;2024-03-14;1;2652;2652
PO0109;PC071;PP078;2024-03-15;1;1590;1590
PO0110;PC144;PP078;2024-03-16;1;1604;1604
PO0111;PC128;PP061;2024-03-16;2;1664;3328
PO0112;PC068;PP053;2024-03-17;1;4659;4659
PO0113;PC123;PP016;2024-03-17;1;1566;1566
PO0114;PC072;PP037;2024-03-18;2;5678;11356
PO0115;PC053;PP003;2024-03-19;1;6873;6873
PO0116;PC149;PP068;2024-03-20;3;810;2430
PO0117;PC042;PP031;2024-03-20;2;1484;2968
PO0118;PC090;PP077;2024-03-20;1;5092;5092
PO0119;PC099;PP067;2024-03-20;2;4488;8976
PO0120;PC136;PP058;2024-03-21;2;6101;12202
PO0121;PC124;PP025;2024-03-21;2;1921;3842
PO0122;PC058;PP074;2024-03-22;1;3203;3203
PO0123;PC150;PP031;2024-03-23;2;18738;37476
PO0124;PC006;PP071;2024-03-26;2;1305;2610
PO0125;PC022;PP058;2024-03-28;1;5810;5810
PO0126;PC099;PP006;2024-03-29;1;3105;3105
PO0127;PC040;PP072;2024-03-29;1;2088;2088
PO0128;PC129;PP046;2024-03-29;1;6647;6647
PO0129;PC071;PP034;2024-03-30;1;2275;2275
PO0130;PC019;PP001;2024-04-02;1;3951;3951
PO0131;PC009;PP038;2024-04-05;2;3342;6684
PO0132;PC023;PP059;2024-04-05;2;1478;2956
PO0133;PC133;PP061;2024-04-06;1;5038;5038
PO0134;PC115;PP080;2024-04-06;1;4225;4225
PO0135;PC118;PP042;2024-04-06;1;1351;1351
PO0136;PC002;PP008;2024-04-07;1;5035;5035
PO0137;PC081;PP007;2024-04-08;1;1081;1081
PO0138;PC086;PP052;2024-04-08;1;3755;3755
PO0139;PC140;PP068;2024-04-08;2;13058;26116
PO0140;PC068;PP072;2024-04-09;1;1531;1531
PO0141;PC031;PP067;2024-04-10;1;10645;10645
PO0142;PC084;PP038;2024-04-10;2;838;1676
PO0143;PC015;PP031;2024-04-11;1;1455;1455
PO0144;PC032;PP030;2024-04-11;1;14763;14763
PO0145;PC134;PP052;2024-04-11;1;1521;1521
PO0146;PC075;PP026;2024-04-12;2;4873;9746
PO0147;PC017;PP069;2024-04-13;1;4371;4371
PO0148;PC049;PP022;2024-04-13;1;4106;4106
PO0149;PC056;PP077;2024-04-15;1;11287;11287
PO0150;PC001;PP028;2024-04-16;2;1566;3132
PO0151;PC072;PP036;2024-04-17;1;6353;6353
PO0152;PC106;PP016;2024-04-18;4;6526;26104
PO0153;PC019;PP043;2024-04-18;1;3574;3574
PO0154;PC065;PP048;2024-04-18;1;5123;5123
PO0155;PC010;PP079;2024-04-19;1;6117;6117
PO0156;PC066;PP028;2024-04-20;1;5789;5789
PO0157;PC141;PP054;2024-04-22;1;1980;1980
PO0158;PC120;PP033;2024-04-25;1;4377;4377
PO0159;PC096;PP075;2024-04-26;1;1651;1651
PO0160;PC104;PP065;2024-04-26;2;14442;28884
PO0161;PC147;PP074;2024-04-26;1;1018;1018
PO0162;PC067;PP019;2024-04-26;1;2603;2603
PO0163;PC017;PP056;2024-04-28;3;5274;15822
PO0164;PC055;PP029;2024-04-28;2;1885;3770
PO0165;PC035;PP055;2024-04-29;3;2561;7683
PO0166;PC147;PP079;2024-04-30;2;14887;29774
PO0167;PC134;PP049;2024-05-01;3;1757;5271
PO0168;PC130;PP074;2024-05-01;3;4229;12687
PO0169;PC134;PP030;2024-05-01;2;7228;14456
PO0170;PC034;PP059;2024-05-02;1;3809;3809
PO0171;PC090;PP038;2024-05-02;1;1607;1607
PO0172;PC043;PP028;2024-05-03;1;6175;6175
PO0173;PC078;PP071;2024-05-03;3;5416;16248
PO0174;PC030;PP018;2024-05-03;1;5167;5167
PO0175;PC077;PP027;2024-05-03;3;4383;13149
PO0176;PC121;PP008;2024-05-04;1;1832;1832
PO0177;PC073;PP057;2024-05-04;4;3428;13712
PO0178;PC015;PP041;2024-05-05;1;4248;4248
PO0179;PC020;PP054;2024-05-05;4;5036;20144
PO0180;PC014;PP007;2024-05-06;1;1356;1356
PO0181;PC048;PP077;2024-05-06;1;5048;5048
PO0182;PC022;PP056;2024-05-07;1;5848;5848
PO0183;PC140;PP060;2024-05-07;1;4238;4238
PO0184;PC150;PP008;2024-05-08;3;5577;16731
PO0185;PC103;PP078;2024-05-08;1;1821;1821
PO0186;PC090;PP066;2024-05-08;2;2135;4270
PO0187;PC135;PP053;2024-05-09;1;5030;5030
PO0188;PC092;PP077;2024-05-09;3;1794;5382
PO0189;PC041;PP072;2024-05-10;2;3507;7014
PO0190;PC069;PP053;2024-05-11;1;11290;11290
PO0191;PC099;PP052;2024-05-11;3;9021;27063
PO0192;PC099;PP061;2024-05-13;1;4464;4464
PO0193;PC039;PP042;2024-05-14;1;2413;2413
PO0194;PC002;PP015;2024-05-15;2;4883;9766
PO0195;PC017;PP071;2024-05-16;1;3721;3721
PO0196;PC129;PP074;2024-05-17;2;1461;2922
PO0197;PC068;PP009;2024-05-17;1;1547;1547
PO0198;PC070;PP052;2024-05-18;2;1118;2236
PO0199;PC117;PP045;2024-05-19;1;15252;15252
PO0200;PC059;PP042;2024-05-19;1;3434;3434
PO0201;PC098;PP067;2024-05-20;3;1381;4143
PO0202;PC091;PP068;2024-05-20;1;1236;1236
PO0203;PC088;PP012;2024-05-21;2;466;932
PO0204;PC149;PP005;2024-05-21;3;1954;5862
PO0205;PC057;PP075;2024-05-22;1;4915;4915
PO0206;PC110;PP065;2024-05-24;2;1952;3904
PO0207;PC091;PP075;2024-05-24;1;3901;3901
PO0208;PC074;PP008;2024-05-24;1;3739;3739
PO0209;PC111;PP037;2024-05-24;2;4282;8564
PO0210;PC078;PP060;2024-05-25;3;4019;12057
PO0211;PC129;PP071;2024-05-26;2;4016;8032
PO0212;PC028;PP030;2024-05-27;1;2065;2065
PO0213;PC146;PP043;2024-05-27;1;4646;4646
PO0214;PC141;PP022;2024-05-29;1;1233;1233
PO0215;PC032;PP067;2024-05-31;1;1327;1327
PO0216;PC113;PP059;2024-05-31;1;14815;14815
PO0217;PC111;PP012;2024-06-01;1;1431;1431
PO0218;PC027;PP028;2024-06-02;2;12503;25006
PO0219;PC036;PP064;2024-06-03;1;4039;4039
PO0220;PC133;PP080;2024-06-03;1;10183;10183
PO0221;PC077;PP053;2024-06-07;1;4629;4629
PO0222;PC124;PP033;2024-06-08;1;4998;4998
PO0223;PC102;PP001;2024-06-08;2;1870;3740
PO0224;PC106;PP028;2024-06-09;1;955;955
PO0225;PC125;PP073;2024-06-10;1;3645;3645
PO0226;PC102;PP038;2024-06-10;1;970;970
PO0227;PC083;PP032;2024-06-13;2;1392;2784
PO0228;PC040;PP041;2024-06-13;1;1812;1812
PO0229;PC022;PP054;2024-06-13;1;1905;1905
PO0230;PC071;PP062;2024-06-13;3;5442;16326
PO0231;PC150;PP062;2024-06-13;2;1478;2956
PO0232;PC044;PP059;2024-06-13;1;4540;4540
PO0233;PC025;PP035;2024-06-14;1;4991;4991
PO0234;PC115;PP069;2024-06-15;1;10675;10675
PO0235;PC107;PP056;2024-06-15;2;1929;3858
PO0236;PC098;PP011;2024-06-15;2;1395;2790
PO0237;PC032;PP003;2024-06-18;1;13313;13313
PO0238;PC055;PP045;2024-06-19;1;6376;6376
PO0239;PC145;PP074;2024-06-19;2;17653;35306
PO0240;PC131;PP055;2024-06-20;2;6969;13938
PO0241;PC005;PP058;2024-06-21;3;4116;12348
PO0242;PC069;PP052;2024-06-22;1;5773;5773
PO0243;PC110;PP057;2024-06-22;3;2058;6174
PO0244;PC020;PP035;2024-06-25;2;2132;4264
PO0245;PC068;PP048;2024-06-25;1;1333;1333
PO0246;PC056;PP077;2024-06-26;1;4814;4814
PO0247;PC140;PP049;2024-06-26;1;3070;3070
PO0248;PC048;PP055;2024-06-28;1;3155;3155
PO0249;PC013;PP079;2024-06-28;1;2770;2770
PO0250;PC130;PP064;2024-06-30;4;3658;14632
PO0251;PC134;PP001;2024-06-30;2;1842;3684
PO0252;PC036;PP022;2024-07-01;1;2952;2952
PO0253;PC005;PP063;2024-07-01;2;3684;7368
PO0254;PC056;PP068;2024-07-02;1;1359;1359
PO0255;PC021;PP019;2024-07-02;2;741;1482
PO0256;PC075;PP056;2024-07-02;1;1549;1549
PO0257;PC053;PP040;2024-07-03;2;1648;3296
PO0258;PC135;PP020;2024-07-05;2;4200;8400
PO0259;PC148;PP038;2024-07-06;1;1665;1665
PO0260;PC039;PP079;2024-07-06;1;12869;12869
PO0261;PC067;PP054;2024-07-07;2;3105;6210
PO0262;PC040;PP063;2024-07-09;2;4055;8110
PO0263;PC093;PP011;2024-07-09;2;5687;11374
PO0264;PC125;PP041;2024-07-09;1;2014;2014
PO0265;PC096;PP043;2024-07-10;1;5180;5180
PO0266;PC066;PP079;2024-07-14;1;5080;5080
PO0267;PC010;PP076;2024-07-15;1;4310;4310
PO0268;PC080;PP078;2024-07-16;1;3873;3873
PO0269;PC108;PP012;2024-07-16;2;1125;2250
PO0270;PC059;PP080;2024-07-17;1;3758;3758
PO0271;PC096;PP073;2024-07-18;2;10024;20048
PO0272;PC124;PP070;2024-07-18;1;3927;3927
PO0273;PC048;PP059;2024-07-20;2;14093;28186
PO0274;PC037;PP065;2024-07-20;1;3389;3389
PO0275;PC024;PP018;2024-07-22;1;17936;17936
PO0276;PC012;PP032;2024-07-23;1;1747;1747
PO0277;PC016;PP057;2024-07-23;1;3213;3213
PO0278;PC070;PP010;2024-07-23;3;5545;16635
PO0279;PC053;PP069;2024-07-24;1;19730;19730
PO0280;PC042;PP047;2024-07-24;1;1619;1619
PO0281;PC144;PP072;2024-07-24;3;5157;15471
PO0282;PC055;PP033;2024-07-24;2;4760;9520
PO0283;PC109;PP076;2024-07-25;1;2295;2295
PO0284;PC027;PP075;2024-07-25;3;1837;5511
PO0285;PC138;PP031;2024-07-25;2;779;1558
PO0286;PC121;PP041;2024-07-27;1;3017;3017
PO0287;PC005;PP053;2024-07-27;1;1239;1239
PO0288;PC038;PP032;2024-07-29;2;4083;8166
PO0289;PC046;PP028;2024-07-31;1;4398;4398
PO0290;PC122;PP026;2024-07-31;1;4654;4654
PO0291;PC025;PP076;2024-08-01;3;11859;35577
PO0292;PC034;PP054;2024-08-02;1;1615;1615
PO0293;PC122;PP055;2024-08-02;2;7270;14540
PO0294;PC086;PP024;2024-08-03;1;5921;5921
PO0295;PC097;PP073;2024-08-03;3;2004;6012
PO0296;PC069;PP041;2024-08-07;1;2352;2352
PO0297;PC038;PP025;2024-08-08;1;4194;4194
PO0298;PC043;PP015;2024-08-08;1;5207;5207
PO0299;PC086;PP014;2024-08-09;1;856;856
PO0300;PC009;PP008;2024-08-10;1;3537;3537
PO0301;PC082;PP022;2024-08-10;1;4609;4609
PO0302;PC128;PP029;2024-08-11;2;3519;7038
PO0303;PC024;PP015;2024-08-11;1;1491;1491
PO0304;PC023;PP061;2024-08-12;1;942;942
PO0305;PC117;PP039;2024-08-13;1;2023;2023
PO0306;PC062;PP024;2024-08-14;3;1538;4614
PO0307;PC064;PP076;2024-08-15;2;1275;2550
PO0308;PC046;PP042;2024-08-15;1;7079;7079
PO0309;PC078;PP069;2024-08-15;2;4159;8318
PO0310;PC139;PP013;2024-08-17;1;4890;4890
PO0311;PC020;PP030;2024-08-18;4;4735;18940
PO0312;PC081;PP057;2024-08-18;2;2535;5070
PO0313;PC067;PP018;2024-08-22;1;3142;3142
PO0314;PC093;PP016;2024-08-22;2;1608;3216
PO0315;PC134;PP053;2024-08-24;2;3736;7472
PO0316;PC110;PP051;2024-08-25;2;5426;10852
PO0317;PC061;PP036;2024-08-25;1;4260;4260
PO0318;PC121;PP076;2024-08-26;1;4312;4312
PO0319;PC015;PP062;2024-08-28;1;1406;1406
PO0320;PC059;PP073;2024-08-28;1;16140;16140
PO0321;PC131;PP055;2024-08-29;1;3114;3114
PO0322;PC080;PP060;2024-08-30;2;5926;11852
PO0323;PC046;PP038;2024-08-30;1;1436;1436
PO0324;PC057;PP061;2024-08-30;1;4314;4314
PO0325;PC090;PP021;2024-09-03;2;9310;18620
PO0326;PC025;PP006;2024-09-04;1;4152;4152
PO0327;PC048;PP049;2024-09-05;1;3219;3219
PO0328;PC098;PP031;2024-09-05;3;1356;4068
PO0329;PC073;PP030;2024-09-06;2;1405;2810
PO0330;PC029;PP029;2024-09-06;1;10245;10245
PO0331;PC092;PP024;2024-09-06;1;6794;6794
PO0332;PC131;PP039;2024-09-07;1;1171;1171
PO0333;PC085;PP005;2024-09-09;1;1897;1897
PO0334;PC147;PP062;2024-09-09;1;1284;1284
PO0335;PC149;PP005;2024-09-11;1;12153;12153
PO0336;PC140;PP028;2024-09-12;2;4835;9670
PO0337;PC130;PP017;2024-09-13;1;911;911
PO0338;PC144;PP004;2024-09-13;4;2168;8672
PO0339;PC100;PP036;2024-09-14;1;1459;1459
PO0340;PC094;PP025;2024-09-14;1;1753;1753
PO0341;PC132;PP051;2024-09-14;1;11015;11015
PO0342;PC096;PP058;2024-09-15;1;11928;11928
PO0343;PC121;PP014;2024-09-15;1;4249;4249
PO0344;PC058;PP012;2024-09-15;1;1324;1324
PO0345;PC064;PP044;2024-09-16;1;4210;4210
PO0346;PC021;PP047;2024-09-17;1;1636;1636
PO0347;PC134;PP071;2024-09-17;3;2769;8307
PO0348;PC040;PP049;2024-09-17;1;1379;1379
PO0349;PC052;PP075;2024-09-17;1;1305;1305
PO0350;PC095;PP070;2024-09-17;3;9529;28587
PO0351;PC076;PP028;2024-09-17;1;1076;1076
PO0352;PC057;PP033;2024-09-19;1;2072;2072
PO0353;PC035;PP014;2024-09-19;1;13811;13811
PO0354;PC109;PP020;2024-09-19;2;5484;10968
PO0355;PC126;PP017;2024-09-20;2;11157;22314
PO0356;PC118;PP070;2024-09-21;1;5202;5202
PO0357;PC063;PP036;2024-09-23;1;1779;1779
PO0358;PC074;PP024;2024-09-24;3;4356;13068
PO0359;PC060;PP075;2024-09-24;1;15148;15148
PO0360;PC109;PP037;2024-09-25;2;1811;3622
PO0361;PC006;PP070;2024-09-25;3;3136;9408
PO0362;PC006;PP006;2024-09-27;1;7213;7213
PO0363;PC084;PP028;2024-09-27;1;11407;11407
PO0364;PC125;PP036;2024-09-28;1;5886;5886
PO0365;PC149;PP038;2024-09-30;3;4390;13170
PO0366;PC006;PP062;2024-10-02;1;4849;4849
PO0367;PC044;PP047;2024-10-02;1;2364;2364
PO0368;PC096;PP036;2024-10-02;1;4092;4092
PO0369;PC097;PP071;2024-10-02;1;3756;3756
PO0370;PC036;PP069;2024-10-02;1;10340;10340
PO0371;PC143;PP019;2024-10-02;2;1338;2676
PO0372;PC027;PP044;2024-10-03;1;8788;8788
PO0373;PC021;PP018;2024-10-05;1;5001;5001
PO0374;PC074;PP070;2024-10-05;2;19613;39226
PO0375;PC105;PP008;2024-10-05;1;2909;2909
PO0376;PC136;PP080;2024-10-06;1;5422;5422
PO0377;PC056;PP025;2024-10-07;2;4889;9778
PO0378;PC137;PP035;2024-10-07;2;4252;8504
PO0379;PC029;PP034;2024-10-07;1;1513;1513
PO0380;PC045;PP029;2024-10-09;1;638;638
PO0381;PC001;PP013;2024-10-09;3;1381;4143
PO0382;PC085;PP075;2024-10-10;1;2198;2198
PO0383;PC142;PP017;2024-10-11;2;4193;8386
PO0384;PC090;PP034;2024-10-11;1;12099;12099
PO0385;PC088;PP025;2024-10-12;3;2247;6741
PO0386;PC098;PP001;2024-10-13;1;2447;2447
PO0387;PC124;PP078;2024-10-13;1;1493;1493
PO0388;PC103;PP074;2024-10-14;1;1434;1434
PO0389;PC002;PP048;2024-10-16;2;932;1864
PO0390;PC126;PP076;2024-10-16;2;1322;2644
PO0391;PC121;PP023;2024-10-16;3;4452;13356
PO0392;PC133;PP078;2024-10-17;1;4544;4544
PO0393;PC018;PP056;2024-10-20;1;3700;3700
PO0394;PC012;PP034;2024-10-20;2;1687;3374
PO0395;PC123;PP070;2024-10-21;2;10627;21254
PO0396;PC024;PP046;2024-10-21;1;4801;4801
PO0397;PC116;PP032;2024-10-22;1;10373;10373
PO0398;PC052;PP047;2024-10-23;2;6818;13636
PO0399;PC103;PP009;2024-10-23;1;509;509
PO0400;PC110;PP001;2024-10-23;1;2153;2153
PO0401;PC047;PP009;2024-10-23;2;1812;3624
PO0402;PC124;PP004;2024-10-24;2;871;1742
PO0403;PC026;PP031;2024-10-24;2;2059;4118
PO0404;PC097;PP039;2024-10-27;3;2950;8850
PO0405;PC045;PP043;2024-10-27;1;1582;1582
PO0406;PC005;PP024;2024-10-28;1;10660;10660
PO0407;PC107;PP066;2024-10-28;1;7191;7191
PO0408;PC003;PP011;2024-10-29;1;6538;6538
PO0409;PC143;PP031;2024-10-29;1;3119;3119
PO0410;PC056;PP007;2024-10-30;1;4962;4962
PO0411;PC061;PP020;2024-10-30;1;3808;3808
PO0412;PC091;PP004;2024-11-01;2;1807;3614
PO0413;PC149;PP025;2024-11-02;2;1473;2946
PO0414;PC063;PP049;2024-11-02;2;1742;3484
PO0415;PC072;PP049;2024-11-02;1;4582;4582
PO0416;PC069;PP044;2024-11-02;1;6080;6080
PO0417;PC142;PP001;2024-11-02;3;7973;23919
PO0418;PC061;PP062;2024-11-04;1;4603;4603
PO0419;PC076;PP062;2024-11-06;1;1255;1255
PO0420;PC036;PP032;2024-11-09;1;4072;4072
PO0421;PC054;PP051;2024-11-10;2;6411;12822
PO0422;PC091;PP067;2024-11-11;2;1090;2180
PO0423;PC104;PP052;2024-11-11;1;5440;5440
PO0424;PC084;PP023;2024-11-12;2;3786;7572
PO0425;PC086;PP062;2024-11-13;1;3485;3485
PO0426;PC013;PP044;2024-11-15;1;8409;8409
PO0427;PC073;PP010;2024-11-15;2;3756;7512
PO0428;PC127;PP051;2024-11-16;2;7274;14548
PO0429;PC138;PP043;2024-11-17;1;830;830
PO0430;PC142;PP050;2024-11-18;1;2012;2012
PO0431;PC017;PP039;2024-11-18;1;10665;10665
PO0432;PC057;PP057;2024-11-18;4;10092;40368
PO0433;PC138;PP023;2024-11-19;3;3076;9228
PO0434;PC124;PP021;2024-11-19;1;6375;6375
PO0435;PC054;PP078;2024-11-20;2;1227;2454
PO0436;PC061;PP048;2024-11-20;2;5081;10162
PO0437;PC029;PP035;2024-11-20;2;1468;2936
PO0438;PC110;PP008;2024-11-21;1;5021;5021
PO0439;PC081;PP024;2024-11-21;2;1736;3472
PO0440;PC149;PP046;2024-11-22;2;1450;2900
PO0441;PC074;PP038;2024-11-23;2;3864;7728
PO0442;PC005;PP070;2024-11-23;1;1547;1547
PO0443;PC018;PP050;2024-11-23;1;4025;4025
PO0444;PC084;PP005;2024-11-23;1;7765;7765
PO0445;PC112;PP050;2024-11-24;1;5708;5708
PO0446;PC015;PP078;2024-11-24;2;1287;2574
PO0447;PC073;PP051;2024-11-24;1;3363;3363
PO0448;PC146;PP026;2024-11-25;2;1672;3344
PO0449;PC074;PP049;2024-11-26;1;6109;6109
PO0450;PC062;PP016;2024-11-28;1;7115;7115
PO0451;PC066;PP023;2024-11-28;4;1310;5240
PO0452;PC118;PP005;2024-11-28;1;3679;3679
PO0453;PC090;PP020;2024-11-29;3;1388;4164
PO0454;PC072;PP067;2024-11-30;1;1172;1172
PO0455;PC047;PP046;2024-11-30;3;1275;3825
PO0456;PC150;PP028;2024-12-01;1;3409;3409
PO0457;PC047;PP007;2024-12-01;3;13067;39201
PO0458;PC008;PP021;2024-12-03;2;5237;10474
PO0459;PC150;PP008;2024-12-03;1;1300;1300
PO0460;PC066;PP016;2024-12-04;1;5938;5938
PO0461;PC008;PP051;2024-12-05;1;1647;1647
PO0462;PC103;PP050;2024-12-05;3;4208;12624
PO0463;PC036;PP072;2024-12-05;3;2301;6903
PO0464;PC148;PP059;2024-12-07;1;3432;3432
PO0465;PC098;PP024;2024-12-07;2;1673;3346
PO0466;PC121;PP046;2024-12-08;1;1352;1352
PO0467;PC111;PP014;2024-12-09;2;4657;9314
PO0468;PC037;PP040;2024-12-09;1;1777;1777
PO0469;PC076;PP046;2024-12-10;1;1143;1143
PO0470;PC080;PP001;2024-12-12;1;1636;1636
PO0471;PC058;PP060;2024-12-12;2;10903;21806
PO0472;PC038;PP056;2024-12-12;1;2156;2156
PO0473;PC110;PP066;2024-12-13;2;2735;5470
PO0474;PC051;PP017;2024-12-14;2;5130;10260
PO0475;PC087;PP010;2024-12-14;1;841;841
PO0476;PC112;PP027;2024-12-14;1;1872;1872
PO0477;PC039;PP029;2024-12-15;1;1734;1734
PO0478;PC112;PP075;2024-12-16;4;5581;22324
PO0479;PC002;PP039;2024-12-18;1;1798;1798
PO0480;PC067;PP039;2024-12-20;2;994;1988
PO0481;PC072;PP012;2024-12-21;1;4839;4839
PO0482;PC066;PP043;2024-12-21;1;3475;3475
PO0483;PC096;PP080;2024-12-21;1;744;744
PO0484;PC046;PP003;2024-12-21;1;4640;4640
PO0485;PC001;PP010;2024-12-21;1;5496;5496
PO0486;PC134;PP056;2024-12-22;2;12717;25434
PO0487;PC083;PP012;2024-12-23;1;2038;2038
PO0488;PC131;PP024;2024-12-24;1;1454;1454
PO0489;PC147;PP038;2024-12-24;1;1324;1324
PO0490;PC105;PP038;2024-12-24;1;6355;6355
PO0491;PC060;PP007;2024-12-25;1;1962;1962
PO0492;PC066;PP017;2024-12-28;1;5028;5028
PO0493;PC113;PP037;2024-12-28;4;9651;38604
PO0494;PC078;PP006;2024-12-29;3;4957;14871
PO0495;PC145;PP003;2024-12-30;1;6784;6784
PO0496;PC122;PP066;2024-12-30;1;1290;1290
PO0497;PC056;PP013;2024-12-31;1;1994;1994
PO0498;PC043;PP069;2024-12-31;1;1745;1745
PO0499;PC090;PP005;2024-12-31;2;1401;2802
