customer_id;age;annual_spend;satisfaction;city;is_premium;gender
65;44;1961;2,5;Санкт-Петербург;0;Ж
66;51;2695;4,3;Москва;0;Ж
67;34;4960;1,6;Москва;0;Ж
68;47;2538;3,3;Санкт-Петербург;0;Ж
69;39;963;4,8;Москва;0;М
70;27;7120;2,9;Санкт-Петербург;0;М
71;39;5111;2,7;Казань;0;Ж
72;53;13299;2,5;Новосибирск;1;М
73;34;5639;4,1;Новосибирск;0;М
74;53;10544;3,3;Санкт-Петербург;0;М
75;18;4626;4,6;Санкт-Петербург;0;Ж
76;44;11048;3,2;Москва;0;М
77;36;2642;4,9;Екатеринбург;0;М
78;31;2765;1,3;Москва;0;Ж
79;36;35629;5,0;Москва;1;М
80;18;14538;4,5;Новосибирск;0;Ж
81;32;7777;3,9;Москва;0;М
82;39;2413;2,1;Москва;0;Ж
83;52;4446;2,2;Москва;1;М
84;28;33023;2,2;Москва;1;Ж
85;25;21064;4,9;Москва;1;Ж
86;28;13548;2,6;Москва;1;Ж
87;45;79200;3,7;Новосибирск;1;Ж
88;38;7094;4,2;Екатеринбург;0;М
89;28;3228;3,7;Москва;1;Ж
90;41;9638;4,6;Екатеринбург;1;Ж
91;36;4936;2,7;Москва;0;Ж
92;46;5266;2,3;Москва;0;Ж
93;26;13359;4,3;Москва;0;М
94;31;5681;2,1;Санкт-Петербург;1;Ж
95;30;3572;4,0;Санкт-Петербург;1;М
96;18;19845;3,5;Санкт-Петербург;1;Ж
97;38;5594;4,3;Новосибирск;1;М
98;38;34159;4,2;Санкт-Петербург;0;М
99;35;10452;2,8;Санкт-Петербург;0;Ж
100;32;3228;3,1;Казань;0;Ж
101;18;12968;2,9;Москва;0;Ж
102;29;8816;1,9;Москва;0;Ж
103;30;8159;2,9;Новосибирск;0;Ж
104;25;4456;2,0;Санкт-Петербург;0;Ж
105;33;16337;2,4;Москва;1;М
106;39;913;4,3;Москва;0;Ж
107;57;30361;4,7;Санкт-Петербург;1;Ж
108;37;628;4,3;Санкт-Петербург;1;Ж
109;38;3450;3,3;Москва;0;Ж
110;34;1371;3,1;Казань;0;Ж
111;18;7991;5,0;Новосибирск;1;М
112;34;4631;2,8;Санкт-Петербург;0;Ж
113;35;1886;1,9;Новосибирск;0;М
114;64;534;4,3;Екатеринбург;0;Ж
115;32;5800;3,3;Москва;0;М
116;38;26085;2,6;Москва;0;Ж
117;34;3710;2,9;Санкт-Петербург;0;Ж
118;20;10587;4,3;Новосибирск;0;Ж
119;48;16374;3,5;Москва;0;М
120;44;2220;3,6;Казань;1;М
121;44;3409;4,1;Санкт-Петербург;0;Ж
122;24;5261;4,3;Москва;1;Ж
123;51;7241;2,3;Москва;1;М
124;18;19179;1,8;Москва;0;М
125;42;5877;2,6;Новосибирск;0;М
126;61;9237;5,0;Казань;0;Ж
127;23;9497;2,7;Санкт-Петербург;1;Ж
128;28;3502;2,7;Казань;1;Ж
129;36;8454;4,6;Екатеринбург;0;Ж
130;28;13387;3,4;Санкт-Петербург;0;М
131;18;16749;3,2;Новосибирск;1;Ж
132;35;7268;3,7;Санкт-Петербург;0;М
133;22;1830;4,0;Санкт-Петербург;0;М
134;40;24700;3,0;Москва;1;М
135;23;14426;2,8;Новосибирск;0;М
136;53;6793;4,4;Москва;0;М
137;25;3146;4,3;Екатеринбург;1;М
138;31;18187;3,0;Екатеринбург;0;М
139;44;2308;3,1;Москва;0;М
140;20;6702;4,7;Москва;0;Ж
141;37;10534;4,0;Санкт-Петербург;0;М
142;50;19691;4,0;Санкт-Петербург;1;М
143;18;1164;4,5;Москва;0;М
144;37;5397;2,9;Санкт-Петербург;0;Ж
145;38;5119;3,7;Москва;0;Ж
146;44;15540;4,1;Москва;0;Ж
147;20;7093;3,8;Москва;0;Ж
148;19;15654;1,8;Москва;0;М
149;41;7569;3,0;Новосибирск;0;М
150;38;4631;5,0;Казань;0;М
151;38;5739;3,3;Санкт-Петербург;0;Ж
152;39;32858;3,7;Санкт-Петербург;1;Ж
153;26;1741;3,1;Москва;0;М
154;37;10145;4,7;Санкт-Петербург;0;М
155;38;2974;2,8;Москва;0;М
156;26;2504;2,6;Санкт-Петербург;0;М
157;57;11144;3,3;Казань;0;Ж
158;40;6796;4,6;Москва;1;Ж
159;20;6645;2,8;Новосибирск;0;Ж
160;42;8899;4,7;Москва;1;М
161;23;745;3,9;Москва;0;М
162;44;7202;4,3;Москва;0;Ж
163;48;9944;3,4;Москва;1;Ж
164;25;1066;4,8;Москва;0;М
165;46;2810;3,3;Москва;0;М
166;39;1157;3,8;Санкт-Петербург;0;Ж
167;44;8825;5,0;Москва;0;М
168;57;14919;4,9;Новосибирск;0;Ж
169;32;9697;3,1;Екатеринбург;0;М
170;25;10843;2,3;Санкт-Петербург;0;Ж
171;24;3247;2,9;Москва;0;М
172;25;7612;4,2;Москва;0;Ж
173;34;14398;4,3;Екатеринбург;1;М
174;39;15351;3,3;Санкт-Петербург;1;М
175;38;10571;2,5;Санкт-Петербург;0;Ж
176;44;35040;4,4;Москва;1;Ж
177;35;5472;4,5;Санкт-Петербург;1;Ж
178;52;1593;2,3;Москва;0;М
179;31;7322;4,4;Казань;1;Ж
180;67;4124;4,7;Екатеринбург;0;Ж
181;42;6171;3,2;Москва;0;М
182;24;9570;4,1;Санкт-Петербург;0;М
183;22;1062;3,3;Москва;0;М
184;40;2873;2,8;Санкт-Петербург;0;М
185;32;2273;2,3;Екатеринбург;0;М
186;43;13369;2,2;Санкт-Петербург;0;Ж
187;40;4160;2,9;Москва;0;Ж
188;34;8056;4,8;Москва;1;Ж
189;24;7560;4,3;Екатеринбург;0;Ж
190;18;3058;4,7;Санкт-Петербург;0;М
191;29;4855;3,9;Санкт-Петербург;0;М
192;45;20978;4,6;Москва;0;Ж
193;37;20517;3,9;Москва;0;Ж
194;20;3547;4,4;Казань;0;М
195;37;4247;4,8;Санкт-Петербург;0;М
196;39;2995;3,4;Санкт-Петербург;0;М
197;24;1052;3,0;Санкт-Петербург;0;М
198;36;11259;4,1;Новосибирск;0;М
199;35;67015;4,4;Москва;1;М
200;21;3446;3,4;Москва;0;Ж
201;39;6812;3,6;Санкт-Петербург;1;М
202;41;3950;3,9;Новосибирск;0;Ж
203;47;5260;4,4;Новосибирск;0;М
204;47;1981;3,7;Екатеринбург;0;Ж
205;18;3405;4,5;Москва;0;Ж
206;23;11069;2,8;Москва;0;Ж
207;41;5442;3,5;Казань;0;М
208;41;13579;3,6;Санкт-Петербург;0;Ж
209;41;6580;4,5;Санкт-Петербург;0;Ж
210;80;2056;4,1;Новосибирск;0;М
211;41;3100;2,5;Санкт-Петербург;0;М
212;48;11895;4,3;Москва;1;М
213;46;2002;3,1;Новосибирск;0;М
214;42;1804;2,7;Екатеринбург;0;М
215;31;1893;3,0;Санкт-Петербург;0;Ж
216;44;18146;3,9;Санкт-Петербург;1;М
217;25;8164;3,2;Москва;1;Ж
218;32;25734;3,6;Москва;1;Ж
219;29;2399;2,8;Москва;0;Ж
220;35;688;2,9;Москва;0;М
221;62;4426;3,1;Казань;0;Ж
222;18;18362;4,9;Новосибирск;0;М
223;43;7601;3,8;Новосибирск;1;М
224;18;1639;2,3;Санкт-Петербург;0;М
225;29;1340;3,2;Москва;0;Ж
226;48;12814;4,6;Казань;0;Ж
227;35;7565;4,5;Москва;1;М
228;22;16872;3,5;Москва;0;М
229;26;8293;4,2;Санкт-Петербург;0;М
230;43;2655;4,9;Екатеринбург;0;Ж
231;26;12502;2,9;Екатеринбург;0;Ж
232;37;2346;3,9;Москва;0;М
233;35;1543;4,6;Екатеринбург;0;М
234;27;2456;3,5;Москва;0;Ж
235;60;25188;2,9;Москва;1;М
236;42;24206;2,9;Екатеринбург;1;М
237;18;3580;3,4;Екатеринбург;0;Ж
238;37;3264;4,3;Санкт-Петербург;1;М
239;27;1414;4,2;Санкт-Петербург;0;Ж
240;45;4797;3,3;Екатеринбург;1;М
241;25;4736;2,1;Новосибирск;1;Ж
242;33;6077;4,0;Екатеринбург;0;Ж
243;41;23167;4,1;Санкт-Петербург;0;М
244;45;9289;3,0;Казань;0;Ж
245;20;3981;3,5;Казань;1;М
246;30;2820;2,1;Москва;0;М
247;29;3296;3,3;Екатеринбург;0;М
248;27;6710;4,7;Санкт-Петербург;0;М
249;56;38972;2,7;Москва;1;М
250;39;6465;4,4;Санкт-Петербург;1;Ж
251;19;16831;3,8;Москва;0;М
252;46;26453;3,0;Санкт-Петербург;0;М
253;60;6930;3,5;Екатеринбург;1;Ж
254;47;6975;4,0;Москва;1;Ж
255;18;3683;3,7;Санкт-Петербург;0;М
256;29;5166;3,7;Казань;0;М
257;50;3690;2,9;Санкт-Петербург;0;М
258;26;9970;3,4;Москва;0;М
259;40;1423;2,5;Санкт-Петербург;0;Ж
260;44;3204;3,2;Санкт-Петербург;0;М
261;23;6395;3,9;Санкт-Петербург;0;Ж
262;34;9858;3,8;Екатеринбург;0;Ж
263;18;28459;3,6;Санкт-Петербург;0;Ж
264;22;1752;4,3;Екатеринбург;0;М
265;31;7124;3,4;Санкт-Петербург;1;Ж
266;20;1233;3,9;Москва;1;Ж
267;54;2022;3,5;Новосибирск;0;Ж
268;18;3042;3,9;Новосибирск;1;Ж
269;29;3238;4,4;Санкт-Петербург;0;М
270;36;8716;2,9;Москва;1;Ж
271;52;7154;3,6;Москва;0;Ж
272;18;3870;2,3;Москва;0;М
273;48;7157;3,3;Москва;0;Ж
274;35;5384;3,8;Новосибирск;0;Ж
275;23;2150;4,4;Москва;0;Ж
276;40;1275;3,5;Новосибирск;0;Ж
277;37;7839;3,0;Москва;0;М
278;27;42150;4,1;Москва;1;Ж
279;35;37358;2,6;Санкт-Петербург;0;Ж
280;30;10387;3,4;Москва;0;Ж
281;36;15772;3,3;Екатеринбург;0;Ж
282;42;19978;4,5;Москва;1;М
283;54;6257;4,1;Санкт-Петербург;0;М
284;20;5371;4,1;Екатеринбург;0;Ж
285;60;4515;3,9;Санкт-Петербург;0;Ж
286;18;7987;3,9;Москва;0;М
287;33;3240;4,3;Санкт-Петербург;0;Ж
288;42;4367;4,5;Новосибирск;0;Ж
289;38;1915;3,7;Казань;0;Ж
290;27;7186;2,7;Екатеринбург;0;Ж
291;32;2281;4,6;Москва;0;М
292;29;5049;3,0;Казань;0;Ж
293;27;7334;2,3;Москва;0;Ж
294;45;14219;4,9;Москва;1;Ж
295;39;9110;2,0;Екатеринбург;0;Ж
296;26;11079;3,8;Москва;1;М
297;45;7250;2,9;Москва;0;Ж
298;38;3329;3,1;Москва;0;Ж
299;44;2322;5,0;Санкт-Петербург;1;Ж
300;42;7511;1,6;Новосибирск;0;Ж
301;25;6240;4,6;Санкт-Петербург;0;Ж
302;28;11055;4,6;Москва;0;Ж
303;43;4816;2,5;Санкт-Петербург;0;Ж
304;42;2243;3,6;Казань;1;Ж
305;34;4567;2,8;Екатеринбург;0;М
306;36;9989;4,2;Москва;0;М
307;50;7192;4,8;Казань;0;М
308;27;9355;3,7;Новосибирск;1;Ж
309;41;2835;1,9;Москва;1;М
310;32;2162;3,0;Москва;0;Ж
311;32;7199;4,8;Москва;0;Ж
312;48;2574;3,8;Новосибирск;1;Ж
313;44;3810;3,2;Москва;0;М
314;44;9142;2,9;Санкт-Петербург;1;М
315;50;32513;2,4;Москва;1;Ж
316;35;8035;4,5;Казань;0;М
317;43;10617;4,9;Москва;0;Ж
318;31;12852;3,7;Екатеринбург;1;Ж
319;38;2499;4,8;Казань;0;Ж
320;33;3008;2,4;Москва;0;Ж
321;36;2330;4,5;Санкт-Петербург;0;М
322;42;11947;3,7;Москва;1;М
323;25;2821;4,3;Екатеринбург;0;Ж
324;60;3586;3,5;Санкт-Петербург;0;Ж
325;22;5004;3,7;Москва;0;М
326;20;18270;3,6;Москва;0;М
327;48;8314;4,2;Москва;0;М
328;44;2648;3,9;Казань;0;Ж
329;42;11693;5,0;Новосибирск;1;М
330;42;55053;3,8;Екатеринбург;1;М
331;34;18977;4,6;Москва;1;Ж
332;24;1368;4,0;Москва;0;М
333;35;2363;3,1;Казань;0;М
334;26;2222;4,6;Москва;0;М
335;46;15561;2,4;Казань;0;Ж
336;33;13427;4,0;Москва;0;М
337;25;2980;2,1;Москва;0;М
338;31;2929;3,4;Новосибирск;0;Ж
339;39;5093;2,3;Казань;0;М
340;28;10738;3,8;Казань;1;Ж
341;25;2275;3,6;Москва;0;М
342;37;6518;3,9;Москва;1;М
343;37;4081;4,6;Санкт-Петербург;1;Ж
344;28;13600;3,9;Санкт-Петербург;0;Ж
345;29;1201;1,8;Новосибирск;0;М
346;37;3280;2,3;Москва;1;Ж
347;18;6960;3,3;Казань;0;Ж
348;18;1827;4,8;Санкт-Петербург;0;М
349;26;8497;4,2;Екатеринбург;1;Ж
350;32;5169;3,7;Санкт-Петербург;0;М
351;38;8435;2,8;Санкт-Петербург;0;М
352;52;4118;3,4;Казань;0;М
353;45;20400;3,6;Санкт-Петербург;0;Ж
354;33;4913;4,1;Екатеринбург;0;М
355;34;12741;4,3;Казань;0;Ж
356;22;6141;2,4;Новосибирск;0;М
357;34;27037;2,8;Санкт-Петербург;0;М
358;31;21670;4,6;Москва;1;Ж
359;38;5088;2,4;Москва;0;Ж
360;25;8127;3,5;Москва;0;М
361;41;3989;4,7;Москва;0;М
362;53;3957;2,4;Москва;0;Ж
363;33;1732;3,4;Москва;0;М
364;39;2574;4,5;Москва;0;Ж
365;43;25559;4,4;Санкт-Петербург;0;Ж
366;30;1875;3,2;Москва;0;Ж
367;37;2909;3,1;Москва;0;Ж
368;35;8188;2,4;Новосибирск;1;Ж
369;36;8538;3,7;Санкт-Петербург;1;М
370;25;6680;3,4;Санкт-Петербург;0;М
371;35;3376;4,7;Санкт-Петербург;0;М
372;40;11613;2,6;Екатеринбург;1;М
373;52;26999;3,9;Санкт-Петербург;1;Ж
374;46;13538;3,8;Санкт-Петербург;0;М
375;60;3967;2,8;Казань;0;Ж
376;25;22452;5,0;Екатеринбург;1;Ж
377;45;1964;3,5;Санкт-Петербург;0;Ж
378;37;2759;2,3;Санкт-Петербург;0;Ж
379;61;1921;3,1;Москва;0;Ж
380;25;4738;3,0;Санкт-Петербург;0;М
381;24;2471;2,3;Казань;0;Ж
382;27;3569;3,3;Санкт-Петербург;1;М
383;18;3609;4,0;Казань;0;Ж
384;28;1232;2,1;Санкт-Петербург;0;М
385;25;14210;4,7;Казань;0;М
386;36;3146;2,8;Санкт-Петербург;0;М
387;39;10810;4,1;Москва;0;Ж
388;57;3315;3,6;Санкт-Петербург;0;Ж
389;46;3280;2,7;Москва;1;М
390;28;12586;3,4;Москва;0;М
391;24;5276;4,3;Екатеринбург;0;М
392;40;22237;2,7;Москва;0;М
393;19;3383;4,9;Новосибирск;0;Ж
394;56;3442;2,8;Москва;0;М
395;49;10980;3,6;Москва;0;Ж
396;29;11041;3,7;Казань;0;М
397;18;5556;2,5;Москва;0;Ж
398;51;70842;4,2;Санкт-Петербург;0;М
399;33;3926;3,2;Санкт-Петербург;0;Ж
400;49;1780;4,3;Санкт-Петербург;0;Ж
401;18;4607;4,5;Екатеринбург;1;М
402;27;3945;3,5;Новосибирск;0;М
403;35;16564;3,5;Санкт-Петербург;0;М
404;35;4234;4,5;Екатеринбург;0;М
405;29;17203;2,9;Москва;0;М
406;42;16312;2,6;Санкт-Петербург;1;М
407;22;11692;4,6;Казань;0;М
408;33;6699;3,7;Санкт-Петербург;0;М
409;36;6656;4,0;Екатеринбург;0;М
410;41;8974;2,9;Новосибирск;0;М
411;43;4945;3,2;Екатеринбург;1;М
412;21;3150;1,9;Казань;0;Ж
413;18;6500;2,3;Москва;0;Ж
414;50;63419;3,7;Москва;1;Ж
415;38;2895;3,9;Санкт-Петербург;1;М
416;26;969;3,2;Новосибирск;0;М
417;53;3979;2,7;Москва;0;М
418;36;11211;3,0;Москва;0;Ж
419;49;5120;3,3;Москва;0;Ж
420;35;1928;2,1;Казань;0;М
421;59;8544;4,7;Новосибирск;1;Ж
422;56;1228;4,2;Санкт-Петербург;0;Ж
423;32;8128;4,3;Москва;0;Ж
424;46;3838;1,4;Москва;0;М
425;42;4602;3,7;Москва;0;М
426;51;13334;3,0;Москва;1;М
427;23;5793;2,9;Екатеринбург;0;М
428;43;3187;4,8;Казань;0;Ж
429;47;11236;1,8;Москва;0;М
430;18;9297;4,2;Москва;0;Ж
431;20;1188;4,0;Москва;0;М
432;18;4087;4,2;Санкт-Петербург;0;М
433;31;2070;3,5;Москва;0;М
434;43;1782;2,7;Москва;0;М
435;53;18122;4,8;Москва;1;Ж
436;35;3514;2,7;Новосибирск;0;Ж
437;54;4384;4,5;Новосибирск;0;Ж
438;18;2876;3,3;Санкт-Петербург;0;Ж
439;18;19481;3,4;Москва;1;М
440;34;23712;5,0;Екатеринбург;1;Ж
441;39;27895;3,5;Казань;0;М
442;34;4252;4,0;Москва;0;Ж
443;18;1542;2,2;Москва;0;Ж
444;33;3284;3,7;Санкт-Петербург;0;М
445;19;25062;4,2;Москва;1;М
446;43;7847;2,5;Санкт-Петербург;1;Ж
447;39;3023;4,3;Санкт-Петербург;1;М
448;23;2693;2,8;Санкт-Петербург;0;М
449;28;3207;2,0;Москва;0;М
450;22;2067;3,8;Санкт-Петербург;0;Ж
451;34;5848;3,4;Казань;0;М
452;46;4613;4,4;Москва;0;Ж
453;23;25251;3,5;Новосибирск;1;Ж
454;41;3440;3,1;Москва;0;Ж
455;28;7680;1,8;Москва;0;М
456;25;3314;4,6;Санкт-Петербург;0;Ж
457;33;1990;2,1;Москва;0;М
458;22;3183;2,3;Москва;0;Ж
459;28;1346;2,4;Москва;0;Ж
460;20;20549;3,6;Санкт-Петербург;0;Ж
461;58;5508;4,4;Новосибирск;0;Ж
462;35;4962;3,5;Москва;1;Ж
463;26;8893;3,8;Новосибирск;1;М
464;37;692;4,2;Москва;0;Ж
465;33;15482;4,1;Санкт-Петербург;0;М
466;32;14317;4,0;Санкт-Петербург;0;М
467;42;10224;4,6;Новосибирск;1;М
468;44;6345;2,8;Казань;0;Ж
469;28;1782;4,7;Казань;0;М
470;28;4737;4,6;Москва;1;Ж
471;31;1264;4,1;Екатеринбург;0;Ж
472;18;11468;4,3;Москва;1;Ж
473;18;11485;2,1;Казань;0;Ж
474;51;3617;2,4;Москва;0;М
475;54;6490;3,3;Москва;0;Ж
476;32;29615;2,8;Москва;1;Ж
477;41;3485;2,3;Москва;1;Ж
478;38;21513;3,5;Новосибирск;0;М
479;71;12405;4,8;Казань;0;М
480;48;7413;3,6;Санкт-Петербург;0;Ж
481;33;16230;4,1;Новосибирск;1;М
482;23;10687;3,2;Новосибирск;0;М
483;18;12264;3,0;Москва;1;М
484;37;15407;4,1;Москва;0;М
485;25;3421;2,0;Москва;0;М
486;18;7111;2,9;Москва;0;Ж
487;27;14147;2,1;Москва;0;Ж
488;22;1305;4,0;Москва;1;М
489;55;6976;4,2;Москва;0;М
490;45;8775;4,5;Москва;0;Ж
491;34;1252;3,8;Екатеринбург;0;М
492;52;6157;4,4;Москва;0;Ж
493;35;4833;4,5;Санкт-Петербург;1;М
494;24;6750;2,9;Санкт-Петербург;0;М
495;53;7867;3,4;Санкт-Петербург;1;Ж
496;41;2305;2,9;Москва;0;Ж
497;22;35300;3,2;Москва;1;Ж
498;32;10534;2,0;Москва;1;М
499;24;6099;4,3;Москва;0;М
500;18;23383;2,8;Москва;1;Ж
501;46;2360;2,8;Санкт-Петербург;0;Ж
502;57;4946;3,4;Новосибирск;0;М
503;18;5863;3,3;Санкт-Петербург;1;Ж
504;41;3953;2,5;Санкт-Петербург;0;Ж
505;27;27580;4,4;Москва;0;М
506;29;20955;5,0;Екатеринбург;1;М
507;27;17299;3,7;Москва;1;Ж
508;24;7474;3,9;Новосибирск;0;М
509;35;6934;5,0;Новосибирск;0;Ж
510;25;1140;3,4;Санкт-Петербург;0;М
511;38;30865;5,0;Москва;0;Ж
512;34;1523;3,8;Санкт-Петербург;0;М
513;32;19654;4,9;Москва;0;М
514;24;8057;3,8;Москва;0;М
515;28;5679;4,9;Москва;0;М
516;44;3849;4,4;Москва;0;М
517;41;39502;3,0;Санкт-Петербург;0;М
518;23;7971;3,4;Екатеринбург;0;Ж
519;36;7497;4,0;Москва;1;Ж
520;44;3202;3,6;Казань;0;Ж
521;18;2909;4,1;Казань;0;М
522;41;5117;3,9;Казань;0;М
523;27;2334;4,4;Екатеринбург;0;М
524;41;8465;3,7;Москва;0;Ж
525;25;2932;2,7;Москва;0;М
526;18;10981;4,3;Санкт-Петербург;0;Ж
527;18;10786;3,3;Санкт-Петербург;0;М
528;35;4701;3,1;Екатеринбург;0;Ж
529;38;7818;2,7;Казань;0;М
530;24;8137;2,8;Санкт-Петербург;0;М
531;42;1525;4,9;Москва;0;Ж
532;18;19640;2,3;Москва;0;Ж
533;34;4005;3,6;Москва;0;Ж
534;20;8573;3,6;Санкт-Петербург;0;М
535;27;21856;4,7;Санкт-Петербург;1;Ж
536;35;670;4,5;Екатеринбург;0;Ж
537;24;2905;3,7;Санкт-Петербург;0;М
538;30;9626;3,5;Екатеринбург;0;М
539;47;5165;3,4;Санкт-Петербург;0;Ж
540;28;17314;3,1;Екатеринбург;1;Ж
541;45;5291;2,2;Москва;0;Ж
542;21;13141;2,3;Екатеринбург;0;Ж
543;41;5384;4,7;Новосибирск;0;М
544;52;15356;3,4;Москва;0;Ж
545;18;2243;3,4;Москва;0;Ж
546;25;4437;2,1;Казань;0;Ж
547;41;3057;4,4;Москва;0;Ж
548;32;6707;2,5;Санкт-Петербург;0;Ж
549;39;3932;4,8;Москва;0;М
550;27;4090;2,2;Новосибирск;0;М
551;36;2796;1,6;Екатеринбург;0;М
552;33;3399;3,2;Москва;0;Ж
553;49;4874;3,2;Санкт-Петербург;0;М
554;38;975;4,4;Казань;0;Ж
555;39;779;4,0;Новосибирск;0;М
556;30;5152;2,6;Екатеринбург;0;М
557;29;536;2,5;Санкт-Петербург;0;М
558;29;11659;5,0;Москва;1;Ж
559;39;3634;4,5;Санкт-Петербург;0;М
560;29;7582;3,9;Новосибирск;0;Ж
561;38;2870;2,8;Москва;0;М
562;59;17250;4,6;Москва;0;М
563;45;9686;3,3;Москва;0;М
564;31;1465;3,8;Санкт-Петербург;0;Ж
565;49;3914;3,3;Екатеринбург;0;М
566;30;16676;3,6;Москва;0;Ж
567;18;6616;3,6;Новосибирск;1;Ж
568;22;4711;3,6;Казань;0;М
569;18;15112;3,4;Москва;0;М
570;30;3189;1,9;Новосибирск;0;М
571;35;12068;3,6;Казань;0;Ж
572;55;5349;2,6;Казань;1;Ж
573;38;487;4,7;Москва;0;Ж
574;32;13132;4,4;Москва;0;М
575;44;6981;5,0;Москва;0;М
576;18;21986;3,9;Новосибирск;1;М
577;37;2050;4,6;Новосибирск;0;М
578;44;5533;2,5;Новосибирск;1;М
579;18;12336;3,6;Москва;0;Ж
580;48;5970;2,5;Москва;0;Ж
581;39;11986;3,5;Санкт-Петербург;1;Ж
582;30;5864;3,4;Санкт-Петербург;0;М
583;42;27577;3,6;Новосибирск;1;М
584;62;8768;3,2;Санкт-Петербург;0;М
585;37;9796;2,1;Москва;1;М
586;37;1599;4,3;Москва;0;Ж
587;29;7867;3,5;Москва;0;М
588;24;6649;3,4;Москва;1;Ж
589;44;1908;4,1;Москва;0;Ж
590;24;14081;3,6;Москва;0;М
591;35;9876;4,6;Москва;0;Ж
592;29;6691;3,4;Москва;0;Ж
593;40;4312;3,9;Новосибирск;1;М
594;39;20566;4,6;Москва;0;Ж
595;47;11193;3,8;Новосибирск;0;М
596;28;3854;4,6;Новосибирск;0;Ж
597;31;3254;3,8;Санкт-Петербург;0;М
598;23;5233;3,6;Казань;0;М
599;29;3351;3,5;Москва;0;М
600;39;28838;2,7;Новосибирск;0;Ж
601;44;3610;3,2;Казань;0;М
602;23;5220;4,6;Екатеринбург;1;М
603;45;17513;4,8;Москва;0;М
604;51;3117;3,1;Москва;0;М
605;39;9220;2,9;Москва;0;Ж
606;57;23162;4,7;Санкт-Петербург;1;Ж
607;25;4689;4,8;Новосибирск;0;Ж
608;20;2256;3,0;Москва;0;Ж
609;18;4728;3,4;Санкт-Петербург;0;Ж
610;52;1927;2,9;Новосибирск;0;Ж
611;42;4822;4,2;Санкт-Петербург;0;Ж
612;34;9120;4,2;Екатеринбург;0;М
613;38;19423;4,6;Новосибирск;0;М
614;21;2058;1,5;Москва;0;Ж
615;64;10039;5,0;Санкт-Петербург;1;Ж
616;36;3229;2,0;Москва;0;Ж
617;36;15561;5,0;Санкт-Петербург;1;М
618;43;1454;4,3;Казань;0;Ж
619;40;2338;2,9;Екатеринбург;0;Ж
620;37;1269;3,1;Санкт-Петербург;0;М
621;25;2895;4,7;Москва;1;М
622;40;2897;4,7;Москва;0;М
623;57;38462;2,3;Санкт-Петербург;1;Ж
624;51;6490;2,8;Москва;0;Ж
