OrderID;OrderDate;ProductID;CustomerID;Quantity;UnitPrice;Discount;TotalAmount
145;2021-01-14;4;379;1;152685,91;0,00;152685,91
146;2021-01-14;6;1272;1;15422,81;0,14;13246,17
147;2021-01-14;1;1371;1;121793,74;0,00;121793,74
148;2021-01-15;9;31;1;40630,98;0,00;40630,98
149;2021-01-15;1;1026;1;135476,27;0,08;124461,74
150;2021-01-15;3;1279;1;266722,52;0,11;236094,37
151;2021-01-15;1;1705;1;127105,74;0,13;110472,79
152;2021-01-15;4;921;1;137428,60;0,00;137428,60
153;2021-01-15;3;1895;1;280358,13;0,00;280358,13
154;2021-01-15;9;1439;1;49219,53;0,00;49219,53
155;2021-01-15;3;212;1;208938,95;0,00;208938,95
156;2021-01-15;6;551;2;15159,56;0,00;30319,13
157;2021-01-15;1;1196;1;130548,97;0,09;118346,47
158;2021-01-15;2;1010;1;75470,67;0,05;71847,44
159;2021-01-15;5;978;1;40120,87;0,00;40120,87
160;2021-01-15;1;528;1;101606,72;0,00;101606,72
161;2021-01-15;6;1103;1;14624,79;0,00;14624,79
162;2021-01-16;6;613;1;13288,46;0,00;13288,46
163;2021-01-16;5;1547;1;30355,35;0,00;30355,35
164;2021-01-16;2;592;1;103571,64;0,01;102297,54
165;2021-01-16;2;21;2;85575,04;0,04;164899,66
166;2021-01-16;3;404;1;207653,93;0,00;207653,93
167;2021-01-16;1;1990;1;130682,01;0,00;130682,01
168;2021-01-16;7;943;1;18244,86;0,13;15851,87
169;2021-01-16;2;634;1;78794,73;0,04;75632,77
170;2021-01-16;3;1444;1;219589,23;0,00;219589,23
171;2021-01-16;9;25;1;36615,57;0,14;31591,76
172;2021-01-16;3;227;3;226495,67;0,00;679487,01
173;2021-01-16;1;53;1;114393,08;0,00;114393,08
174;2021-01-16;7;999;1;14711,23;0,04;14083,04
175;2021-01-16;2;463;2;79011,10;0,00;158022,21
176;2021-01-17;1;1738;1;141405,19;0,00;141405,19
177;2021-01-17;3;1717;1;250525,35;0,00;250525,35
178;2021-01-17;1;1930;1;102522,16;0,00;102522,16
179;2021-01-17;1;1504;1;113861,25;0,07;105510,37
180;2021-01-17;2;371;1;95372,95;0,00;95372,95
181;2021-01-17;3;753;1;283632,63;0,00;283632,63
182;2021-01-17;3;67;2;257157,60;0,00;514315,20
183;2021-01-17;5;925;1;29620,18;0,00;29620,18
184;2021-01-17;1;977;1;113275,34;0,04;108911,47
185;2021-01-17;1;1912;1;133560,66;0,00;133560,66
186;2021-01-17;4;758;1;151860,98;0,14;130105,46
187;2021-01-18;7;1931;1;13370,32;0,00;13370,32
188;2021-01-18;2;1746;1;100390,87;0,00;100390,87
189;2021-01-18;7;309;1;15035,14;0,00;15035,14
190;2021-01-18;6;286;1;13331,60;0,12;11770,65
191;2021-01-18;2;936;1;85192,52;0,09;77164,75
192;2021-01-18;1;1668;1;113027,28;0,00;113027,28
193;2021-01-18;3;1221;1;217441,15;0,00;217441,15
194;2021-01-18;6;1264;1;12571,63;0,00;12571,63
195;2021-01-18;4;455;1;132284,38;0,00;132284,38
196;2021-01-18;5;210;1;30616,63;0,01;30196,76
197;2021-01-18;3;1063;1;233738,35;0,06;219702,49
198;2021-01-18;3;1791;2;267300,44;0,00;534600,88
199;2021-01-18;7;339;2;13793,70;0,00;27587,39
200;2021-01-18;6;770;1;14879,04;0,00;14879,04
201;2021-01-19;3;1738;1;265262,20;0,05;250756,35
202;2021-01-19;6;1260;1;14568,86;0,00;14568,86
203;2021-01-19;1;500;1;123292,74;0,00;123292,74
204;2021-01-19;2;1593;1;82896,81;0,00;82896,81
205;2021-01-19;9;1487;1;51614,29;0,00;51614,29
206;2021-01-19;2;1975;1;85372,68;0,11;76367,58
207;2021-01-19;1;675;1;114343,91;0,00;114343,91
208;2021-01-19;2;1832;1;93628,88;0,00;93628,88
209;2021-01-19;7;1902;1;14515,33;0,14;12483,01
210;2021-01-19;5;405;1;29172,86;0,00;29172,86
211;2021-01-19;5;1677;1;33022,50;0,03;32064,81
212;2021-01-19;8;195;1;8028,68;0,15;6849,77
213;2021-01-19;2;164;1;80743,51;0,00;80743,51
214;2021-01-19;1;56;1;139203,39;0,00;139203,39
215;2021-01-20;4;855;1;107792,13;0,15;91946,60
216;2021-01-20;3;1117;3;217524,72;0,02;638007,86
217;2021-01-20;5;574;2;35557,58;0,00;71115,15
218;2021-01-20;8;439;1;7964,36;0,00;7964,36
219;2021-01-20;3;415;1;258204,15;0,00;258204,15
220;2021-01-20;1;463;1;139953,21;0,00;139953,21
221;2021-01-20;1;1760;2;106039,89;0,11;188497,28
222;2021-01-21;3;1881;1;289194,32;0,00;289194,32
223;2021-01-21;3;62;1;227967,57;0,00;227967,57
224;2021-01-21;1;977;1;126409,66;0,07;118010,67
225;2021-01-21;3;1691;1;244050,55;0,00;244050,55
226;2021-01-21;4;635;1;134309,19;0,00;134309,19
227;2021-01-21;4;376;1;120349,30;0,00;120349,30
228;2021-01-21;8;1626;1;6165,80;0,02;6049,62
229;2021-01-21;2;688;1;104943,32;0,00;104943,32
230;2021-01-21;3;634;2;213721,79;0,00;427443,58
231;2021-01-21;3;1273;1;294744,72;0,00;294744,72
232;2021-01-21;2;1882;1;98440,49;0,07;91193,15
233;2021-01-21;1;582;1;122519,58;0,02;120201,43
234;2021-01-21;3;1070;1;225231,16;0,00;225231,16
235;2021-01-21;1;1317;1;142491,23;0,00;142491,23
236;2021-01-21;1;1078;1;98372,29;0,00;97887,46
237;2021-01-21;3;824;1;261532,43;0,00;261532,43
238;2021-01-21;1;1442;3;129162,32;0,00;387486,95
239;2021-01-21;8;1891;1;5746,79;0,00;5746,79
240;2021-01-22;6;870;1;13234,54;0,00;13234,54
241;2021-01-22;5;1681;1;35384,38;0,09;32239,62
242;2021-01-22;3;499;1;297031,97;0,04;285068,79
243;2021-01-22;3;683;1;271458,75;0,00;271458,75
244;2021-01-22;2;878;1;85982,74;0,00;85982,74
245;2021-01-22;7;311;1;14210,50;0,00;14210,50
246;2021-01-22;1;225;3;136361,79;0,10;368684,11
247;2021-01-22;2;1244;2;102751,14;0,00;205502,28
248;2021-01-22;1;1104;2;97453,85;0,13;169920,29
249;2021-01-22;4;1567;1;154987,66;0,03;149741,37
250;2021-01-22;1;706;2;128444,85;0,00;256889,69
251;2021-01-22;5;1660;1;33105,67;0,00;33105,67
252;2021-01-22;3;1534;1;232601,30;0,14;200317,82
253;2021-01-22;7;1387;2;15733,79;0,00;31467,58
254;2021-01-22;1;1649;1;112137,55;0,00;112137,55
255;2021-01-22;9;1761;1;45040,09;0,07;42053,49
256;2021-01-23;5;997;2;36300,71;0,00;72601,41
257;2021-01-23;2;1878;1;84813,56;0,00;84813,56
258;2021-01-23;3;1509;1;274740,31;0,00;274740,31
259;2021-01-23;3;1080;2;207779,59;0,00;415559,17
260;2021-01-23;8;1364;1;8179,93;0,00;8179,93
261;2021-01-23;4;1090;1;108495,88;0,00;108495,88
262;2021-01-23;2;1115;1;82322,38;0,05;77923,28
263;2021-01-24;3;1879;1;280699,47;0,00;280699,47
264;2021-01-24;1;363;1;139169,23;0,00;139169,23
265;2021-01-24;1;155;1;107886,01;0,02;106237,82
266;2021-01-24;5;1624;1;33908,15;0,05;32353,28
267;2021-01-24;3;966;1;254072,54;0,00;254072,54
268;2021-01-24;1;716;1;112582,15;0,00;112582,15
269;2021-01-24;2;1316;1;95956,89;0,00;95956,89
270;2021-01-24;4;1688;1;135693,39;0,06;127407,75
271;2021-01-24;4;271;1;129709,07;0,00;129709,07
272;2021-01-25;7;1162;1;18498,75;0,00;18498,75
273;2021-01-25;1;594;1;104551,20;0,06;97996,33
274;2021-01-25;2;1958;1;98248,04;0,00;98248,04
275;2021-01-25;2;467;1;98861,29;0,00;98861,29
276;2021-01-25;5;1919;2;33514,14;0,00;67028,28
277;2021-01-25;2;1816;1;80859,55;0,02;79262,06
278;2021-01-25;6;1816;1;14935,77;0,04;14350,97
279;2021-01-25;7;587;2;14770,72;0,00;29541,44
280;2021-01-25;1;1319;1;128712,07;0,12;113286,92
281;2021-01-25;6;716;1;14565,49;0,00;14565,49
282;2021-01-26;2;634;1;82953,62;0,00;82904,91
283;2021-01-26;1;1558;1;135250,98;0,00;135250,98
284;2021-01-26;3;356;1;233914,38;0,00;233914,38
285;2021-01-26;2;146;1;102841,62;0,00;102841,62
286;2021-01-26;1;638;1;118483,01;0,00;118483,01
287;2021-01-26;7;487;1;15527,37;0,00;15527,37
288;2021-01-26;1;574;1;122374,66;0,00;122374,66
289;2021-01-26;3;700;1;293333,78;0,00;293333,78
290;2021-01-26;1;644;1;104529,52;0,00;104529,52
291;2021-01-26;2;1200;1;76068,31;0,00;76068,31
292;2021-01-26;7;1661;1;18434,59;0,00;18434,59
293;2021-01-26;5;441;1;29590,12;0,00;29590,12
294;2021-01-26;3;568;1;244948,54;0,00;244948,54
295;2021-01-26;3;1215;1;206310,58;0,00;206310,58
296;2021-01-26;4;1829;1;145216,51;0,00;145216,51
297;2021-01-27;7;1690;1;16062,52;0,00;16062,52
298;2021-01-27;1;716;1;109779,22;0,00;109779,22
299;2021-01-27;3;850;1;213819,76;0,00;213819,76
300;2021-01-27;3;1807;1;272913,11;0,00;272913,11
301;2021-01-27;8;380;2;7169,74;0,00;14339,47
302;2021-01-27;2;1876;1;83399,60;0,00;83399,60
303;2021-01-27;2;735;3;78756,58;0,01;232772,30
304;2021-01-27;3;1820;1;246425,17;0,00;246425,17
305;2021-01-27;6;1519;2;14674,90;0,00;29349,79
306;2021-01-27;1;710;1;96607,39;0,00;96607,39
307;2021-01-27;3;1317;1;253536,92;0,00;253536,92
308;2021-01-27;3;982;1;252022,28;0,00;252022,28
309;2021-01-27;9;1862;1;37070,41;0,00;37070,41
310;2021-01-27;1;1;1;140702,41;0,08;129906,47
311;2021-01-27;7;1582;1;15288,28;0,10;13750,78
312;2021-01-27;2;1940;2;78001,54;0,01;154004,48
313;2021-01-27;7;1139;1;14773,90;0,00;14773,90
314;2021-01-27;2;708;1;105521,93;0,00;105521,93
315;2021-01-27;6;753;1;13032,45;0,00;13032,45
316;2021-01-27;9;1099;1;37286,03;0,00;37286,03
317;2021-01-27;8;1562;1;6152,97;0,00;6152,97
318;2021-01-27;2;1730;1;106475,42;0,00;106475,42
319;2021-01-27;1;85;1;111763,69;0,07;103745,48
320;2021-01-27;1;950;1;108739,14;0,00;108739,14
321;2021-01-28;3;138;1;293654,38;0,13;256566,56
322;2021-01-28;3;1355;1;290064,41;0,00;290064,41
323;2021-01-28;2;418;1;76010,45;0,12;66871,64
324;2021-01-28;3;1305;1;219948,36;0,10;198722,15
325;2021-01-28;2;854;1;100857,69;0,00;100857,69
326;2021-01-28;3;917;1;205813,52;0,00;205813,52
327;2021-01-28;4;1134;1;123717,49;0,00;123717,49
328;2021-01-28;4;1071;1;149021,74;0,13;130010,03
329;2021-01-28;7;651;1;15369,84;0,00;15369,84
330;2021-01-29;2;1869;1;77712,66;0,07;72517,27
331;2021-01-29;1;540;1;119891,54;0,00;119891,54
332;2021-01-29;6;1761;1;10416,49;0,04;9962,79
333;2021-01-29;7;1470;1;18436,44;0,11;16354,80
334;2021-01-29;3;264;1;246804,32;0,00;246804,32
335;2021-01-29;4;1083;1;140525,93;0,00;140525,93
336;2021-01-29;3;1313;2;293296,03;0,00;586592,07
337;2021-01-29;2;1815;1;85029,09;0,00;85029,09
338;2021-01-29;3;746;1;206060,06;0,00;206060,06
339;2021-01-29;3;1611;1;237891,07;0,00;237891,07
340;2021-01-29;1;1875;1;121747,01;0,00;121747,01
341;2021-01-29;6;1890;1;14951,01;0,12;13146,05
342;2021-01-29;2;628;1;84546,01;0,00;84546,01
343;2021-01-29;1;1316;1;128007,10;0,00;128007,10
344;2021-01-29;2;623;1;95797,96;0,00;95797,96
345;2021-01-30;1;922;1;120194,63;0,00;120194,63
346;2021-01-30;1;924;1;138909,17;0,11;123489,88
347;2021-01-30;2;1075;1;93726,50;0,00;93726,50
348;2021-01-30;1;1646;1;96131,75;0,12;84469,15
349;2021-01-30;2;1001;1;103072,03;0,00;103072,03
350;2021-01-30;9;229;2;40779,32;0,00;81558,64
351;2021-01-30;3;1737;1;293253,08;0,00;293253,08
352;2021-01-30;5;689;1;29888,38;0,00;29888,38
353;2021-01-31;2;464;1;76708,00;0,00;76708,00
354;2021-01-31;1;1442;1;140364,03;0,00;140364,03
355;2021-01-31;1;1559;1;99564,27;0,00;99564,27
356;2021-01-31;1;384;2;137960,52;0,00;275921,04
357;2021-01-31;1;1216;1;116763,09;0,00;116763,09
358;2021-01-31;4;664;1;131245,95;0,01;130498,32
359;2021-01-31;9;585;2;48396,27;0,05;91613,32
360;2021-01-31;3;1790;1;265412,38;0,15;226884,86
361;2021-01-31;2;974;2;94072,01;0,01;186253,43
362;2021-01-31;1;1290;1;142521,31;0,00;142521,31
363;2021-02-01;4;1749;1;151208,72;0,00;151208,72
364;2021-02-01;1;874;1;101428,50;0,00;101428,50
365;2021-02-01;3;1944;1;208235,00;0,00;208235,00
366;2021-02-01;1;569;1;141354,10;0,07;131582,24
367;2021-02-01;4;359;1;104256,08;0,00;104256,08
368;2021-02-01;1;1823;1;102053,10;0,00;102053,10
369;2021-02-01;1;1856;1;98219,15;0,00;98219,15
370;2021-02-01;4;1120;1;127028,31;0,00;127028,31
371;2021-02-01;5;1249;1;31918,27;0,00;31918,27
372;2021-02-02;2;390;1;92904,55;0,00;92904,55
373;2021-02-02;2;604;1;87776,53;0,00;87776,53
374;2021-02-02;4;1723;1;117636,59;0,07;109113,57
375;2021-02-02;7;787;1;15071,47;0,14;12896,91
376;2021-02-02;4;82;1;130064,95;0,06;122074,52
377;2021-02-02;6;1373;1;12875,69;0,00;12875,69
378;2021-02-02;1;1113;1;125033,00;0,00;125033,00
379;2021-02-02;3;1718;1;280965,80;0,00;280965,80
380;2021-02-02;2;677;1;105556,25;0,00;105556,25
381;2021-02-02;2;986;2;74970,25;0,00;149940,50
382;2021-02-02;2;1285;1;86629,29;0,00;86629,29
383;2021-02-02;6;1496;2;14923,75;0,13;26022,88
384;2021-02-02;6;795;1;14105,59;0,00;14105,59
385;2021-02-03;2;1366;1;102893,50;0,00;102893,50
386;2021-02-03;3;1528;1;200922,99;0,00;200922,99
387;2021-02-03;1;1353;2;113647,36;0,10;203569,19
388;2021-02-03;1;1241;1;135321,26;0,00;135321,26
389;2021-02-03;1;626;1;135610,70;0,07;125844,53
390;2021-02-03;3;1089;1;285328,16;0,00;285328,16
391;2021-02-03;2;395;1;91873,96;0,01;91269,23
392;2021-02-03;5;141;1;32551,61;0,00;32551,61
393;2021-02-03;2;1750;1;74844,67;0,06;70508,51
394;2021-02-03;3;1455;2;212606,81;0,02;415808,78
395;2021-02-04;5;577;1;35974,09;0,02;35215,95
396;2021-02-04;4;383;1;148532,42;0,00;148532,42
397;2021-02-04;8;56;1;7611,76;0,02;7490,58
398;2021-02-04;3;672;1;289567,70;0,00;289567,70
399;2021-02-04;2;434;1;76636,79;0,00;76636,79
400;2021-02-04;2;1809;1;74583,02;0,11;66596,29
401;2021-02-04;3;977;1;296674,69;0,00;296674,69
402;2021-02-04;2;247;1;96055,50;0,00;96055,50
403;2021-02-04;4;738;1;153331,85;0,08;141093,97
404;2021-02-04;3;1597;1;281329,44;0,00;281329,44
405;2021-02-04;4;1567;1;133811,28;0,13;116517,01
406;2021-02-04;8;1205;1;8367,79;0,00;8367,79
407;2021-02-04;8;820;1;7083,99;0,00;7083,99
408;2021-02-04;2;1846;1;87284,13;0,02;85674,76
409;2021-02-05;5;1819;1;28582,64;0,00;28582,64
410;2021-02-05;3;922;1;267868,11;0,11;239070,20
411;2021-02-05;5;63;1;34344,04;0,00;34344,04
412;2021-02-05;6;1937;1;11192,95;0,00;11192,95
413;2021-02-05;3;464;2;267408,00;0,00;534816,00
414;2021-02-05;1;1194;1;108616,19;0,05;102705,83
415;2021-02-05;2;7;1;87505,67;0,15;74549,14
416;2021-02-05;3;1202;1;228279,46;0,00;228279,46
417;2021-02-05;1;766;1;127182,87;0,12;111725,21
418;2021-02-05;3;1500;1;281250,01;0,00;280474,57
419;2021-02-05;4;841;1;139901,23;0,00;139901,23
420;2021-02-05;2;965;1;90464,07;0,00;90464,07
421;2021-02-05;2;1593;1;87260,97;0,00;87260,97
422;2021-02-05;2;533;1;96754,01;0,00;96754,01
423;2021-02-06;3;591;1;230953,94;0,00;230953,94
424;2021-02-06;4;1810;1;113528,34;0,00;113528,34
425;2021-02-06;6;513;2;11486,83;0,04;22010,14
426;2021-02-06;1;890;1;117624,09;0,00;117624,09
427;2021-02-06;8;176;1;7150,56;0,10;6452,49
428;2021-02-06;1;213;2;118005,36;0,00;236010,72
429;2021-02-06;3;541;3;260765,85;0,00;782297,54
430;2021-02-07;6;1734;1;10496,16;0,00;10496,16
431;2021-02-07;4;1588;1;104655,75;0,00;104655,75
432;2021-02-07;2;1906;1;98106,31;0,11;87563,02
433;2021-02-07;1;994;1;142136,20;0,00;142136,20
434;2021-02-07;6;1944;2;13994,81;0,04;26848,88
435;2021-02-07;1;309;1;136803,85;0,10;123080,65
436;2021-02-07;3;930;3;227614,79;0,00;682844,37
437;2021-02-07;1;897;1;111683,91;0,00;111683,91
438;2021-02-07;8;1812;1;6972,80;0,00;6972,80
439;2021-02-07;5;1106;1;31984,28;0,12;28208,65
440;2021-02-07;1;1139;1;127563,23;0,00;127563,23
441;2021-02-08;5;1778;1;36956,20;0,01;36486,96
442;2021-02-08;1;815;1;117885,79;0,00;117885,79
443;2021-02-08;1;384;1;115413,76;0,00;115413,76
444;2021-02-08;1;1282;1;116049,89;0,00;116049,89
445;2021-02-08;9;529;1;40537,54;0,00;40537,54
446;2021-02-08;5;307;1;34998,13;0,00;34998,13
447;2021-02-08;3;421;1;218854,47;0,00;218854,47
448;2021-02-08;3;986;1;202848,98;0,00;202848,98
449;2021-02-08;2;1055;1;104176,01;0,00;104176,01
450;2021-02-08;1;166;1;100506,50;0,00;100506,50
451;2021-02-08;4;545;1;104426,41;0,09;95328,83
452;2021-02-08;5;1872;1;38268,87;0,00;38268,87
453;2021-02-08;5;9;1;35473,63;0,00;35473,63
454;2021-02-08;2;1938;1;93890,17;0,00;93890,17
455;2021-02-08;8;517;1;8093,75;0,15;6891,56
456;2021-02-08;1;387;1;131261,89;0,00;131261,89
457;2021-02-08;1;690;1;139382,06;0,00;139382,06
458;2021-02-08;4;784;1;149794,31;0,00;149794,31
459;2021-02-08;4;437;1;150888,03;0,00;150888,03
460;2021-02-09;2;657;2;106606,88;0,10;191581,43
461;2021-02-09;1;1795;1;120634,80;0,00;120634,80
462;2021-02-09;7;489;1;13512,66;0,00;13512,66
463;2021-02-09;1;1080;1;143200,74;0,00;143200,74
464;2021-02-09;1;1630;1;102171,35;0,00;102171,35
465;2021-02-09;7;1869;1;15595,36;0,02;15210,03
466;2021-02-09;4;1751;1;129133,21;0,00;129133,21
467;2021-02-09;5;1202;1;29017,15;0,00;29017,15
468;2021-02-09;5;1489;1;29533,97;0,00;29533,97
469;2021-02-09;1;254;1;125819,81;0,00;125819,81
470;2021-02-10;2;1232;1;102076,85;0,00;102076,85
471;2021-02-10;5;1312;1;40348,18;0,00;40348,18
