CustomerID;Gender;Age;Age_Group;City;Region;Estimated_Income;Customer_Segment;Registration_Date;Is_Premium;Customer_Age_Days;Is_New_Customer
43;М;68;56+;Красноярск;Сибирский;66990;Standard;2020-01-31;False;1520;False
44;М;62;56+;Челябинск;Уральский;32630;Economy;2020-02-01;False;1519;False
45;Ж;45;36-45;Казань;Приволжский;59108;Standard;2020-02-02;False;1518;False
46;Ж;47;46-55;Нижний Новгород;Приволжский;63325;Standard;2020-02-02;False;1518;False
47;М;45;36-45;Новосибирск;Сибирский;94080;Premium;2020-02-03;True;1517;False
48;М;18;18-25;Екатеринбург;Уральский;47396;Standard;2020-02-04;False;1516;False
49;М;69;56+;Пермь;Приволжский;40773;Standard;2020-02-05;False;1515;False
50;Ж;23;18-25;Казань;Приволжский;41977;Standard;2020-02-05;False;1515;False
51;Ж;54;46-55;Санкт-Петербург;Северо-Западный;85602;Premium;2020-02-06;True;1514;False
52;Ж;41;36-45;Санкт-Петербург;Северо-Западный;97773;Premium;2020-02-07;True;1513;False
53;Ж;49;46-55;Челябинск;Уральский;58519;Standard;2020-02-07;False;1513;False
54;М;66;56+;Санкт-Петербург;Северо-Западный;61030;Standard;2020-02-08;False;1512;False
55;Ж;56;56+;Казань;Приволжский;43648;Standard;2020-02-09;False;1511;False
56;Ж;66;56+;Воронеж;Центральный;35075;Economy;2020-02-10;False;1510;False
57;Ж;19;18-25;Казань;Приволжский;30092;Economy;2020-02-10;False;1510;False
58;М;54;46-55;Ростов-на-Дону;Южный;66411;Standard;2020-02-11;False;1509;False
59;Ж;19;18-25;Нижний Новгород;Приволжский;44445;Standard;2020-02-12;False;1508;False
60;М;23;18-25;Пермь;Приволжский;46785;Standard;2020-02-13;False;1507;False
61;М;28;26-35;Москва;Центральный;107247;Premium;2020-02-13;True;1507;False
62;М;55;46-55;Красноярск;Сибирский;76932;Standard;2020-02-14;False;1506;False
63;М;23;18-25;Омск;Сибирский;45465;Standard;2020-02-15;False;1505;False
64;Ж;33;26-35;Самара;Приволжский;52614;Standard;2020-02-16;False;1504;False
65;Ж;23;18-25;Санкт-Петербург;Северо-Западный;82507;Premium;2020-02-16;True;1504;False
66;М;53;46-55;Волгоград;Южный;54928;Standard;2020-02-17;False;1503;False
67;М;36;36-45;Челябинск;Уральский;48481;Standard;2020-02-18;False;1502;False
68;Ж;58;56+;Санкт-Петербург;Северо-Западный;68638;Standard;2020-02-18;False;1502;False
69;Ж;35;26-35;Самара;Приволжский;68230;Standard;2020-02-19;False;1501;False
70;М;42;36-45;Нижний Новгород;Приволжский;81587;Premium;2020-02-20;True;1500;False
71;М;59;56+;Воронеж;Центральный;47154;Standard;2020-02-21;False;1499;False
72;Ж;43;36-45;Уфа;Приволжский;69470;Standard;2020-02-21;False;1499;False
73;М;66;56+;Ростов-на-Дону;Южный;30979;Economy;2020-02-22;False;1498;False
74;Ж;29;26-35;Волгоград;Южный;63274;Standard;2020-02-23;False;1497;False
75;М;26;26-35;Воронеж;Центральный;60493;Standard;2020-02-24;False;1496;False
76;Ж;33;26-35;Казань;Приволжский;81760;Premium;2020-02-24;True;1496;False
77;Ж;50;46-55;Ростов-на-Дону;Южный;42202;Standard;2020-02-25;False;1495;False
78;Ж;25;18-25;Екатеринбург;Уральский;56201;Standard;2020-02-26;False;1494;False
79;М;52;46-55;Красноярск;Сибирский;92644;Premium;2020-02-26;True;1494;False
80;М;42;36-45;Санкт-Петербург;Северо-Западный;84521;Premium;2020-02-27;True;1493;False
81;Ж;35;26-35;Москва;Центральный;127048;Premium;2020-02-28;True;1492;False
82;М;58;56+;Уфа;Приволжский;29721;Economy;2020-02-29;False;1491;False
83;М;31;26-35;Екатеринбург;Уральский;84317;Premium;2020-02-29;True;1491;False
84;Ж;25;18-25;Пермь;Приволжский;46346;Standard;2020-03-01;False;1490;False
85;Ж;50;46-55;Нижний Новгород;Приволжский;73065;Standard;2020-03-02;False;1489;False
86;М;39;36-45;Санкт-Петербург;Северо-Западный;91309;Premium;2020-03-03;True;1488;False
87;Ж;55;46-55;Воронеж;Центральный;57519;Standard;2020-03-03;False;1488;False
88;Ж;25;18-25;Екатеринбург;Уральский;60781;Standard;2020-03-04;False;1487;False
89;Ж;47;46-55;Воронеж;Центральный;65215;Standard;2020-03-05;False;1486;False
90;М;50;46-55;Санкт-Петербург;Северо-Западный;119489;Premium;2020-03-06;True;1485;False
91;Ж;36;36-45;Челябинск;Уральский;82046;Premium;2020-03-06;True;1485;False
92;Ж;34;26-35;Нижний Новгород;Приволжский;64557;Standard;2020-03-07;False;1484;False
93;Ж;63;56+;Омск;Сибирский;38251;Economy;2020-03-08;False;1483;False
94;Ж;58;56+;Уфа;Приволжский;40127;Standard;2020-03-08;False;1483;False
95;Ж;63;56+;Воронеж;Центральный;56482;Standard;2020-03-09;False;1482;False
96;М;50;46-55;Казань;Приволжский;60262;Standard;2020-03-10;False;1481;False
97;Ж;49;46-55;Новосибирск;Сибирский;57689;Standard;2020-03-11;False;1480;False
98;Ж;35;26-35;Казань;Приволжский;84037;Premium;2020-03-11;True;1480;False
99;Ж;20;18-25;Казань;Приволжский;31576;Economy;2020-03-12;False;1479;False
100;Ж;49;46-55;Екатеринбург;Уральский;70564;Standard;2020-03-13;False;1478;False
101;М;44;36-45;Уфа;Приволжский;59781;Standard;2020-03-14;False;1477;False
102;Ж;57;56+;Нижний Новгород;Приволжский;60575;Standard;2020-03-14;False;1477;False
103;Ж;65;56+;Красноярск;Сибирский;43486;Standard;2020-03-15;False;1476;False
104;Ж;43;36-45;Волгоград;Южный;75257;Standard;2020-03-16;False;1475;False
105;М;30;26-35;Уфа;Приволжский;36615;Economy;2020-03-16;False;1475;False
106;Ж;53;46-55;Уфа;Приволжский;69782;Standard;2020-03-17;False;1474;False
107;Ж;63;56+;Санкт-Петербург;Северо-Западный;96016;Premium;2020-03-18;True;1473;False
108;М;40;36-45;Ростов-на-Дону;Южный;69785;Standard;2020-03-19;False;1472;False
109;Ж;49;46-55;Уфа;Приволжский;41684;Standard;2020-03-19;False;1472;False
110;М;42;36-45;Новосибирск;Сибирский;98041;Premium;2020-03-20;True;1471;False
111;Ж;39;36-45;Самара;Приволжский;47810;Standard;2020-03-21;False;1470;False
112;М;69;56+;Красноярск;Сибирский;43737;Standard;2020-03-22;False;1469;False
113;М;60;56+;Екатеринбург;Уральский;58125;Standard;2020-03-22;False;1469;False
114;М;70;56+;Новосибирск;Сибирский;64776;Standard;2020-03-23;False;1468;False
115;М;56;56+;Омск;Сибирский;28467;Economy;2020-03-24;False;1467;False
116;М;69;56+;Челябинск;Уральский;52399;Standard;2020-03-24;False;1467;False
117;Ж;57;56+;Нижний Новгород;Приволжский;71072;Standard;2020-03-25;False;1466;False
118;М;59;56+;Волгоград;Южный;48101;Standard;2020-03-26;False;1465;False
119;М;36;36-45;Уфа;Приволжский;47596;Standard;2020-03-27;False;1464;False
120;М;54;46-55;Красноярск;Сибирский;48787;Standard;2020-03-27;False;1464;False
121;Ж;26;26-35;Самара;Приволжский;41060;Standard;2020-03-28;False;1463;False
122;М;18;18-25;Екатеринбург;Уральский;40578;Standard;2020-03-29;False;1462;False
123;М;65;56+;Уфа;Приволжский;60223;Standard;2020-03-30;False;1461;False
124;Ж;18;18-25;Казань;Приволжский;52386;Standard;2020-03-30;False;1461;False
125;Ж;22;18-25;Воронеж;Центральный;34798;Economy;2020-03-31;False;1460;False
126;Ж;29;26-35;Пермь;Приволжский;44653;Standard;2020-04-01;False;1459;False
127;М;39;36-45;Пермь;Приволжский;51377;Standard;2020-04-02;False;1458;False
128;М;22;18-25;Москва;Центральный;79726;Standard;2020-04-02;False;1458;False
129;М;69;56+;Екатеринбург;Уральский;37113;Economy;2020-04-03;False;1457;False
130;Ж;43;36-45;Воронеж;Центральный;62137;Standard;2020-04-04;False;1456;False
131;Ж;50;46-55;Москва;Центральный;161016;Premium;2020-04-04;True;1456;False
132;Ж;27;26-35;Пермь;Приволжский;76104;Standard;2020-04-05;False;1455;False
133;М;69;56+;Казань;Приволжский;55711;Standard;2020-04-06;False;1454;False
134;Ж;49;46-55;Челябинск;Уральский;70181;Standard;2020-04-07;False;1453;False
135;Ж;21;18-25;Нижний Новгород;Приволжский;61114;Standard;2020-04-07;False;1453;False
136;М;19;18-25;Санкт-Петербург;Северо-Западный;69532;Standard;2020-04-08;False;1452;False
137;Ж;44;36-45;Екатеринбург;Уральский;96855;Premium;2020-04-09;True;1451;False
138;Ж;52;46-55;Волгоград;Южный;52796;Standard;2020-04-10;False;1450;False
139;Ж;68;56+;Ростов-на-Дону;Южный;48030;Standard;2020-04-10;False;1450;False
140;Ж;18;18-25;Волгоград;Южный;44864;Standard;2020-04-11;False;1449;False
141;М;61;56+;Красноярск;Сибирский;40445;Standard;2020-04-12;False;1448;False
142;М;63;56+;Казань;Приволжский;35985;Economy;2020-04-12;False;1448;False
143;М;52;46-55;Екатеринбург;Уральский;87557;Premium;2020-04-13;True;1447;False
144;Ж;46;46-55;Уфа;Приволжский;41104;Standard;2020-04-14;False;1446;False
145;М;51;46-55;Омск;Сибирский;57912;Standard;2020-04-15;False;1445;False
146;М;70;56+;Челябинск;Уральский;60291;Standard;2020-04-15;False;1445;False
147;М;53;46-55;Волгоград;Южный;72966;Standard;2020-04-16;False;1444;False
148;М;53;46-55;Волгоград;Южный;64374;Standard;2020-04-17;False;1443;False
149;Ж;52;46-55;Уфа;Приволжский;58921;Standard;2020-04-18;False;1442;False
150;М;35;26-35;Омск;Сибирский;55892;Standard;2020-04-18;False;1442;False
151;Ж;40;36-45;Новосибирск;Сибирский;91524;Premium;2020-04-19;True;1441;False
152;Ж;66;56+;Нижний Новгород;Приволжский;62012;Standard;2020-04-20;False;1440;False
153;М;52;46-55;Новосибирск;Сибирский;86033;Premium;2020-04-21;True;1439;False
154;Ж;37;36-45;Екатеринбург;Уральский;74571;Standard;2020-04-21;False;1439;False
155;М;36;36-45;Красноярск;Сибирский;49323;Standard;2020-04-22;False;1438;False
156;Ж;58;56+;Самара;Приволжский;43292;Standard;2020-04-23;False;1437;False
157;Ж;45;36-45;Самара;Приволжский;96392;Premium;2020-04-23;True;1437;False
158;Ж;36;36-45;Нижний Новгород;Приволжский;55197;Standard;2020-04-24;False;1436;False
159;М;22;18-25;Красноярск;Сибирский;39095;Economy;2020-04-25;False;1435;False
160;Ж;38;36-45;Ростов-на-Дону;Южный;79995;Standard;2020-04-26;False;1434;False
161;М;56;56+;Челябинск;Уральский;45574;Standard;2020-04-26;False;1434;False
162;Ж;56;56+;Волгоград;Южный;26809;Economy;2020-04-27;False;1433;False
163;Ж;52;46-55;Ростов-на-Дону;Южный;53940;Standard;2020-04-28;False;1432;False
164;Ж;35;26-35;Челябинск;Уральский;65022;Standard;2020-04-29;False;1431;False
165;Ж;61;56+;Казань;Приволжский;63604;Standard;2020-04-29;False;1431;False
166;Ж;63;56+;Екатеринбург;Уральский;39426;Economy;2020-04-30;False;1430;False
167;Ж;67;56+;Новосибирск;Сибирский;35960;Economy;2020-05-01;False;1429;False
168;М;46;46-55;Самара;Приволжский;90103;Premium;2020-05-01;True;1429;False
169;Ж;65;56+;Омск;Сибирский;53924;Standard;2020-05-02;False;1428;False
170;Ж;34;26-35;Санкт-Петербург;Северо-Западный;126548;Premium;2020-05-03;True;1427;False
171;М;21;18-25;Пермь;Приволжский;47875;Standard;2020-05-04;False;1426;False
172;Ж;36;36-45;Москва;Центральный;165128;Premium;2020-05-04;True;1426;False
173;М;44;36-45;Воронеж;Центральный;55538;Standard;2020-05-05;False;1425;False
174;М;20;18-25;Санкт-Петербург;Северо-Западный;60937;Standard;2020-05-06;False;1424;False
175;М;37;36-45;Новосибирск;Сибирский;52405;Standard;2020-05-07;False;1423;False
176;Ж;58;56+;Уфа;Приволжский;51784;Standard;2020-05-07;False;1423;False
177;Ж;45;36-45;Новосибирск;Сибирский;65993;Standard;2020-05-08;False;1422;False
178;М;66;56+;Пермь;Приволжский;48500;Standard;2020-05-09;False;1421;False
179;Ж;70;56+;Уфа;Приволжский;29524;Economy;2020-05-10;False;1420;False
180;Ж;49;46-55;Челябинск;Уральский;54806;Standard;2020-05-10;False;1420;False
181;Ж;33;26-35;Ростов-на-Дону;Южный;74718;Standard;2020-05-11;False;1419;False
182;М;54;46-55;Санкт-Петербург;Северо-Западный;117466;Premium;2020-05-12;True;1418;False
183;М;35;26-35;Челябинск;Уральский;45419;Standard;2020-05-12;False;1418;False
184;Ж;32;26-35;Челябинск;Уральский;62506;Standard;2020-05-13;False;1417;False
185;Ж;20;18-25;Ростов-на-Дону;Южный;25772;Economy;2020-05-14;False;1416;False
186;Ж;29;26-35;Омск;Сибирский;35821;Economy;2020-05-15;False;1415;False
187;Ж;55;46-55;Самара;Приволжский;72364;Standard;2020-05-15;False;1415;False
188;М;25;18-25;Нижний Новгород;Приволжский;51134;Standard;2020-05-16;False;1414;False
189;М;25;18-25;Самара;Приволжский;44926;Standard;2020-05-17;False;1413;False
190;М;45;36-45;Воронеж;Центральный;52298;Standard;2020-05-18;False;1412;False
191;Ж;44;36-45;Москва;Центральный;162558;Premium;2020-05-18;True;1412;False
192;М;50;46-55;Уфа;Приволжский;67623;Standard;2020-05-19;False;1411;False
193;М;65;56+;Красноярск;Сибирский;66293;Standard;2020-05-20;False;1410;False
194;Ж;23;18-25;Санкт-Петербург;Северо-Западный;76194;Standard;2020-05-20;False;1410;False
195;Ж;64;56+;Уфа;Приволжский;31873;Economy;2020-05-21;False;1409;False
196;Ж;47;46-55;Волгоград;Южный;36440;Economy;2020-05-22;False;1408;False
197;Ж;50;46-55;Самара;Приволжский;65599;Standard;2020-05-23;False;1407;False
198;М;64;56+;Пермь;Приволжский;50773;Standard;2020-05-23;False;1407;False
199;Ж;42;36-45;Нижний Новгород;Приволжский;98906;Premium;2020-05-24;True;1406;False
200;М;30;26-35;Пермь;Приволжский;39390;Economy;2020-05-25;False;1405;False
201;М;18;18-25;Уфа;Приволжский;27674;Economy;2020-05-26;False;1404;False
202;Ж;45;36-45;Казань;Приволжский;104384;Premium;2020-05-26;True;1404;False
203;Ж;55;46-55;Санкт-Петербург;Северо-Западный;109219;Premium;2020-05-27;True;1403;False
204;Ж;70;56+;Нижний Новгород;Приволжский;66226;Standard;2020-05-28;False;1402;False
205;М;34;26-35;Челябинск;Уральский;44929;Standard;2020-05-28;False;1402;False
206;Ж;18;18-25;Новосибирск;Сибирский;45620;Standard;2020-05-29;False;1401;False
207;Ж;18;18-25;Омск;Сибирский;40135;Standard;2020-05-30;False;1400;False
208;М;45;36-45;Москва;Центральный;103355;Premium;2020-05-31;True;1399;False
209;Ж;51;46-55;Красноярск;Сибирский;87093;Premium;2020-05-31;True;1399;False
210;Ж;67;56+;Волгоград;Южный;41094;Standard;2020-06-01;False;1398;False
211;М;22;18-25;Красноярск;Сибирский;54138;Standard;2020-06-02;False;1397;False
212;М;34;26-35;Нижний Новгород;Приволжский;43381;Standard;2020-06-03;False;1396;False
213;Ж;32;26-35;Самара;Приволжский;66631;Standard;2020-06-03;False;1396;False
214;М;28;26-35;Пермь;Приволжский;43691;Standard;2020-06-04;False;1395;False
215;М;51;46-55;Новосибирск;Сибирский;70902;Standard;2020-06-05;False;1394;False
216;Ж;47;46-55;Самара;Приволжский;46754;Standard;2020-06-06;False;1393;False
217;М;51;46-55;Волгоград;Южный;55003;Standard;2020-06-06;False;1393;False
218;Ж;41;36-45;Санкт-Петербург;Северо-Западный;95713;Premium;2020-06-07;True;1392;False
219;Ж;59;56+;Воронеж;Центральный;56049;Standard;2020-06-08;False;1391;False
220;Ж;21;18-25;Уфа;Приволжский;50001;Standard;2020-06-08;False;1391;False
221;М;34;26-35;Нижний Новгород;Приволжский;64038;Standard;2020-06-09;False;1390;False
222;Ж;51;46-55;Воронеж;Центральный;51634;Standard;2020-06-10;False;1389;False
223;Ж;60;56+;Уфа;Приволжский;40487;Standard;2020-06-11;False;1388;False
224;М;64;56+;Самара;Приволжский;35307;Economy;2020-06-11;False;1388;False
225;М;48;46-55;Ростов-на-Дону;Южный;69197;Standard;2020-06-12;False;1387;False
226;М;21;18-25;Екатеринбург;Уральский;44432;Standard;2020-06-13;False;1386;False
227;Ж;20;18-25;Новосибирск;Сибирский;42819;Standard;2020-06-14;False;1385;False
228;М;49;46-55;Казань;Приволжский;54474;Standard;2020-06-14;False;1385;False
229;Ж;36;36-45;Пермь;Приволжский;63249;Standard;2020-06-15;False;1384;False
230;М;59;56+;Новосибирск;Сибирский;33922;Economy;2020-06-16;False;1383;False
231;Ж;18;18-25;Самара;Приволжский;37914;Economy;2020-06-16;False;1383;False
232;М;63;56+;Пермь;Приволжский;47638;Standard;2020-06-17;False;1382;False
233;М;62;56+;Волгоград;Южный;27857;Economy;2020-06-18;False;1381;False
234;Ж;64;56+;Самара;Приволжский;33677;Economy;2020-06-19;False;1380;False
235;М;47;46-55;Волгоград;Южный;49590;Standard;2020-06-19;False;1380;False
236;М;34;26-35;Москва;Центральный;161395;Premium;2020-06-20;True;1379;False
237;Ж;66;56+;Ростов-на-Дону;Южный;59560;Standard;2020-06-21;False;1378;False
238;М;64;56+;Казань;Приволжский;50465;Standard;2020-06-22;False;1377;False
239;Ж;43;36-45;Омск;Сибирский;64800;Standard;2020-06-22;False;1377;False
240;Ж;19;18-25;Москва;Центральный;61265;Standard;2020-06-23;False;1376;False
241;Ж;68;56+;Санкт-Петербург;Северо-Западный;96299;Premium;2020-06-24;True;1375;False
242;Ж;63;56+;Волгоград;Южный;26077;Economy;2020-06-25;False;1374;False
243;М;35;26-35;Казань;Приволжский;65313;Standard;2020-06-25;False;1374;False
244;М;32;26-35;Волгоград;Южный;58046;Standard;2020-06-26;False;1373;False
245;М;45;36-45;Воронеж;Центральный;55161;Standard;2020-06-27;False;1372;False
246;М;56;56+;Пермь;Приволжский;48741;Standard;2020-06-27;False;1372;False
247;Ж;42;36-45;Нижний Новгород;Приволжский;84590;Premium;2020-06-28;True;1371;False
248;М;21;18-25;Екатеринбург;Уральский;55467;Standard;2020-06-29;False;1370;False
249;М;35;26-35;Москва;Центральный;135562;Premium;2020-06-30;True;1369;False
250;Ж;51;46-55;Екатеринбург;Уральский;83599;Premium;2020-06-30;True;1369;False
251;М;61;56+;Волгоград;Южный;33372;Economy;2020-07-01;False;1368;False
252;Ж;23;18-25;Ростов-на-Дону;Южный;41511;Standard;2020-07-02;False;1367;False
253;М;62;56+;Санкт-Петербург;Северо-Западный;98392;Premium;2020-07-03;True;1366;False
254;М;70;56+;Санкт-Петербург;Северо-Западный;55915;Standard;2020-07-03;False;1366;False
255;М;65;56+;Красноярск;Сибирский;39405;Economy;2020-07-04;False;1365;False
256;М;47;46-55;Омск;Сибирский;74839;Standard;2020-07-05;False;1364;False
257;Ж;20;18-25;Воронеж;Центральный;34551;Economy;2020-07-05;False;1364;False
258;Ж;53;46-55;Санкт-Петербург;Северо-Западный;132516;Premium;2020-07-06;True;1363;False
259;Ж;37;36-45;Пермь;Приволжский;90227;Premium;2020-07-07;True;1362;False
260;Ж;23;18-25;Самара;Приволжский;42065;Standard;2020-07-08;False;1361;False
261;Ж;55;46-55;Пермь;Приволжский;85743;Premium;2020-07-08;True;1361;False
262;Ж;32;26-35;Новосибирск;Сибирский;59471;Standard;2020-07-09;False;1360;False
263;Ж;62;56+;Новосибирск;Сибирский;37383;Economy;2020-07-10;False;1359;False
264;М;21;18-25;Уфа;Приволжский;40261;Standard;2020-07-11;False;1358;False
265;Ж;66;56+;Омск;Сибирский;48606;Standard;2020-07-11;False;1358;False
266;М;31;26-35;Самара;Приволжский;64074;Standard;2020-07-12;False;1357;False
267;Ж;28;26-35;Новосибирск;Сибирский;52608;Standard;2020-07-13;False;1356;False
268;М;20;18-25;Нижний Новгород;Приволжский;40709;Standard;2020-07-14;False;1355;False
269;Ж;27;26-35;Самара;Приволжский;62652;Standard;2020-07-14;False;1355;False
270;М;19;18-25;Воронеж;Центральный;45289;Standard;2020-07-15;False;1354;False
271;М;18;18-25;Ростов-на-Дону;Южный;24575;Economy;2020-07-16;False;1353;False
272;Ж;26;26-35;Челябинск;Уральский;56017;Standard;2020-07-16;False;1353;False
273;М;52;46-55;Екатеринбург;Уральский;103219;Premium;2020-07-17;True;1352;False
274;М;61;56+;Волгоград;Южный;52068;Standard;2020-07-18;False;1351;False
275;Ж;28;26-35;Самара;Приволжский;46474;Standard;2020-07-19;False;1350;False
276;Ж;52;46-55;Пермь;Приволжский;75870;Standard;2020-07-19;False;1350;False
277;М;46;46-55;Красноярск;Сибирский;85250;Premium;2020-07-20;True;1349;False
278;Ж;31;26-35;Красноярск;Сибирский;78886;Standard;2020-07-21;False;1348;False
279;Ж;54;46-55;Екатеринбург;Уральский;88099;Premium;2020-07-22;True;1347;False
280;Ж;43;36-45;Красноярск;Сибирский;66325;Standard;2020-07-22;False;1347;False
281;М;59;56+;Нижний Новгород;Приволжский;64957;Standard;2020-07-23;False;1346;False
282;Ж;56;56+;Челябинск;Уральский;59060;Standard;2020-07-24;False;1345;False
283;Ж;55;46-55;Уфа;Приволжский;60116;Standard;2020-07-24;False;1345;False
284;М;50;46-55;Уфа;Приволжский;81204;Premium;2020-07-25;True;1344;False
285;Ж;19;18-25;Казань;Приволжский;57862;Standard;2020-07-26;False;1343;False
286;Ж;68;56+;Омск;Сибирский;40136;Standard;2020-07-27;False;1342;False
287;Ж;20;18-25;Волгоград;Южный;30489;Economy;2020-07-27;False;1342;False
288;Ж;69;56+;Самара;Приволжский;52626;Standard;2020-07-28;False;1341;False
289;Ж;69;56+;Омск;Сибирский;44487;Standard;2020-07-29;False;1340;False
290;М;46;46-55;Санкт-Петербург;Северо-Западный;88766;Premium;2020-07-30;True;1339;False
291;Ж;54;46-55;Екатеринбург;Уральский;58236;Standard;2020-07-30;False;1339;False
292;Ж;21;18-25;Екатеринбург;Уральский;59603;Standard;2020-07-31;False;1338;False
293;М;27;26-35;Санкт-Петербург;Северо-Западный;115345;Premium;2020-08-01;True;1337;False
294;М;48;46-55;Казань;Приволжский;67985;Standard;2020-08-01;False;1337;False
295;М;69;56+;Москва;Центральный;128432;Premium;2020-08-02;True;1336;False
296;Ж;22;18-25;Ростов-на-Дону;Южный;35950;Economy;2020-08-03;False;1335;False
297;Ж;62;56+;Самара;Приволжский;53368;Standard;2020-08-04;False;1334;False
298;Ж;68;56+;Екатеринбург;Уральский;66193;Standard;2020-08-04;False;1334;False
299;М;44;36-45;Ростов-на-Дону;Южный;50716;Standard;2020-08-05;False;1333;False
300;М;27;26-35;Екатеринбург;Уральский;57322;Standard;2020-08-06;False;1332;False
301;Ж;40;36-45;Москва;Центральный;209927;Premium;2020-08-07;True;1331;False
302;Ж;29;26-35;Санкт-Петербург;Северо-Западный;68959;Standard;2020-08-07;False;1331;False
303;Ж;35;26-35;Красноярск;Сибирский;41440;Standard;2020-08-08;False;1330;False
304;Ж;60;56+;Уфа;Приволжский;47927;Standard;2020-08-09;False;1329;False
305;Ж;21;18-25;Москва;Центральный;60347;Standard;2020-08-10;False;1328;False
306;Ж;59;56+;Екатеринбург;Уральский;51976;Standard;2020-08-10;False;1328;False
307;М;26;26-35;Санкт-Петербург;Северо-Западный;109578;Premium;2020-08-11;True;1327;False
308;Ж;57;56+;Волгоград;Южный;51427;Standard;2020-08-12;False;1326;False
309;М;18;18-25;Москва;Центральный;124981;Premium;2020-08-12;True;1326;False
310;М;63;56+;Воронеж;Центральный;52607;Standard;2020-08-13;False;1325;False
311;Ж;18;18-25;Казань;Приволжский;45271;Standard;2020-08-14;False;1324;False
312;Ж;57;56+;Санкт-Петербург;Северо-Западный;68234;Standard;2020-08-15;False;1323;False
313;М;70;56+;Самара;Приволжский;59060;Standard;2020-08-15;False;1323;False
314;Ж;70;56+;Екатеринбург;Уральский;41153;Standard;2020-08-16;False;1322;False
315;Ж;69;56+;Нижний Новгород;Приволжский;68922;Standard;2020-08-17;False;1321;False
