TransactionID;Date;Account;Account_Type;Account_Category;Amount;Year;Month;Quarter
117;2021-10-01;Utilities;Expenses;Операционные расходы;-37251,63;2021;10;Q4
118;2021-10-01;Depreciation;Expenses;Операционные расходы;-43179,88;2021;10;Q4
119;2021-10-01;Interest_Expense;Expenses;Финансовые расходы;-28206,15;2021;10;Q4
120;2021-10-01;Other_Expenses;Expenses;Прочие расходы;-125025,52;2021;10;Q4
121;2021-11-01;Revenue_Product_Sales;Revenue;Операционные доходы;3721550,27;2021;11;Q4
122;2021-11-01;Revenue_Services;Revenue;Сервисные доходы;884524,57;2021;11;Q4
123;2021-11-01;Revenue_Other;Revenue;Прочие доходы;198911,11;2021;11;Q4
124;2021-11-01;COGS_Materials;Expenses;Себестоимость;-1830533,70;2021;11;Q4
125;2021-11-01;COGS_Labor;Expenses;Себестоимость;-502370,53;2021;11;Q4
126;2021-11-01;Salaries;Expenses;Операционные расходы;-809946,95;2021;11;Q4
127;2021-11-01;Rent;Expenses;Операционные расходы;-153766,98;2021;11;Q4
128;2021-11-01;Marketing;Expenses;Операционные расходы;-487093,48;2021;11;Q4
129;2021-11-01;Utilities;Expenses;Операционные расходы;-42714,43;2021;11;Q4
130;2021-11-01;Depreciation;Expenses;Операционные расходы;-46313,71;2021;11;Q4
131;2021-11-01;Interest_Expense;Expenses;Финансовые расходы;-29770,72;2021;11;Q4
132;2021-11-01;Other_Expenses;Expenses;Прочие расходы;-119446,80;2021;11;Q4
133;2021-12-01;Revenue_Product_Sales;Revenue;Операционные доходы;3903423,89;2021;12;Q4
134;2021-12-01;Revenue_Services;Revenue;Сервисные доходы;919503,24;2021;12;Q4
135;2021-12-01;Revenue_Other;Revenue;Прочие доходы;201739,01;2021;12;Q4
136;2021-12-01;COGS_Materials;Expenses;Себестоимость;-1962827,88;2021;12;Q4
137;2021-12-01;COGS_Labor;Expenses;Себестоимость;-580375,91;2021;12;Q4
138;2021-12-01;Salaries;Expenses;Операционные расходы;-883656,21;2021;12;Q4
139;2021-12-01;Rent;Expenses;Операционные расходы;-142376,19;2021;12;Q4
140;2021-12-01;Marketing;Expenses;Операционные расходы;-568221,44;2021;12;Q4
141;2021-12-01;Utilities;Expenses;Операционные расходы;-70504,72;2021;12;Q4
142;2021-12-01;Depreciation;Expenses;Операционные расходы;-43425,42;2021;12;Q4
143;2021-12-01;Interest_Expense;Expenses;Финансовые расходы;-32106,78;2021;12;Q4
144;2021-12-01;Other_Expenses;Expenses;Прочие расходы;-122542,23;2021;12;Q4
145;2022-01-01;Revenue_Product_Sales;Revenue;Операционные доходы;1870711,20;2022;1;Q1
146;2022-01-01;Revenue_Services;Revenue;Сервисные доходы;488107,98;2022;1;Q1
147;2022-01-01;Revenue_Other;Revenue;Прочие доходы;237003,81;2022;1;Q1
148;2022-01-01;COGS_Materials;Expenses;Себестоимость;-929333,73;2022;1;Q1
149;2022-01-01;COGS_Labor;Expenses;Себестоимость;-272087,06;2022;1;Q1
150;2022-01-01;Salaries;Expenses;Операционные расходы;-783016,30;2022;1;Q1
151;2022-01-01;Rent;Expenses;Операционные расходы;-147787,54;2022;1;Q1
152;2022-01-01;Marketing;Expenses;Операционные расходы;-246408,05;2022;1;Q1
153;2022-01-01;Utilities;Expenses;Операционные расходы;-59925,94;2022;1;Q1
154;2022-01-01;Depreciation;Expenses;Операционные расходы;-41459,83;2022;1;Q1
155;2022-01-01;Interest_Expense;Expenses;Финансовые расходы;-28054,66;2022;1;Q1
156;2022-01-01;Other_Expenses;Expenses;Прочие расходы;-93669,05;2022;1;Q1
157;2022-02-01;Revenue_Product_Sales;Revenue;Операционные доходы;1826087,57;2022;2;Q1
158;2022-02-01;Revenue_Services;Revenue;Сервисные доходы;486147,58;2022;2;Q1
159;2022-02-01;Revenue_Other;Revenue;Прочие доходы;233037,33;2022;2;Q1
160;2022-02-01;COGS_Materials;Expenses;Себестоимость;-982227,76;2022;2;Q1
161;2022-02-01;COGS_Labor;Expenses;Себестоимость;-283869,68;2022;2;Q1
162;2022-02-01;Salaries;Expenses;Операционные расходы;-900332,03;2022;2;Q1
163;2022-02-01;Rent;Expenses;Операционные расходы;-150739,65;2022;2;Q1
164;2022-02-01;Marketing;Expenses;Операционные расходы;-289923,57;2022;2;Q1
165;2022-02-01;Utilities;Expenses;Операционные расходы;-62136,32;2022;2;Q1
166;2022-02-01;Depreciation;Expenses;Операционные расходы;-47535,44;2022;2;Q1
167;2022-02-01;Interest_Expense;Expenses;Финансовые расходы;-28861,34;2022;2;Q1
168;2022-02-01;Other_Expenses;Expenses;Прочие расходы;-136119,89;2022;2;Q1
169;2022-03-01;Revenue_Product_Sales;Revenue;Операционные доходы;2901112,43;2022;3;Q1
170;2022-03-01;Revenue_Services;Revenue;Сервисные доходы;712720,56;2022;3;Q1
171;2022-03-01;Revenue_Other;Revenue;Прочие доходы;198207,17;2022;3;Q1
172;2022-03-01;COGS_Materials;Expenses;Себестоимость;-1358252,11;2022;3;Q1
173;2022-03-01;COGS_Labor;Expenses;Себестоимость;-378439,25;2022;3;Q1
174;2022-03-01;Salaries;Expenses;Операционные расходы;-961204,23;2022;3;Q1
175;2022-03-01;Rent;Expenses;Операционные расходы;-143504,81;2022;3;Q1
176;2022-03-01;Marketing;Expenses;Операционные расходы;-379611,46;2022;3;Q1
177;2022-03-01;Utilities;Expenses;Операционные расходы;-38191,31;2022;3;Q1
178;2022-03-01;Depreciation;Expenses;Операционные расходы;-45104,42;2022;3;Q1
179;2022-03-01;Interest_Expense;Expenses;Финансовые расходы;-29803,33;2022;3;Q1
180;2022-03-01;Other_Expenses;Expenses;Прочие расходы;-118201,56;2022;3;Q1
181;2022-04-01;Revenue_Product_Sales;Revenue;Операционные доходы;2990097,98;2022;4;Q2
182;2022-04-01;Revenue_Services;Revenue;Сервисные доходы;670519,92;2022;4;Q2
183;2022-04-01;Revenue_Other;Revenue;Прочие доходы;210951,39;2022;4;Q2
184;2022-04-01;COGS_Materials;Expenses;Себестоимость;-1302010,65;2022;4;Q2
185;2022-04-01;COGS_Labor;Expenses;Себестоимость;-432494,91;2022;4;Q2
186;2022-04-01;Salaries;Expenses;Операционные расходы;-814376,90;2022;4;Q2
187;2022-04-01;Rent;Expenses;Операционные расходы;-149781,73;2022;4;Q2
188;2022-04-01;Marketing;Expenses;Операционные расходы;-394542,52;2022;4;Q2
189;2022-04-01;Utilities;Expenses;Операционные расходы;-41907,18;2022;4;Q2
190;2022-04-01;Depreciation;Expenses;Операционные расходы;-42553,19;2022;4;Q2
191;2022-04-01;Interest_Expense;Expenses;Финансовые расходы;-30158,88;2022;4;Q2
192;2022-04-01;Other_Expenses;Expenses;Прочие расходы;-97146,90;2022;4;Q2
193;2022-05-01;Revenue_Product_Sales;Revenue;Операционные доходы;2613769,17;2022;5;Q2
194;2022-05-01;Revenue_Services;Revenue;Сервисные доходы;722487,60;2022;5;Q2
195;2022-05-01;Revenue_Other;Revenue;Прочие доходы;203171,29;2022;5;Q2
196;2022-05-01;COGS_Materials;Expenses;Себестоимость;-1323997,57;2022;5;Q2
197;2022-05-01;COGS_Labor;Expenses;Себестоимость;-387378,58;2022;5;Q2
198;2022-05-01;Salaries;Expenses;Операционные расходы;-944556,72;2022;5;Q2
199;2022-05-01;Rent;Expenses;Операционные расходы;-142305,18;2022;5;Q2
200;2022-05-01;Marketing;Expenses;Операционные расходы;-419728,60;2022;5;Q2
201;2022-05-01;Utilities;Expenses;Операционные расходы;-39808,15;2022;5;Q2
202;2022-05-01;Depreciation;Expenses;Операционные расходы;-47845,42;2022;5;Q2
203;2022-05-01;Interest_Expense;Expenses;Финансовые расходы;-31332,71;2022;5;Q2
204;2022-05-01;Other_Expenses;Expenses;Прочие расходы;-112896,78;2022;5;Q2
205;2022-06-01;Revenue_Product_Sales;Revenue;Операционные доходы;2914135,64;2022;6;Q2
206;2022-06-01;Revenue_Services;Revenue;Сервисные доходы;747867,75;2022;6;Q2
207;2022-06-01;Revenue_Other;Revenue;Прочие доходы;208814,35;2022;6;Q2
208;2022-06-01;COGS_Materials;Expenses;Себестоимость;-1291910,82;2022;6;Q2
209;2022-06-01;COGS_Labor;Expenses;Себестоимость;-401029,93;2022;6;Q2
210;2022-06-01;Salaries;Expenses;Операционные расходы;-958173,27;2022;6;Q2
211;2022-06-01;Rent;Expenses;Операционные расходы;-143293,66;2022;6;Q2
212;2022-06-01;Marketing;Expenses;Операционные расходы;-406406,03;2022;6;Q2
213;2022-06-01;Utilities;Expenses;Операционные расходы;-38566,93;2022;6;Q2
214;2022-06-01;Depreciation;Expenses;Операционные расходы;-42590,35;2022;6;Q2
215;2022-06-01;Interest_Expense;Expenses;Финансовые расходы;-33484,96;2022;6;Q2
216;2022-06-01;Other_Expenses;Expenses;Прочие расходы;-95626,83;2022;6;Q2
217;2022-07-01;Revenue_Product_Sales;Revenue;Операционные доходы;2828387,38;2022;7;Q3
218;2022-07-01;Revenue_Services;Revenue;Сервисные доходы;753953,72;2022;7;Q3
219;2022-07-01;Revenue_Other;Revenue;Прочие доходы;225115,37;2022;7;Q3
220;2022-07-01;COGS_Materials;Expenses;Себестоимость;-1267319,01;2022;7;Q3
221;2022-07-01;COGS_Labor;Expenses;Себестоимость;-422315,54;2022;7;Q3
222;2022-07-01;Salaries;Expenses;Операционные расходы;-978165,27;2022;7;Q3
223;2022-07-01;Rent;Expenses;Операционные расходы;-153579,00;2022;7;Q3
224;2022-07-01;Marketing;Expenses;Операционные расходы;-440168,76;2022;7;Q3
225;2022-07-01;Utilities;Expenses;Операционные расходы;-39985,48;2022;7;Q3
226;2022-07-01;Depreciation;Expenses;Операционные расходы;-43299,92;2022;7;Q3
227;2022-07-01;Interest_Expense;Expenses;Финансовые расходы;-29534,10;2022;7;Q3
228;2022-07-01;Other_Expenses;Expenses;Прочие расходы;-126659,16;2022;7;Q3
229;2022-08-01;Revenue_Product_Sales;Revenue;Операционные доходы;2748999,99;2022;8;Q3
230;2022-08-01;Revenue_Services;Revenue;Сервисные доходы;757693,56;2022;8;Q3
231;2022-08-01;Revenue_Other;Revenue;Прочие доходы;228898,86;2022;8;Q3
232;2022-08-01;COGS_Materials;Expenses;Себестоимость;-1372124,46;2022;8;Q3
233;2022-08-01;COGS_Labor;Expenses;Себестоимость;-381314,60;2022;8;Q3
234;2022-08-01;Salaries;Expenses;Операционные расходы;-977076,55;2022;8;Q3
235;2022-08-01;Rent;Expenses;Операционные расходы;-137150,11;2022;8;Q3
236;2022-08-01;Marketing;Expenses;Операционные расходы;-386788,23;2022;8;Q3
237;2022-08-01;Utilities;Expenses;Операционные расходы;-37021,93;2022;8;Q3
238;2022-08-01;Depreciation;Expenses;Операционные расходы;-40684,92;2022;8;Q3
239;2022-08-01;Interest_Expense;Expenses;Финансовые расходы;-30741,40;2022;8;Q3
240;2022-08-01;Other_Expenses;Expenses;Прочие расходы;-78315,24;2022;8;Q3
241;2022-09-01;Revenue_Product_Sales;Revenue;Операционные доходы;2745659,01;2022;9;Q3
242;2022-09-01;Revenue_Services;Revenue;Сервисные доходы;769527,30;2022;9;Q3
243;2022-09-01;Revenue_Other;Revenue;Прочие доходы;213558,49;2022;9;Q3
244;2022-09-01;COGS_Materials;Expenses;Себестоимость;-1236139,78;2022;9;Q3
245;2022-09-01;COGS_Labor;Expenses;Себестоимость;-439292,79;2022;9;Q3
246;2022-09-01;Salaries;Expenses;Операционные расходы;-869343,40;2022;9;Q3
247;2022-09-01;Rent;Expenses;Операционные расходы;-138228,09;2022;9;Q3
248;2022-09-01;Marketing;Expenses;Операционные расходы;-403230,69;2022;9;Q3
249;2022-09-01;Utilities;Expenses;Операционные расходы;-38239,92;2022;9;Q3
250;2022-09-01;Depreciation;Expenses;Операционные расходы;-45968,81;2022;9;Q3
251;2022-09-01;Interest_Expense;Expenses;Финансовые расходы;-36220,57;2022;9;Q3
252;2022-09-01;Other_Expenses;Expenses;Прочие расходы;-73240,14;2022;9;Q3
253;2022-10-01;Revenue_Product_Sales;Revenue;Операционные доходы;3031340,63;2022;10;Q4
254;2022-10-01;Revenue_Services;Revenue;Сервисные доходы;752325,61;2022;10;Q4
255;2022-10-01;Revenue_Other;Revenue;Прочие доходы;229547,66;2022;10;Q4
256;2022-10-01;COGS_Materials;Expenses;Себестоимость;-1387044,43;2022;10;Q4
257;2022-10-01;COGS_Labor;Expenses;Себестоимость;-395397,72;2022;10;Q4
258;2022-10-01;Salaries;Expenses;Операционные расходы;-927693,74;2022;10;Q4
259;2022-10-01;Rent;Expenses;Операционные расходы;-149689,86;2022;10;Q4
260;2022-10-01;Marketing;Expenses;Операционные расходы;-407778,09;2022;10;Q4
261;2022-10-01;Utilities;Expenses;Операционные расходы;-36506,87;2022;10;Q4
262;2022-10-01;Depreciation;Expenses;Операционные расходы;-46827,42;2022;10;Q4
263;2022-10-01;Interest_Expense;Expenses;Финансовые расходы;-31418,97;2022;10;Q4
264;2022-10-01;Other_Expenses;Expenses;Прочие расходы;-92429,96;2022;10;Q4
265;2022-11-01;Revenue_Product_Sales;Revenue;Операционные доходы;4351681,92;2022;11;Q4
266;2022-11-01;Revenue_Services;Revenue;Сервисные доходы;1066497,51;2022;11;Q4
267;2022-11-01;Revenue_Other;Revenue;Прочие доходы;219920,91;2022;11;Q4
268;2022-11-01;COGS_Materials;Expenses;Себестоимость;-2098440,83;2022;11;Q4
269;2022-11-01;COGS_Labor;Expenses;Себестоимость;-587462,74;2022;11;Q4
270;2022-11-01;Salaries;Expenses;Операционные расходы;-907061,24;2022;11;Q4
271;2022-11-01;Rent;Expenses;Операционные расходы;-140463,24;2022;11;Q4
272;2022-11-01;Marketing;Expenses;Операционные расходы;-560146,13;2022;11;Q4
273;2022-11-01;Utilities;Expenses;Операционные расходы;-36332,22;2022;11;Q4
274;2022-11-01;Depreciation;Expenses;Операционные расходы;-45483,52;2022;11;Q4
275;2022-11-01;Interest_Expense;Expenses;Финансовые расходы;-32124,49;2022;11;Q4
276;2022-11-01;Other_Expenses;Expenses;Прочие расходы;-86531,34;2022;11;Q4
277;2022-12-01;Revenue_Product_Sales;Revenue;Операционные доходы;3924087,90;2022;12;Q4
278;2022-12-01;Revenue_Services;Revenue;Сервисные доходы;1102593,79;2022;12;Q4
279;2022-12-01;Revenue_Other;Revenue;Прочие доходы;248871,79;2022;12;Q4
280;2022-12-01;COGS_Materials;Expenses;Себестоимость;-1916693,24;2022;12;Q4
281;2022-12-01;COGS_Labor;Expenses;Себестоимость;-638949,67;2022;12;Q4
282;2022-12-01;Salaries;Expenses;Операционные расходы;-910116,30;2022;12;Q4
283;2022-12-01;Rent;Expenses;Операционные расходы;-159428,69;2022;12;Q4
284;2022-12-01;Marketing;Expenses;Операционные расходы;-636841,48;2022;12;Q4
285;2022-12-01;Utilities;Expenses;Операционные расходы;-58615,58;2022;12;Q4
286;2022-12-01;Depreciation;Expenses;Операционные расходы;-45008,01;2022;12;Q4
287;2022-12-01;Interest_Expense;Expenses;Финансовые расходы;-36432,13;2022;12;Q4
288;2022-12-01;Other_Expenses;Expenses;Прочие расходы;-142360,31;2022;12;Q4
289;2023-01-01;Revenue_Product_Sales;Revenue;Операционные доходы;2147486,56;2023;1;Q1
290;2023-01-01;Revenue_Services;Revenue;Сервисные доходы;504479,51;2023;1;Q1
291;2023-01-01;Revenue_Other;Revenue;Прочие доходы;247397,53;2023;1;Q1
292;2023-01-01;COGS_Materials;Expenses;Себестоимость;-992532,60;2023;1;Q1
293;2023-01-01;COGS_Labor;Expenses;Себестоимость;-276052,03;2023;1;Q1
294;2023-01-01;Salaries;Expenses;Операционные расходы;-877074,34;2023;1;Q1
295;2023-01-01;Rent;Expenses;Операционные расходы;-141653,20;2023;1;Q1
296;2023-01-01;Marketing;Expenses;Операционные расходы;-274314,84;2023;1;Q1
297;2023-01-01;Utilities;Expenses;Операционные расходы;-62410,45;2023;1;Q1
298;2023-01-01;Depreciation;Expenses;Операционные расходы;-48857,86;2023;1;Q1
299;2023-01-01;Interest_Expense;Expenses;Финансовые расходы;-37988,26;2023;1;Q1
300;2023-01-01;Other_Expenses;Expenses;Прочие расходы;-75658,36;2023;1;Q1
301;2023-02-01;Revenue_Product_Sales;Revenue;Операционные доходы;1883444,31;2023;2;Q1
302;2023-02-01;Revenue_Services;Revenue;Сервисные доходы;531443,94;2023;2;Q1
303;2023-02-01;Revenue_Other;Revenue;Прочие доходы;248985,20;2023;2;Q1
304;2023-02-01;COGS_Materials;Expenses;Себестоимость;-1013715,11;2023;2;Q1
305;2023-02-01;COGS_Labor;Expenses;Себестоимость;-299249,10;2023;2;Q1
306;2023-02-01;Salaries;Expenses;Операционные расходы;-973850,32;2023;2;Q1
307;2023-02-01;Rent;Expenses;Операционные расходы;-145434,01;2023;2;Q1
308;2023-02-01;Marketing;Expenses;Операционные расходы;-302429,07;2023;2;Q1
309;2023-02-01;Utilities;Expenses;Операционные расходы;-59276,14;2023;2;Q1
310;2023-02-01;Depreciation;Expenses;Операционные расходы;-44912,78;2023;2;Q1
311;2023-02-01;Interest_Expense;Expenses;Финансовые расходы;-33027,98;2023;2;Q1
312;2023-02-01;Other_Expenses;Expenses;Прочие расходы;-118303,39;2023;2;Q1
313;2023-03-01;Revenue_Product_Sales;Revenue;Операционные доходы;3073852,01;2023;3;Q1
314;2023-03-01;Revenue_Services;Revenue;Сервисные доходы;736988,85;2023;3;Q1
315;2023-03-01;Revenue_Other;Revenue;Прочие доходы;233281,61;2023;3;Q1
316;2023-03-01;COGS_Materials;Expenses;Себестоимость;-1468235,26;2023;3;Q1
