transaction_id;user_id;transaction_date;transaction_amount;user_profile
126;483;2022-01-04;679,10;Рискующие
127;1034;2022-01-04;878,62;Рискующие
128;43;2022-01-04;865,77;Лояльные
129;2664;2022-01-04;805,96;Рискующие
130;1909;2022-01-04;249,31;Потенциальные
131;1593;2022-01-04;974,82;Новые
132;225;2022-01-04;721,53;Новые
133;4305;2022-01-04;698,16;Лояльные
134;141;2022-01-04;919,70;Новые
135;1511;2022-01-04;350,31;Потерянные
136;366;2022-01-04;455,03;Потенциальные
137;4533;2022-01-04;441,18;Рискующие
138;1103;2022-01-04;125,16;Рискующие
139;267;2022-01-05;295,68;Потенциальные
140;204;2022-01-05;706,78;Новые
141;400;2022-01-05;48,89;Потерянные
142;897;2022-01-05;467,59;Потенциальные
143;4502;2022-01-05;726,49;Чемпионы
144;186;2022-01-05;738,33;Потерянные
145;688;2022-01-05;916,35;Потерянные
146;4655;2022-01-05;564,77;Рискующие
147;1846;2022-01-05;215,32;Рискующие
148;1683;2022-01-05;773,22;Потерянные
149;4215;2022-01-05;510,69;Рискующие
150;3392;2022-01-05;815,94;Потерянные
151;578;2022-01-05;228,38;Новые
152;3477;2022-01-05;17,12;Рискующие
153;1962;2022-01-05;287,90;Рискующие
154;3543;2022-01-05;191,09;Новые
155;1108;2022-01-05;720,24;Потерянные
156;780;2022-01-05;506,92;Рискующие
157;351;2022-01-05;380,08;Новые
158;2089;2022-01-05;86,24;Потенциальные
159;2616;2022-01-05;221,28;Потенциальные
160;206;2022-01-05;929,06;Потенциальные
161;37;2022-01-05;214,06;Рискующие
162;3738;2022-01-05;584,05;Лояльные
163;3791;2022-01-05;822,78;Чемпионы
164;448;2022-01-05;298,09;Рискующие
165;1281;2022-01-05;803,71;Потенциальные
166;2647;2022-01-05;330,60;Потерянные
167;3587;2022-01-05;579,58;Лояльные
168;3094;2022-01-05;288,92;Потенциальные
169;2617;2022-01-05;580,32;Чемпионы
170;588;2022-01-05;218,83;Новые
171;1709;2022-01-05;810,61;Новые
172;2208;2022-01-05;485,81;Лояльные
173;1401;2022-01-06;918,09;Лояльные
174;38;2022-01-06;633,64;Чемпионы
175;4391;2022-01-06;829,64;Новые
176;3445;2022-01-06;851,74;Потерянные
177;1556;2022-01-06;531,05;Новые
178;4616;2022-01-06;719,14;Рискующие
179;1307;2022-01-06;560,14;Новые
180;603;2022-01-06;32,47;Новые
181;4692;2022-01-06;721,00;Чемпионы
182;4202;2022-01-06;993,62;Потенциальные
183;714;2022-01-06;871,30;Потерянные
184;3061;2022-01-06;62,12;Чемпионы
185;577;2022-01-06;935,01;Потенциальные
186;2923;2022-01-06;208,90;Чемпионы
187;3148;2022-01-06;64,01;Лояльные
188;2442;2022-01-06;21,55;Потенциальные
189;2641;2022-01-06;428,62;Потерянные
190;4550;2022-01-06;307,75;Потенциальные
191;1151;2022-01-06;186,73;Лояльные
192;3470;2022-01-06;95,60;Чемпионы
193;830;2022-01-06;363,66;Лояльные
194;4306;2022-01-06;236,43;Лояльные
195;1114;2022-01-06;641,60;Лояльные
196;3400;2022-01-06;383,06;Чемпионы
197;2904;2022-01-06;455,48;Потенциальные
198;3342;2022-01-06;768,88;Новые
199;2664;2022-01-06;355,37;Потерянные
200;384;2022-01-06;173,89;Рискующие
201;961;2022-01-06;301,87;Лояльные
202;3807;2022-01-06;682,65;Лояльные
203;3677;2022-01-06;126,92;Чемпионы
204;2316;2022-01-06;658,54;Чемпионы
205;2245;2022-01-06;729,44;Чемпионы
206;2047;2022-01-06;647,54;Чемпионы
207;1293;2022-01-07;369,65;Потенциальные
208;3770;2022-01-07;657,02;Потенциальные
209;567;2022-01-07;832,95;Рискующие
210;598;2022-01-07;322,28;Новые
211;4714;2022-01-07;276,05;Потерянные
212;632;2022-01-07;957,55;Лояльные
213;3109;2022-01-07;892,26;Чемпионы
214;2092;2022-01-07;277,24;Лояльные
215;4107;2022-01-07;179,03;Потерянные
216;2424;2022-01-07;428,94;Лояльные
217;160;2022-01-07;510,36;Лояльные
218;2218;2022-01-07;176,64;Новые
219;1768;2022-01-07;34,26;Новые
220;3739;2022-01-07;820,29;Новые
221;4653;2022-01-07;925,38;Потенциальные
222;1414;2022-01-07;78,26;Лояльные
223;2938;2022-01-07;842,17;Потерянные
224;1155;2022-01-07;447,93;Чемпионы
225;459;2022-01-07;186,39;Чемпионы
226;3103;2022-01-07;392,41;Потенциальные
227;4;2022-01-07;867,20;Потенциальные
228;1346;2022-01-07;130,91;Потерянные
229;3887;2022-01-07;107,59;Рискующие
230;2228;2022-01-07;966,08;Потерянные
231;728;2022-01-07;300,59;Рискующие
232;643;2022-01-07;862,70;Новые
233;4319;2022-01-07;565,89;Потенциальные
234;2122;2022-01-07;248,01;Потенциальные
235;458;2022-01-07;302,05;Рискующие
236;4069;2022-01-07;417,84;Новые
237;4235;2022-01-07;158,04;Потерянные
238;3533;2022-01-07;712,86;Потерянные
239;3310;2022-01-07;423,48;Лояльные
240;59;2022-01-07;890,33;Чемпионы
241;3903;2022-01-07;916,50;Лояльные
242;27;2022-01-08;914,51;Потенциальные
243;250;2022-01-08;652,82;Потерянные
244;4567;2022-01-08;481,33;Лояльные
245;1517;2022-01-08;93,53;Потерянные
246;4693;2022-01-08;757,96;Рискующие
247;252;2022-01-08;98,17;Рискующие
248;1132;2022-01-08;190,65;Лояльные
249;2888;2022-01-08;844,34;Потерянные
250;2070;2022-01-08;855,18;Лояльные
251;1135;2022-01-08;440,36;Рискующие
252;3784;2022-01-08;722,77;Новые
253;3039;2022-01-08;227,93;Новые
254;1923;2022-01-08;897,72;Потенциальные
255;2770;2022-01-08;657,47;Чемпионы
256;3020;2022-01-08;859,13;Рискующие
257;122;2022-01-08;397,99;Лояльные
258;2663;2022-01-08;49,61;Чемпионы
259;2463;2022-01-08;993,22;Потерянные
260;3560;2022-01-08;764,53;Потенциальные
261;2019;2022-01-08;174,77;Потенциальные
262;1453;2022-01-08;643,69;Чемпионы
263;3557;2022-01-08;946,16;Рискующие
264;1136;2022-01-08;899,27;Потенциальные
265;4436;2022-01-08;940,57;Потерянные
266;1053;2022-01-08;118,84;Новые
267;2130;2022-01-08;855,62;Лояльные
268;2661;2022-01-08;892,40;Чемпионы
269;1226;2022-01-08;188,99;Чемпионы
270;69;2022-01-08;710,45;Новые
271;2082;2022-01-08;695,80;Потерянные
272;4456;2022-01-08;691,78;Потенциальные
273;4786;2022-01-08;576,92;Потерянные
274;559;2022-01-08;245,70;Потенциальные
275;704;2022-01-08;116,47;Потенциальные
276;1575;2022-01-09;253,31;Чемпионы
277;2390;2022-01-09;915,23;Лояльные
278;1540;2022-01-09;233,45;Чемпионы
279;994;2022-01-09;437,45;Потерянные
280;3760;2022-01-09;446,50;Потерянные
281;3392;2022-01-09;925,11;Чемпионы
282;2298;2022-01-09;123,88;Новые
283;569;2022-01-09;483,75;Потерянные
284;3074;2022-01-09;811,37;Новые
285;3543;2022-01-09;71,13;Новые
286;2772;2022-01-09;748,24;Лояльные
287;4621;2022-01-09;103,09;Рискующие
288;1251;2022-01-09;457,84;Новые
289;3433;2022-01-09;166,38;Потенциальные
290;1171;2022-01-09;395,93;Чемпионы
291;1429;2022-01-09;46,91;Рискующие
292;2377;2022-01-09;843,76;Новые
293;651;2022-01-09;142,47;Рискующие
294;2890;2022-01-09;195,59;Новые
295;1833;2022-01-09;463,64;Чемпионы
296;3259;2022-01-09;29,27;Чемпионы
297;2310;2022-01-09;921,86;Потенциальные
298;3815;2022-01-09;419,40;Лояльные
299;1912;2022-01-09;534,47;Потерянные
300;533;2022-01-09;870,77;Потенциальные
301;2349;2022-01-09;580,31;Лояльные
302;3184;2022-01-09;88,93;Потерянные
303;4684;2022-01-09;805,10;Новые
304;3938;2022-01-09;916,76;Потерянные
305;2855;2022-01-09;810,16;Лояльные
306;1214;2022-01-09;198,20;Чемпионы
307;3978;2022-01-09;486,29;Потерянные
308;934;2022-01-09;306,48;Лояльные
309;1652;2022-01-09;602,07;Лояльные
310;705;2022-01-10;838,83;Потенциальные
311;2778;2022-01-10;406,16;Новые
312;4621;2022-01-10;596,39;Лояльные
313;613;2022-01-10;20,12;Новые
314;759;2022-01-10;357,23;Новые
315;2203;2022-01-10;624,80;Лояльные
316;1932;2022-01-10;990,63;Новые
317;1852;2022-01-10;285,42;Рискующие
318;4440;2022-01-10;182,99;Чемпионы
319;2407;2022-01-10;896,73;Потенциальные
320;2878;2022-01-10;567,03;Чемпионы
321;2151;2022-01-10;995,79;Потенциальные
322;3469;2022-01-10;261,61;Лояльные
323;3312;2022-01-10;203,77;Новые
324;3106;2022-01-10;362,17;Потенциальные
325;4571;2022-01-10;582,09;Потерянные
326;1018;2022-01-10;85,65;Лояльные
327;3739;2022-01-10;394,98;Лояльные
328;3012;2022-01-10;75,01;Потенциальные
329;2524;2022-01-10;661,23;Лояльные
330;2650;2022-01-10;350,65;Потенциальные
331;4018;2022-01-10;970,95;Новые
332;2325;2022-01-10;112,13;Новые
333;1952;2022-01-10;895,38;Чемпионы
334;4507;2022-01-10;35,99;Потерянные
335;3313;2022-01-10;658,39;Рискующие
336;2266;2022-01-10;948,45;Рискующие
337;1493;2022-01-10;710,25;Лояльные
338;3815;2022-01-10;40,31;Потенциальные
339;1754;2022-01-10;660,61;Чемпионы
340;1542;2022-01-10;295,62;Лояльные
341;450;2022-01-10;732,30;Новые
342;1106;2022-01-10;457,54;Рискующие
343;4806;2022-01-10;622,26;Новые
344;3842;2022-01-11;33,47;Лояльные
345;663;2022-01-11;287,48;Лояльные
346;1461;2022-01-11;308,89;Лояльные
347;3074;2022-01-11;453,16;Чемпионы
348;706;2022-01-11;881,82;Чемпионы
349;246;2022-01-11;375,48;Потерянные
350;180;2022-01-11;706,58;Потенциальные
351;1901;2022-01-11;363,22;Потенциальные
352;3302;2022-01-11;208,98;Рискующие
353;1090;2022-01-11;468,26;Лояльные
354;4112;2022-01-11;251,24;Новые
355;1460;2022-01-11;62,22;Лояльные
356;2290;2022-01-11;222,05;Чемпионы
357;4758;2022-01-11;91,81;Лояльные
358;4283;2022-01-11;56,96;Лояльные
359;3439;2022-01-11;741,21;Лояльные
360;552;2022-01-11;698,17;Лояльные
361;3544;2022-01-11;161,96;Потерянные
362;4761;2022-01-11;50,34;Потенциальные
363;1705;2022-01-11;33,52;Потенциальные
364;1547;2022-01-11;734,16;Потерянные
365;4519;2022-01-11;429,13;Рискующие
366;2572;2022-01-11;435,32;Рискующие
367;134;2022-01-11;73,10;Потенциальные
368;310;2022-01-11;803,24;Чемпионы
369;3405;2022-01-11;298,86;Рискующие
370;1456;2022-01-11;425,72;Потерянные
371;4043;2022-01-11;447,56;Чемпионы
372;3069;2022-01-11;883,21;Потерянные
373;2779;2022-01-11;834,91;Лояльные
374;1848;2022-01-11;335,30;Лояльные
375;4603;2022-01-11;82,79;Потенциальные
376;1624;2022-01-11;561,62;Лояльные
377;854;2022-01-11;281,48;Потенциальные
378;36;2022-01-11;315,73;Рискующие
379;2776;2022-01-12;883,66;Лояльные
380;2893;2022-01-12;739,00;Новые
381;4264;2022-01-12;395,90;Рискующие
382;366;2022-01-12;650,80;Чемпионы
383;3015;2022-01-12;199,52;Потерянные
384;2215;2022-01-12;670,79;Потерянные
385;2987;2022-01-12;72,00;Новые
386;4604;2022-01-12;660,06;Новые
387;537;2022-01-12;887,80;Потенциальные
388;428;2022-01-12;584,70;Потенциальные
389;3432;2022-01-12;347,00;Потерянные
390;3711;2022-01-12;562,77;Чемпионы
391;596;2022-01-12;337,90;Чемпионы
392;924;2022-01-12;298,64;Рискующие
393;253;2022-01-12;14,87;Потенциальные
394;1896;2022-01-12;259,22;Потенциальные
395;2364;2022-01-12;894,99;Лояльные
396;3098;2022-01-12;187,35;Рискующие
397;641;2022-01-12;636,99;Потенциальные
398;267;2022-01-12;617,50;Потерянные
399;2861;2022-01-12;233,44;Потенциальные
400;2901;2022-01-12;774,01;Чемпионы
401;1729;2022-01-12;444,90;Рискующие
402;2446;2022-01-12;799,24;Новые
403;986;2022-01-12;22,21;Чемпионы
404;99;2022-01-12;157,47;Рискующие
405;3189;2022-01-12;381,80;Лояльные
406;1625;2022-01-12;480,27;Новые
407;1816;2022-01-12;550,87;Чемпионы
408;838;2022-01-12;790,84;Потенциальные
409;578;2022-01-12;903,98;Потерянные
410;3422;2022-01-12;324,06;Рискующие
411;1396;2022-01-12;888,05;Потенциальные
412;3332;2022-01-12;273,68;Чемпионы
413;4436;2022-01-13;80,85;Чемпионы
414;739;2022-01-13;584,05;Чемпионы
415;626;2022-01-13;669,47;Рискующие
416;1938;2022-01-13;302,44;Рискующие
417;2021;2022-01-13;177,88;Потенциальные
418;3727;2022-01-13;105,96;Чемпионы
419;232;2022-01-13;446,53;Рискующие
420;1058;2022-01-13;414,85;Новые
421;3112;2022-01-13;292,15;Рискующие
422;4499;2022-01-13;228,68;Потерянные
423;4476;2022-01-13;48,66;Новые
424;320;2022-01-13;692,10;Лояльные
425;1237;2022-01-13;396,86;Новые
426;68;2022-01-13;223,73;Лояльные
427;1311;2022-01-13;520,83;Потерянные
428;3786;2022-01-13;881,93;Чемпионы
429;116;2022-01-13;240,13;Потенциальные
430;1147;2022-01-13;617,15;Чемпионы
431;1930;2022-01-13;918,71;Рискующие
432;4456;2022-01-13;387,21;Потерянные
433;3451;2022-01-13;949,11;Лояльные
434;3151;2022-01-13;22,50;Лояльные
435;1663;2022-01-13;127,60;Лояльные
436;1250;2022-01-13;537,70;Потенциальные
437;3236;2022-01-13;503,63;Лояльные
438;3572;2022-01-13;982,68;Чемпионы
439;4775;2022-01-13;151,55;Чемпионы
440;586;2022-01-13;990,83;Потерянные
441;3063;2022-01-13;853,44;Лояльные
442;569;2022-01-13;230,54;Потерянные
443;3733;2022-01-13;373,84;Потенциальные
444;1800;2022-01-13;128,54;Лояльные
445;1672;2022-01-13;909,66;Потерянные
446;2833;2022-01-13;391,76;Рискующие
447;1319;2022-01-14;48,38;Потерянные
448;1920;2022-01-14;581,75;Лояльные
449;123;2022-01-14;265,26;Потенциальные
450;1676;2022-01-14;390,51;Новые
451;788;2022-01-14;474,82;Чемпионы
452;810;2022-01-14;85,44;Рискующие
453;2303;2022-01-14;494,34;Потерянные
454;3936;2022-01-14;295,69;Потерянные
455;3452;2022-01-14;715,10;Чемпионы
456;3344;2022-01-14;263,39;Потенциальные
457;188;2022-01-14;944,73;Потенциальные
458;129;2022-01-14;745,00;Рискующие
459;3602;2022-01-14;128,42;Новые
460;345;2022-01-14;148,48;Новые
461;4536;2022-01-14;365,71;Рискующие
462;4320;2022-01-14;37,01;Новые
463;1514;2022-01-14;58,49;Новые
464;3466;2022-01-14;721,53;Потенциальные
465;1639;2022-01-14;334,03;Чемпионы
466;3129;2022-01-14;211,58;Лояльные
467;1311;2022-01-14;374,47;Новые
468;1941;2022-01-14;982,83;Новые
469;487;2022-01-14;903,40;Новые
470;637;2022-01-14;262,08;Новые
471;2849;2022-01-14;85,66;Потенциальные
472;90;2022-01-14;334,92;Лояльные
473;1938;2022-01-14;18,84;Потенциальные
474;2912;2022-01-14;229,53;Потенциальные
475;355;2022-01-14;628,26;Потенциальные
476;1662;2022-01-14;98,87;Потерянные
477;1464;2022-01-14;180,35;Новые
478;3485;2022-01-14;437,14;Новые
479;259;2022-01-14;717,90;Лояльные
480;2195;2022-01-14;532,14;Потенциальные
481;3373;2022-01-14;735,86;Лояльные
482;1931;2022-01-15;101,61;Лояльные
483;467;2022-01-15;169,70;Лояльные
484;2866;2022-01-15;891,56;Новые
485;692;2022-01-15;960,08;Потенциальные
486;3827;2022-01-15;822,46;Новые
487;665;2022-01-15;722,95;Потенциальные
488;2005;2022-01-15;61,13;Потенциальные
489;3275;2022-01-15;998,60;Потенциальные
490;3728;2022-01-15;218,72;Чемпионы
491;4634;2022-01-15;417,55;Чемпионы
492;3399;2022-01-15;632,39;Лояльные
493;645;2022-01-15;547,11;Новые
494;1025;2022-01-15;990,98;Новые
495;1950;2022-01-15;596,86;Лояльные
496;253;2022-01-15;229,56;Лояльные
497;3048;2022-01-15;567,84;Лояльные
498;1044;2022-01-15;332,10;Новые
499;1883;2022-01-15;668,84;Потерянные
500;230;2022-01-15;48,92;Потерянные
501;655;2022-01-15;283,65;Рискующие
502;4655;2022-01-15;552,86;Лояльные
503;3399;2022-01-15;779,02;Потенциальные
504;4577;2022-01-15;835,10;Лояльные
505;1965;2022-01-15;915,31;Новые
506;55;2022-01-15;384,50;Потенциальные
507;1412;2022-01-15;591,42;Рискующие
508;4510;2022-01-15;590,02;Рискующие
509;2019;2022-01-15;900,44;Новые
510;195;2022-01-15;847,76;Лояльные
511;2374;2022-01-15;430,28;Потенциальные
512;440;2022-01-15;599,07;Потерянные
513;2663;2022-01-15;916,55;Потенциальные
514;1923;2022-01-15;999,83;Потенциальные
515;456;2022-01-15;741,12;Потерянные
516;2650;2022-01-16;77,85;Потенциальные
517;2995;2022-01-16;892,93;Новые
518;4490;2022-01-16;483,10;Потенциальные
519;1377;2022-01-16;357,13;Рискующие
520;2681;2022-01-16;297,23;Чемпионы
521;3094;2022-01-16;805,66;Потенциальные
522;3931;2022-01-16;899,31;Потенциальные
523;2407;2022-01-16;688,89;Лояльные
524;102;2022-01-16;68,99;Чемпионы
525;2191;2022-01-16;986,96;Потенциальные
526;4533;2022-01-16;562,18;Потенциальные
527;1025;2022-01-16;829,18;Рискующие
528;1791;2022-01-16;723,94;Новые
529;873;2022-01-16;341,93;Новые
530;4661;2022-01-16;918,69;Рискующие
531;4487;2022-01-16;311,77;Потенциальные
532;1063;2022-01-16;979,95;Новые
533;217;2022-01-16;984,15;Рискующие
534;3353;2022-01-16;52,75;Лояльные
535;3189;2022-01-16;137,97;Лояльные
536;4772;2022-01-16;242,07;Чемпионы
537;829;2022-01-16;375,58;Лояльные
538;489;2022-01-16;656,91;Чемпионы
539;2156;2022-01-16;371,48;Новые
540;4547;2022-01-16;937,95;Потерянные
541;3817;2022-01-16;481,35;Потенциальные
542;429;2022-01-16;561,76;Новые
543;1910;2022-01-16;630,04;Чемпионы
544;1079;2022-01-16;431,18;Рискующие
545;4639;2022-01-16;638,28;Чемпионы
546;4504;2022-01-16;98,71;Новые
547;1008;2022-01-16;507,05;Потерянные
548;335;2022-01-16;336,92;Потенциальные
549;2639;2022-01-16;210,03;Лояльные
550;3106;2022-01-17;47,37;Лояльные
551;3358;2022-01-17;783,09;Чемпионы
552;2210;2022-01-17;130,16;Потерянные
553;2484;2022-01-17;179,26;Потерянные
554;97;2022-01-17;176,48;Потенциальные
555;4689;2022-01-17;980,62;Новые
556;2210;2022-01-17;260,85;Лояльные
557;3304;2022-01-17;194,41;Потерянные
558;1911;2022-01-17;969,54;Потенциальные
559;2259;2022-01-17;630,94;Потенциальные
560;3003;2022-01-17;685,66;Лояльные
561;4566;2022-01-17;816,77;Рискующие
562;3745;2022-01-17;550,79;Потерянные
563;2051;2022-01-17;547,37;Рискующие
564;498;2022-01-17;998,32;Новые
565;1327;2022-01-17;693,00;Потенциальные
566;2266;2022-01-17;714,40;Потенциальные
567;2978;2022-01-17;97,28;Потенциальные
568;3619;2022-01-17;123,15;Чемпионы
569;174;2022-01-17;512,62;Потерянные
570;4229;2022-01-17;731,43;Новые
571;438;2022-01-17;756,32;Новые
572;1042;2022-01-17;785,64;Потенциальные
573;2225;2022-01-17;715,69;Потенциальные
574;3864;2022-01-17;126,08;Чемпионы
575;3794;2022-01-17;835,58;Чемпионы
576;2706;2022-01-17;769,08;Потерянные
577;4347;2022-01-17;379,72;Рискующие
578;2727;2022-01-17;414,60;Потерянные
579;1482;2022-01-17;558,03;Лояльные
580;137;2022-01-17;992,91;Потенциальные
581;4725;2022-01-17;746,76;Потерянные
582;1425;2022-01-17;839,40;Чемпионы
583;2275;2022-01-17;213,60;Лояльные
584;2211;2022-01-18;510,70;Новые
585;970;2022-01-18;567,03;Чемпионы
586;1012;2022-01-18;53,79;Потенциальные
587;704;2022-01-18;120,38;Рискующие
588;4553;2022-01-18;222,29;Рискующие
589;3355;2022-01-18;884,56;Потерянные
590;682;2022-01-18;777,42;Лояльные
591;2944;2022-01-18;491,45;Потерянные
592;608;2022-01-18;786,37;Потенциальные
593;616;2022-01-18;526,04;Рискующие
594;4177;2022-01-18;922,69;Потенциальные
595;3905;2022-01-18;292,39;Потенциальные
596;1934;2022-01-18;127,67;Новые
597;3272;2022-01-18;58,54;Рискующие
598;2445;2022-01-18;443,83;Потенциальные
599;4229;2022-01-18;312,21;Лояльные
600;3868;2022-01-18;967,72;Потерянные
601;106;2022-01-18;883,57;Чемпионы
602;3436;2022-01-18;435,64;Лояльные
603;1952;2022-01-18;26,45;Новые
604;1934;2022-01-18;103,06;Потерянные
605;4159;2022-01-18;223,26;Потерянные
606;2819;2022-01-18;398,32;Потерянные
607;1273;2022-01-18;803,67;Рискующие
608;3015;2022-01-18;854,28;Рискующие
609;3502;2022-01-18;999,11;Чемпионы
610;722;2022-01-18;535,82;Рискующие
611;3669;2022-01-18;948,59;Лояльные
612;1503;2022-01-18;656,65;Потерянные
613;2732;2022-01-18;483,18;Новые
614;1550;2022-01-18;143,66;Рискующие
615;3062;2022-01-18;917,43;Чемпионы
616;2522;2022-01-18;894,90;Чемпионы
617;1177;2022-01-18;880,64;Потенциальные
618;566;2022-01-18;964,04;Чемпионы
619;2690;2022-01-19;820,87;Потерянные
620;4129;2022-01-19;15,49;Новые
621;1836;2022-01-19;717,89;Потерянные
622;1765;2022-01-19;421,68;Лояльные
623;443;2022-01-19;944,67;Потенциальные
624;1152;2022-01-19;786,48;Рискующие
625;341;2022-01-19;805,10;Потерянные
626;952;2022-01-19;117,74;Рискующие
627;262;2022-01-19;469,56;Лояльные
628;2614;2022-01-19;461,29;Потенциальные
629;1378;2022-01-19;499,62;Новые
630;627;2022-01-19;798,22;Новые
631;3247;2022-01-19;228,29;Новые
632;4346;2022-01-19;187,65;Лояльные
633;892;2022-01-19;859,31;Лояльные
634;3632;2022-01-19;836,47;Потерянные
635;3971;2022-01-19;669,54;Потерянные
636;3407;2022-01-19;71,93;Новые
637;799;2022-01-19;722,85;Рискующие
638;1943;2022-01-19;116,82;Лояльные
639;208;2022-01-19;402,89;Потерянные
640;3546;2022-01-19;840,97;Рискующие
641;3563;2022-01-19;40,31;Потенциальные
